Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),Wildfire_Probability,AcresBurned,County,Latitude,Longitude,Stn Id,Precip (in),precip30 (in),precip60 (in),precip90 (in),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),
Tuolumne,8/19/2018,37.83388,-120.61746,2018-08-19T13:37:00Z,,573,Stanislaus,37.727194,-120.85086,194,0,0,0,0.24,97.6,58.7,77.5,62,18,38,Keep?
Alameda,8/22/2018,37.75646,-121.60646,2018-08-22T13:45:00Z,,640,Alameda,37.663969,-121.88503,191,0,0.09,0.18,0.53,77.8,59.4,65.6,82,49,70,
Monterey,8/23/2018,36.00912,-120.82226,2018-08-23T15:40:00Z,,650,Monterey,36.121083,-121.08457,113,0,0,0.01,0.02,82.9,51.7,65.2,92,42,70,
Lassen,8/25/2018,40.3768,-120.36403,2018-08-25T11:58:00Z,,646,Lassen,40.289799,-120.433948,57,0,0,0,0.16,87.2,38.1,64.7,48,8,25,
Tulare,8/26/2018,35.79012,-118.7393,2018-08-26T14:23:00Z,,668,Tulare,36.082056,-119.09342,169,0,0,0,0,94.9,57.9,75.2,82,20,48,
Placer,8/26/2018,38.82426,-121.451307,2018-08-26T18:04:00Z,,700,Placer,38.887603,-121.10291,195,0,0,0,0,89.2,61.2,74.4,49,18,31,
Amador,8/27/2018,38.42623,-120.95408,2018-08-27T23:19:00Z,,825,Amador,38.508333,-120.79972,227,0,0,0,0,79.1,51.4,65,84,33,49,
Yolo,8/27/2018,38.59694444,-121.9938889,2018-08-27T10:49:00Z,,822,Yolo,38.672722,-121.81172,226,0,0.08,0.18,0.3,83.3,52.7,66.8,87,36,62,
Tehama,8/30/2018,40.33682,-121.93908,2018-08-30T15:44:00Z,,856,Tehama,40.040006,-122.154539,222,0,0,0,0.13,82,55.7,68.3,89,41,64,
Butte,8/31/2018,39.77124,-121.76859,2018-08-31T17:58:00Z,,962,Butte,39.608639,-121.82443,12,0,0,0,0,87.1,59.5,74.6,95,41,61,
Mendocino,9/1/2018,39.82877,-123.08489,2018-09-01T14:22:00Z,,972,Mendocino,38.982581,-123.08928,106,,0,0.48,1.08,93.7,48.6,69,87,19,,
Kern,9/2/2018,35.387408,-118.817934,2018-09-02T14:53:00Z,,993,Kern,35.205583,-118.77841,125,0,0,0,0,94.3,61.4,78.9,68,25,41,
Placer,9/2/2018,39.268611,-120.658333,2018-09-02T14:02:00Z,,1120,Placer,38.887603,-121.10291,195,0,0,0,0,95.4,62.9,78.4,54,20,37,
Santa Barbara,9/3/2018,35.11416667,-120.0922222,2018-09-03T13:58:00Z,,1014,Santa Barbara,34.841878,-120.21274,165,0,0,0,0.7,78.1,54.4,64.3,96,64,83,
Sutter,9/3/2018,39.186144,-121.792885,2018-09-03T16:38:00Z,,1200,Sutter,38.797944,-121.61136,235,0,0.01,0.01,0.01,91,52.9,70.8,90,38,60,
Riverside,9/4/2018,33.62924,-117.05992,2018-09-04T15:03:00Z,,1261,Riverside,33.663325,-117.09338,179,0,0.04,0.13,0.13,88.2,61,70.5,99,43,76,
San Bernardino,9/4/2018,34.095568,-116.958806,2018-09-04T14:43:00Z,,1350,San Bernardino,34.237419,-116.86571,199,0,0.02,0.02,0.02,76.5,41,58.7,71,18,47,
Los Angeles,9/4/2018,34.5486,-118.31138,2018-09-04T15:20:00Z,,1352,Los Angeles,34.592222,-118.1275,220,0,0,0.02,0.06,96.1,65.1,80.5,59,22,36,
San Benito,9/4/2018,36.40755,-120.99322,2018-09-04T14:26:00Z,,1314,San Benito,36.854833,-121.36275,126,0,0.03,0.03,0.03,82.6,55.5,62.7,96,40,76,
San Luis Obispo,9/5/2018,35.73629,-120.75593,2018-09-05T12:51:00Z,,1500,San Luis Obispo,35.472556,-120.64814,163,0,0.3,0.8,0.91,80.7,51.5,64.1,93,47,72,
Solano,9/5/2018,38.21396,-121.9424,2018-09-05T12:51:00Z,,1500,Solano,38.278056,-121.74111,212,0,0,0,0,81.2,54.7,64.8,89,42,67,
Merced,9/8/2018,36.85156,-120.77206,2018-09-08T14:29:00Z,,1756,Merced,37.096694,-120.7539,56,0,0,0,0,94.3,55.8,75.8,83,20,41,
Trinity,9/8/2018,40.616251,-123.52019,2018-09-08T13:34:00Z,,1751,Shasta,40.63,-122.31,224,0,0,0,0,94.9,50.7,71.6,75,13,36,Keep?
Modoc,9/9/2018,41.29363,-120.11461,2018-09-09T12:10:00Z,,2100,Modoc,41.438214,-120.48031,90,0,0,0.32,0.57,83.8,35.6,58.7,81,11,35,
Shasta,9/10/2018,40.99344,-121.52225,2018-09-10T19:00:00Z,,1900,Shasta,41.063767,-121.45602,43,0,0,0.15,0.18,84,35.7,59.9,90,20,45,
Shasta,9/12/2018,40.50318,-122.42308,2018-09-12T11:25:00Z,,1678,Shasta,40.63,-122.31,224,0,0,0,0,81,48.1,66.4,67,22,41,
Glenn,9/13/2018,39.64978,-122.58218,2018-09-13T15:37:00Z,,2290,Tehama,40.040006,-122.154539,222,0,0,0,0.13,77.8,50.3,64.2,92,37,61,Keep?
Solano,9/14/2018,38.431278,-122.043747,2018-09-14T19:32:00Z,,2162,Solano,38.501258,-121.97853,139,0,0,0.01,0.01,79.3,46.1,63.6,92,32,55,
Monterey,9/16/2018,35.847778,-120.343056,2018-09-16T08:34:00Z,,2225,Monterey,36.121083,-121.08457,113,0,0,0,0.01,85.4,44.3,61.6,89,25,57,
Napa,9/20/2018,38.69601,-122.44468,2018-09-20T12:39:00Z,,2490,Napa,38.428475,-122.41021,77,0,0.01,0.01,0.01,90.9,45,67.1,77,19,41,
Kern,9/22/2018,35.37444,-118.83556,2018-09-22T15:44:00Z,,2950,Kern,35.205583,-118.77841,125,0,0,0,0,94.3,60.2,77.3,52,21,34,
Inyo,9/22/2018,36.6734,-118.21881,2018-09-22T14:41:00Z,,2883,Inyo,36.488611,-117.91944,183,0,0.06,0.07,0.31,91.9,51.3,74.4,39,7,16,
Tehama,9/22/2018,39.94355,-122.3571,2018-09-22T14:30:00Z,,2956,Tehama,40.040006,-122.154539,222,0,0,0,0,85.8,49.3,67.5,88,25,51,
Kings,9/23/2018,35.97896,-119.98329,2018-09-23T16:23:00Z,,2995,Kings,36.157972,-119.85143,15,0,0,0,0,93.5,58.1,75.7,50,17,32,
Los Angeles,9/24/2018,34.48229,-118.60858,2018-09-24T00:41:00Z,,3380,Los Angeles,34.426361,-118.51758,204,0,0,0,0.01,83.8,55.2,67.9,85,37,58,
Humboldt,9/26/2018,41.07944,-123.688056,2018-09-26T10:56:00Z,,3674,Siskiyou,41.577778,-122.838125,225,0,0,0.04,0.08,88.4,30.1,57,77,15,42,Keep?
Tehama,9/28/2018,40.22027778,-122.18,2018-09-28T14:44:00Z,,3889,Tehama,40.040006,-122.154539,222,0,0,0,0,86.4,50.7,69,85,30,51,
Tehama,9/28/2018,40.35068,-121.77867,2018-09-28T13:08:00Z,,3716,Tehama,40.040006,-122.154539,222,0,0,0,0,86.4,50.7,69,85,30,51,
Madera,9/29/2018,37.571,-119.118,2018-09-29T09:30:00Z,,4064,Inyo,37.358514,-118.40553,35,0,0.05,0.05,1.16,88,46.8,65.8,57,8,25,Keep?
Ventura,10/2/2018,34.22685,-118.93444,2018-10-02T12:32:00Z,,4531,Ventura,34.219386,-118.99244,152,0,0.15,0.23,0.23,78.3,61.6,67.5,99,50,80,
Colusa,10/2/2018,39.2976,-122.512012,2018-10-02T15:45:00Z,,75,Colusa,39.210667,-122.168889,250,0.46,0.46,0.46,0.46,81.7,61.7,67.8,96,58,83,
Merced,10/7/2018,37.39339,-120.34207,2018-10-07T12:51:00Z,,4564,Merced,37.314139,-120.3867,148,0,0.2,0.2,0.2,80.6,43.2,60.2,96,20,53,
Mono,10/7/2018,38.347395,-119.45186,2018-10-07T13:00:00Z,,6974,Alpine,38.773409,-119.79193,246,0,0.15,0.15,0.15,54,28.9,42.6,80,36,58,Keep?
San Joaquin,10/10/2018,38.052055,-120.945482,2018-10-10T21:50:00Z,,12300,San Joaquin,37.834822,-121.22319,70,0,0.34,0.34,0.34,76.6,46.7,61.2,98,45,72,
Lassen,10/13/2018,40.633536,-120.868091,2018-10-13T14:43:00Z,,18703,Lassen,40.289799,-120.433948,57,0,0.29,0.29,0.29,70.2,25,47.9,77,15,38,
Orange,10/14/2018,33.69888,-117.52055,2018-10-14T11:33:00Z,,23136,Orange,33.621667,-117.585278,245,0,0.46,0.5,0.5,74.9,55,62.4,81,47,69,
Lake,10/14/2018,39.0674,-122.59848,2018-10-14T06:45:00Z,,15185,Colusa,39.210667,-122.168889,250,0,0.46,0.46,0.46,79.2,54.9,67,36,11,19,Keep?
Tuolumne,10/15/2018,38.349,-119.929,2018-10-15T11:57:00Z,,36450,Alpine,38.773409,-119.79193,246,0,0.23,0.23,0.23,54.9,14.9,34.4,68,15,33,Keep?
Siskiyou,10/19/2018,41.893332,-122.534655,2018-10-19T14:10:00Z,,38008,Siskiyou,41.577778,-122.838125,225,0,0.32,0.34,0.38,80.3,25.4,49.2,88,16,45,
Modoc,10/24/2018,41.38544,-121.04386,2018-10-24T12:18:00Z,,39387,Modoc,41.438214,-120.48031,90,0,1.04,1.04,1.04,64.3,29.4,44.2,93,25,61,
Lake,10/30/2018,39.04786,-123.11971,2018-10-30T14:46:00Z,,48920,Mendocino,38.982581,-123.08928,106,,0,0,0,73.9,34.4,52,95,28,,Keep?
Shasta,11/3/2018,40.896,-122.219,2018-11-03T21:28:00Z,,46150,Shasta,40.63,-122.31,224,0,0.35,0.71,0.71,81.5,51,65.5,67,15,30,
Mendocino,11/5/2018,39.04786,-123.11971,2018-11-05T10:17:00Z,,48920,Mendocino,38.982581,-123.08928,106,,0,0,0,74.9,36.9,53.4,95,22,,
Colusa,11/8/2018,39.04786,-123.11971,2018-11-08T11:58:00Z,,48920,Colusa,39.210667,-122.168889,250,0,0,0.46,0.46,69.3,54.4,60.5,23,13,18,
Colusa,11/8/2018,39.243283,-123.103367,2018-11-08T14:24:00Z,,410203,Colusa,39.210667,-122.168889,250,0,0,0.46,0.46,69.3,54.4,60.5,23,13,18,
Mendocino,11/8/2018,39.243283,-123.103367,2018-11-08T14:03:00Z,,410203,Mendocino,38.982581,-123.08928,106,,0,0,0,66.5,25,40.2,88,25,,
Butte,11/8/2018,39.8134,-121.4347,2018-11-08T06:33:00Z,,153336,Butte,39.608639,-121.82443,12,0,0,0.69,0.69,65.8,46.5,55.5,34,15,24,
Shasta,11/8/2018,40.9425,-122.43,2018-11-08T13:28:00Z,,63311,Shasta,40.63,-122.31,224,0,0,0.71,0.71,72,54.3,61.6,22,9,14,
Glenn,11/8/2018,39.243283,-123.103367,2018-11-08T14:24:00Z,,410203,Mendocino,38.982581,-123.08928,106,,0,0,0,66.5,25,40.2,88,25,,Keep?
Trinity,11/8/2018,40.9425,-122.43,2018-11-08T11:25:00Z,,63311,Shasta,40.63,-122.31,224,0,0,0.71,0.71,72,54.3,61.6,22,9,14,Keep?
Napa,11/12/2018,38.80583,-122.18183,2018-11-12T10:06:00Z,,90288,Napa,38.428475,-122.41021,77,0,0.01,1.41,1.42,73.9,31.7,50.1,53,13,32,
Yolo,11/12/2018,38.80583,-122.18183,2018-11-12T17:39:00Z,,90288,Yolo,38.672722,-121.81172,226,0.04,0.82,1.62,1.75,69.4,31.3,47.3,65,12,36,
Ventura,11/13/2018,34.235,-118.70128,2018-11-13T08:19:00Z,,96949,Ventura,34.269031,-118.849319,217,0,0,0,0,73.2,58.9,66.1,8,5,7,
Mariposa,11/14/2018,37.6549,-119.88581,2018-11-14T14:56:00Z,,96901,Merced,37.314139,-120.3867,148,0,0,0.2,0.2,71.7,25.2,43.3,98,17,59,Keep?
Shasta,11/15/2018,40.65428,-122.62357,2018-11-15T01:39:00Z,,229651,Shasta,40.63,-122.31,224,0,0,0.71,0.71,69.4,27.3,43.7,83,19,50,
Trinity,11/15/2018,40.65428,-122.62357,2018-11-15T13:31:00Z,,229651,Shasta,40.63,-122.31,224,0,0,0.71,0.71,69.4,27.3,43.7,83,19,50,Keep?
Los Angeles,11/16/2018,34.235,-118.70128,2018-11-16T11:01:00Z,,96949,Los Angeles,34.214197,-118.64477,219,0,0.01,0.32,0.32,78.4,46.8,60.2,58,12,29,
Lake,11/29/2018,39.243283,-123.103367,2018-11-29T23:30:00Z,,410203,Mendocino,38.982581,-123.08928,106,,0,0,0,54.8,48.5,51.6,95,76,,Keep?
Humboldt,1/1/2019,40.61805556,-123.6755556,2019-01-01T14:14:00Z,,30,Shasta,40.63,-122.31,224,0,4.57,9.35,9.92,56.8,37.9,47.8,37,20,28,Keep?
Tehama,4/28/2019,39.97083,-122.48277,2019-04-28T22:20:00Z,,46,Tehama,40.040006,-122.154539,222,0,0.56,5.66,13.91,83.9,50.1,65.8,100,32,63,
Kern,4/30/2019,35.03855,-119.19454,2019-04-30T18:37:00Z,,172,Kern,35.205583,-118.77841,125,0,0.08,1.93,2.95,73.3,53.4,63.3,84,46,62,
Butte,4/30/2019,39.85484,-121.905,2019-04-30T12:20:00Z,,50,Butte,39.608639,-121.82443,12,0,1.32,5.01,16.32,73.3,48,59.2,96,39,67,
Kern,5/1/2019,35.65189,-118.92545,2019-05-01T16:46:00Z,,115,Kern,35.532556,-119.28179,5,0,0.06,1.94,3.28,80.5,53.8,65.7,79,32,53,
Butte,5/3/2019,39.83958,-121.957,2019-05-03T15:04:00Z,,10,Butte,39.608639,-121.82443,12,0,0.8,4.11,15.75,85.7,45,63.6,100,27,59,
Kern,5/7/2019,35.72057,-119.62762,2019-05-07T15:47:00Z,,2500,Kern,35.505833,-119.69114,146,0,0.17,0.55,0.55,79.3,47.8,63.8,91,39,59,
Riverside,5/10/2019,33.81678,-117.18194,2019-05-10T14:14:00Z,,26,Riverside,33.76,-117.2,240,0.05,0.46,1.32,5.2,62.6,53.2,57.2,100,63,80,
San Diego,5/13/2019,32.557566,-116.8663,2019-05-13T18:46:00Z,,22,San Diego,32.628208,-116.93928,147,0,0.29,0.54,4.3,72.2,59.8,63.2,86,61,76,
Riverside,5/18/2019,33.650237,-116.172534,2019-05-18T22:53:00Z,,130,Riverside,33.595694,-116.15811,218,0,0,0,0.16,87.4,59.6,74.5,53,17,30,
Placer,5/20/2019,39.11536,-120.76088,2019-05-20T10:57:00Z,,65,Placer,38.887603,-121.10291,195,0,3.18,6.17,12.84,66.2,42.4,54.3,93,48,66,
Tehama,5/20/2019,39.98097,-122.30737,2019-05-20T13:50:00Z,,63,Tehama,40.040006,-122.154539,222,0,2.7,4.44,9.79,68.1,43.9,57.4,100,52,72,
San Luis Obispo,5/29/2019,35.30759,-119.96498,2019-05-29T17:10:00Z,,835,San Luis Obispo,35.028281,-120.56003,202,0.01,1.93,2.46,4.83,64.2,51.6,56,98,72,89,
Fresno,5/29/2019,36.66909,-119.3046,2019-05-29T17:18:00Z,,121,Fresno,36.721083,-119.38903,142,0,3.28,3.74,6.05,83.8,53.4,70.1,84,31,51,
Alameda,5/29/2019,37.75427,-121.57382,2019-05-29T21:06:00Z,,30,Alameda,37.663969,-121.88503,191,0.02,2.09,2.43,5.31,80.3,50.1,62.8,96,43,70,
Riverside,5/30/2019,33.69078,-114.57265,2019-05-30T12:41:00Z,,45,Riverside,33.662869,-114.55811,135,0,0,0.16,0.29,97.4,61.6,78.5,62,18,34,
San Luis Obispo,5/30/2019,35.343761,-119.913717,2019-05-30T16:19:00Z,,1127,San Luis Obispo,35.305442,-120.66178,52,0,1.75,1.93,8.09,71.3,52.4,56.5,94,63,85,
Santa Clara,6/1/2019,37.21638,-121.70768,2019-06-01T15:49:00Z,,210,Santa Clara,37.015026,-121.53704,211,0,1.78,1.84,4.11,74.6,50.1,59.1,100,62,90,
Tulare,6/2/2019,36.18479,-118.99229,2019-06-02T16:12:00Z,,257,Tulare,36.082056,-119.09342,169,0,1.9,2.01,4.21,93.6,56.9,73.4,83,26,52,
Tulare,6/3/2019,36.23012,-118.85712,2019-06-03T12:18:00Z,,33,Tulare,36.376917,-119.037972,258,0,2.14,2.33,5.73,91.1,59.4,76.4,75,31,51,
Tulare,6/3/2019,36.28001,-119.10974,2019-06-03T12:18:00Z,,155,Tulare,36.3605,-119.05935,86,0,1.92,2.09,4.32,92.6,58,76.6,82,27,49,
Santa Clara,6/5/2019,37.45899,-121.22093,2019-06-05T10:49:00Z,,144,Santa Clara,37.015026,-121.53704,211,0,1.78,1.78,3.42,84.4,54.1,66.2,100,49,76,
Stanislaus,6/6/2019,37.25988,-121.09375,2019-06-06T14:24:00Z,,600,Stanislaus,37.645222,-121.18776,71,0,1.25,1.44,3.27,83.7,53.4,70.5,83,13,36,
San Luis Obispo,6/7/2019,35.57376,-120.11738,2019-06-07T12:59:00Z,,120,San Luis Obispo,35.472556,-120.64814,163,0,0.49,0.92,2.66,82.1,44.8,64.1,90,22,42,
Tulare,6/7/2019,35.89593,-118.94106,2019-06-07T16:55:00Z,,47,Tulare,36.082056,-119.09342,169,0,1.9,2.01,2.05,82.7,53.8,68.4,74,18,38,
Monterey,6/7/2019,35.97059,-120.88241,2019-06-07T12:59:00Z,,43,Monterey,36.121083,-121.08457,113,0,1.33,1.47,2,82,42.1,61.2,90,18,48,
Solano,6/8/2019,38.21416,-122.12214,2019-06-08T14:50:00Z,,24,Solano,38.278056,-121.74111,212,0,2.27,2.4,4.27,87,61.9,73.7,35,20,26,
Yolo,6/8/2019,38.88978,-122.23922,2019-06-08T13:07:00Z,,2512,Yolo,38.672722,-121.81172,226,0,3.05,3.53,5.92,84.3,61.9,73.1,36,20,26,
Sutter,6/8/2019,39.28926,-121.85906,2019-06-08T14:37:00Z,,1350,Sutter,38.797944,-121.61136,235,0,2.71,2.74,5.56,84.6,58.3,70.7,47,26,37,
Siskiyou,6/8/2019,41.64895,-122.35962,2019-06-08T14:37:00Z,,17,Siskiyou,41.802476,-121.996159,236,0,4.12,5.05,6.4,66.7,22.5,46.2,94,20,46,
Placer,6/9/2019,38.75263,-121.39259,2019-06-09T14:29:00Z,,27,Placer,38.887603,-121.10291,195,0,4.44,4.82,7.94,90.9,55.7,74.5,59,24,39,
Riverside,6/10/2019,33.57039,-116.1466,2019-06-10T14:25:00Z,,55,Riverside,33.595694,-116.15811,218,0,0.02,0.02,0.06,106.6,66,91,35,8,17,
Tulare,6/10/2019,36.14246,-118.80582,2019-06-10T11:55:00Z,,25,Tulare,36.082056,-119.09342,169,0,1.9,2.01,2.05,103.9,61.9,81.1,78,15,40,
Contra Costa,6/10/2019,38.02503,-121.9763,2019-06-10T17:51:00Z,,23,Contra Costa,38.015372,-122.02028,170,0,1.31,1.35,3.63,102.7,61.1,81.6,73,18,,
Napa,6/10/2019,38.63047,-122.47282,2019-06-10T15:16:00Z,,50,Napa,38.428475,-122.41021,77,0,3.5,3.51,7.23,100.4,59.5,80.6,,,36,
San Luis Obispo,6/12/2019,35.66318,-120.41128,2019-06-12T12:48:00Z,,1764,San Luis Obispo,35.472556,-120.64814,163,0,0.4,0.92,2.37,85.3,55,69.8,90,33,54,
Yuba,6/12/2019,39.15641,-121.56363,2019-06-12T17:23:00Z,,70,Yuba,39.252561,-121.31567,84,0,3.08,3.38,8.46,100.4,75.5,84.1,49,22,35,
Santa Clara,6/14/2019,37.44422,-121.84082,2019-06-14T16:14:00Z,,35,Santa Clara,37.015026,-121.53704,211,0,1.77,1.78,2.9,73.9,54.3,60.9,100,62,88,
Siskiyou,6/15/2019,39.28926,-121.85906,2019-06-15T15:29:00Z,,207,Siskiyou,41.577778,-122.838125,225,0,1,1.19,2.86,89.1,47.4,69.1,88,24,47,
Siskiyou,6/16/2019,41.94622,-122.40157,2019-06-16T20:33:00Z,,10,Siskiyou,41.802476,-121.996159,236,0,4.08,4.95,6.3,86,39.8,64.8,85,23,45,
Butte,6/17/2019,39.76242,-121.73659,2019-06-17T17:50:00Z,,17,Butte,39.608639,-121.82443,12,0,2.77,5.11,7.92,91.8,62.5,76.3,100,1,34,
San Diego,6/20/2019,33.39684,-117.29665,2019-06-20T14:56:00Z,,120,San Diego,33.08105,-116.9757,153,0,0.16,0.98,1.09,75.3,63.8,67.4,90,67,82,
Riverside,6/21/2019,33.919507,-117.103765,2019-06-21T14:42:00Z,,525,Riverside,33.76,-117.2,240,0,0.42,1.06,1.09,77.1,59.4,65.8,88,50,70,
Kings,6/21/2019,35.81778,-120.09715,2019-06-21T13:02:00Z,,161,Kings,36.157972,-119.85143,15,0,0.21,2.94,3.43,86.9,59.6,73.5,77,28,44,
Yuba,6/22/2019,39.24678,-121.32399,2019-06-22T03:12:00Z,,80,Yuba,39.252561,-121.31567,84,0,0.59,3.08,6.83,88.8,65.9,79.2,48,19,28,
San Diego,6/24/2019,33.30267,-116.97772,2019-06-24T11:57:00Z,,15,San Diego,33.08105,-116.9757,153,0,0.14,0.98,1.09,79.1,64,69.1,94,68,82,
Yuba,6/25/2019,39.24678,-121.32399,2019-06-25T13:51:09Z,,80,Yuba,39.252561,-121.31567,84,0,0.59,3.08,5.7,88.6,63.1,77.1,61,23,41,
Monterey,6/26/2019,36.28426,-120.94771,2019-06-26T15:35:00Z,,2546,Monterey,36.121083,-121.08457,113,0,0.01,1.36,1.49,79.6,45.7,61.6,95,40,67,
Stanislaus,6/26/2019,37.46577,-121.28312,2019-06-26T22:43:07Z,,2422,Stanislaus,37.645222,-121.18776,71,0,0,1.28,2.06,80.8,54.2,68.1,77,41,54,
Santa Clara,6/26/2019,37.494136,-121.534827,2019-06-26T08:54:24Z,,17,Santa Clara,37.015026,-121.53704,211,0,0,1.78,1.88,78.3,49.1,64,100,49,71,
Placer,6/26/2019,38.73817,-121.39419,2019-06-26T18:06:54Z,,148,Placer,38.887603,-121.10291,195,0,0.09,4.65,6.02,79.8,56.3,67.9,70,31,47,
Shasta,6/26/2019,40.41404,-122.66779,2019-06-26T09:18:22Z,,90,Shasta,40.63,-122.31,224,0.41,0.52,4.58,7.58,79.7,49.2,65.8,88,30,54,
Riverside,6/27/2019,33.80493,-117.15738,2019-06-27T16:14:25Z,,20,Riverside,33.76,-117.2,240,0,0,1.06,1.09,84.7,53.5,67.4,95,32,58,
Nevada,6/28/2019,39.40972222,-121.0005556,2019-06-28T15:03:04Z,,2,Yuba,39.252561,-121.31567,84,0,0.04,3.08,4.93,82.9,60.3,71,68,22,42,Keep?
San Diego,6/29/2019,32.62305556,-116.9141667,2019-06-29T11:11:55Z,,28,San Diego,32.628208,-116.93928,147,0,0.02,1.15,1.36,81.5,57.9,68.1,92,49,73,
Riverside,6/29/2019,33.911,-116.980528,2019-06-29T12:54:13Z,,214,Riverside,33.76,-117.2,240,0,0,1.05,1.09,87.9,52.7,70.7,78,19,39,
Merced,6/29/2019,37.312877,-120.242411,2019-06-29T15:09:52Z,,210,Merced,37.314139,-120.3867,148,0,0,2.26,2.29,92.4,45.2,71.3,93,20,41,
Butte,6/29/2019,39.32889,-121.23431,2019-06-29T22:07:59Z,,12,Butte,39.386632,-121.835278,244,0,0.35,2.66,3.13,86,55.2,71.3,94,30,57,
Santa Clara,7/2/2019,37.18904,-121.694968,2019-07-02T16:10:02Z,,74,Santa Clara,37.015026,-121.53704,211,0,0,1.78,1.84,79.5,48.8,63.6,100,45,74,
Alameda,7/3/2019,37.469,-121.3697,2019-07-03T15:34:12Z,,25,Alameda,37.663969,-121.88503,191,0,0,1.99,2.29,80.4,50.7,64.7,94,36,63,
San Joaquin,7/5/2019,37.63206,-121.538382,2019-07-05T09:46:01.973Z,,283,San Joaquin,37.755597,-121.266153,249,0,0.01,1.53,1.64,94.6,55.3,75.5,94,28,49,
Contra Costa,7/5/2019,37.99837,-122.16201,2019-07-05T13:33:56Z,,24,Contra Costa,38.015372,-122.02028,170,0,0.01,1.32,1.36,87.2,60.3,75,88,35,51,
Shasta,7/5/2019,40.41741,-122.767256,2019-07-05T14:46:33Z,,30,Shasta,40.63,-122.31,224,0,0.41,4.58,5.85,94.7,56,77.6,85,24,46,
Lassen,7/5/2019,40.679318,-120.392768,2019-07-05T16:37:04Z,,263,Lassen,40.289799,-120.433948,57,0,0,1.36,1.6,89.3,47.8,69.9,67,18,36,
Yuba,7/6/2019,39.06066,-121.35014,2019-07-06T20:21:25Z,,38,Yuba,39.252561,-121.31567,84,0,0,3.08,3.8,91.8,62.9,78.7,70,25,44,
San Luis Obispo,7/8/2019,35.63111111,-120.2691667,2019-07-08T16:44:08Z,,974,San Luis Obispo,35.472556,-120.64814,163,0,0.01,0.49,0.93,77.1,49.7,60.9,96,45,72,
Mariposa,7/8/2019,37.524378,-120.296551,2019-07-08T15:30:14Z,,244,Merced,37.314139,-120.3867,148,0,0,2.26,2.28,90,46.4,69.8,94,23,48,Keep?
Monterey,7/9/2019,35.95191,-120.8092,2019-07-09T21:43:36Z,,190,Monterey,36.121083,-121.08457,113,0,0.01,1.33,1.48,84.8,50.3,63,97,27,70,
Riverside,7/11/2019,33.69055556,-116.953889,2019-07-11T16:27:17Z,,20,Riverside,33.664747,-116.955121,239,0,0.04,0.72,1.09,100.9,63.2,81.8,66,17,36,
San Diego,7/12/2019,32.566389,-116.7525,2019-07-12T13:20:39Z,,100,San Diego,32.628208,-116.93928,147,0,0.02,0.96,1.25,80.2,61,68.7,96,58,77,
Riverside,7/12/2019,33.514658,-116.7884,2019-07-12T17:15:31Z,,81,Riverside,33.664747,-116.955121,239,0,0.04,0.72,1.09,104.1,64.2,84.3,62,16,34,
Alameda,7/12/2019,37.093243,-121.586846,2019-07-12T18:40:09Z,,22,Alameda,37.663969,-121.88503,191,0,0,1.89,2.16,90.3,54.2,69.6,96,32,61,
Shasta,7/12/2019,40.463936,-122.435492,2019-07-12T19:08:54Z,,30,Shasta,40.63,-122.31,224,0,0.41,4.58,5.14,97.7,61.8,81,85,26,49,
Riverside,7/13/2019,33.8128372,-117.1228851,2019-07-13T10:36:00Z,,96,Riverside,33.76,-117.2,240,0,0,0.6,1.06,97.5,60.1,80.2,69,17,37,
Stanislaus,7/13/2019,37.944751,-120.84372,2019-07-13T18:42:22Z,,202,Stanislaus,37.727194,-120.85086,194,0,0,2.12,2.26,96.3,61.1,80,86,32,53,
Ventura,7/14/2019,34.366111,-118.96,2019-07-14T11:45:00Z,,131,Ventura,34.324639,-119.10488,198,0,0.03,1.39,1.4,76.8,59.7,66.3,99,65,83,
Lassen,7/14/2019,40.072739,-120.158273,2019-07-14T14:02:31Z,,193,Lassen,40.289799,-120.433948,57,0,0,1.25,1.49,89.6,46.3,70.8,73,13,30,
Santa Clara,7/15/2019,37.32555556,-121.7644444,2019-07-15T11:12:00Z,,47,Santa Clara,37.015026,-121.53704,211,0,0,1.48,1.78,92,53.3,73.1,92,28,54,
Madera,7/15/2019,37.016944,-119.934167,2019-07-15T18:19:31Z,,213,Fresno,36.820833,-119.74231,80,0,0,2.25,2.41,96.5,64,81.7,71,26,43,Keep?
State of Nevada,7/15/2019,39.631945,-119.769881,2019-07-15T10:49:00Z,,1165,Lassen,40.289799,-120.433948,57,0,0,1.25,1.49,88,46.6,70,76,16,36,Keep?
Riverside,7/16/2019,33.56938,-116.07896,2019-07-16T13:45:43Z,,80,Riverside,33.595694,-116.15811,218,0,0,0.02,0.02,110,71.4,94,42,10,20,
San Joaquin,7/16/2019,37.962557,-121.468074,2019-07-16T18:44:15Z,,90,San Joaquin,37.932072,-121.396661,248,0,0.01,1.36,1.9,89.7,59.9,73.4,79,34,56,
San Diego,7/17/2019,32.794768,-116.839743,2019-07-17T17:42:04Z,,25,San Diego,32.628208,-116.93928,147,0,0.01,0.91,1.24,78.2,61.2,67,93,58,77,
