Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),Wildfire_Probability,AcresBurned,County,Latitude,Longitude,Stn Id,Precip (in),precip30 (in),precip60 (in),precip90 (in),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),
Modoc,7/17/2019,41.909,-120.306,2019-07-17T16:13:41Z,,128,Modoc,41.438214,-120.48031,90,0,0.05,1.23,1.72,84.5,45.9,66.3,87,25,50,
Stanislaus,7/18/2019,37.420988,-121.371276,2019-07-18T09:07:57Z,,35,Stanislaus,37.645222,-121.18776,71,0,0,0.51,1.28,90.3,59.5,74.6,94,39,64,
Calaveras,7/18/2019,38.115224,-120.78068,2019-07-18T18:31:00Z,,27,Stanislaus,37.727194,-120.85086,194,0,0,0.83,2.12,96.2,60.4,78.3,95,32,57,Keep?
Kern,7/21/2019,34.9008333,-118.9183333,2019-07-21T15:30:17Z,,208,Kern,35.205583,-118.77841,125,0,0,0.67,2.88,98.8,67.3,83.6,60,29,44,
Mariposa,7/21/2019,37.241427,-120.027731,2019-07-21T12:01:40Z,,149,Merced,37.314139,-120.3867,148,0,0,0.33,2.26,98.5,54,76.9,91,25,47,Keep?
San Bernardino,7/22/2019,34.42386,-117.10318,2019-07-22T19:45:27Z,,81,San Bernardino,34.475914,-117.26351,117,0,0,0,0.52,100.3,65.8,84.7,44,17,28,
Napa,7/22/2019,38.481258,-122.143942,2019-07-22T15:05:34Z,,64,Napa,38.428475,-122.41021,77,0,0.01,0.06,3.51,92.7,53.6,71.1,93,39,64,
Butte,7/23/2019,39.423833,-121.579738,2019-07-23T14:41:00Z,,10,Butte,39.386632,-121.835278,244,0,0,0.87,2.66,92.2,62.3,77.9,86,45,59,
San Luis Obispo,7/24/2019,35.004722,-120.435278,2019-07-24T20:09:59Z,,95,San Luis Obispo,35.028281,-120.56003,202,0,0.02,0.27,2.03,78.1,54.1,62.5,100,57,82,
Santa Clara,7/24/2019,37.433192,-121.807258,2019-07-24T20:01:44Z,,80,Santa Clara,37.015026,-121.53704,211,0,0,0.24,1.78,99.2,55.6,75.3,98,19,45,
Solano,7/24/2019,38.158333,-122.118889,2019-07-24T12:28:45Z,,183,Solano,38.278056,-121.74111,212,0,0,0.04,2.27,98.2,55.2,77.1,82,14,42,
Mendocino,7/27/2019,39.831762,-123.846013,2019-07-27T23:36:00Z,,130,Mendocino,38.982581,-123.08928,106,0,0,0.48,4.42,102.6,52.2,77.3,90,19,46,
Siskiyou,7/27/2019,41.834366,-122.656569,2019-07-27T10:15:00Z,,83,Siskiyou,41.577778,-122.838125,225,0,0,0.02,1.08,91.3,51.5,70.3,100,24,55,
Siskiyou,7/27/2019,41.838,-122.845,2019-07-27T10:15:00Z,,35,Siskiyou,41.577778,-122.838125,225,0,0,0.02,1.08,91.3,51.5,70.3,100,24,55,
San Diego,7/28/2019,32.767649,-116.796032,2019-07-28T19:51:55Z,,150,San Diego,32.628208,-116.93928,147,0,0,0.02,1.21,79.3,60.5,69.7,96,63,80,
San Bernardino,7/28/2019,33.997528,-117.769766,2019-07-28T13:20:11Z,,156,San Bernardino,33.98535,-117.656528,255,0,0,0,0.87,90.6,65.9,77.5,87,47,62,
Santa Barbara,7/28/2019,34.665699,-119.94974,2019-07-28T22:39:05Z,,100,Santa Barbara,34.583144,-120.07924,64,0,0,0,1.49,100.1,52,70.3,100,10,53,
Lake,7/28/2019,38.99174,-122.7751,2019-07-28T15:58:00Z,,20,Mendocino,38.982581,-123.08928,106,0,0,0.48,4.42,102,55.7,77.7,84,25,48,Keep?
Monterey,7/29/2019,35.908333,-120.984167,2019-07-29T15:43:48Z,,316,Monterey,36.121083,-121.08457,113,0,0,0.01,1.36,81.9,51.7,63.5,97,42,72,
Monterey,7/30/2019,36.008889,-121.466944,2019-07-30T13:28:17Z,,280,Monterey,36.121083,-121.08457,113,0,0,0.01,1.36,79.6,48.3,62.2,95,43,72,
El Dorado,7/30/2019,38.757636,-120.75664,2019-07-30T19:27:46Z,,13,El Dorado,38.753136,-120.7336,13,0,0,0.02,6.01,93.4,64.2,79.8,49,18,33,
Kern,7/31/2019,35.60989,-118.41204,2019-07-31T17:13:53Z,,448,Kern,35.205583,-118.77841,125,0,0,0,2.86,100.4,65.8,84.3,52,17,32,
San Diego,8/1/2019,32.575556,-117.026667,2019-08-01T14:53:15Z,,448,San Diego,32.628208,-116.93928,147,0,0,0.02,1.11,83.2,62.7,70.3,95,59,77,
Sacramento,8/2/2019,38.3525,-121.123611,2019-08-02T14:45:00Z,,84,Sacramento,38.649964,-121.21887,131,0,0.05,0.07,3.64,95.5,56.9,76.7,90,23,50,
Sacramento,8/2/2019,38.622058,-121.114095,2019-08-02T16:53:18Z,,50,Sacramento,38.649964,-121.21887,131,0,0.05,0.07,3.64,95.5,56.9,76.7,90,23,50,
Modoc,8/2/2019,41.43783,-120.23976,2019-08-02T09:23:00Z,,103,Modoc,41.438214,-120.48031,90,0,0.05,0.05,1.4,85.7,43.8,66.4,85,18,40,
San Bernardino,8/3/2019,34.202883,-116.4449,2019-08-03T17:22:51Z,,26,San Bernardino,34.138147,-116.21319,233,0,1.86,1.86,2.28,107.8,70.3,90.5,42,11,20,
Los Angeles,8/3/2019,34.677864,-118.752395,2019-08-03T17:01:15Z,,156,Los Angeles,34.426361,-118.51758,204,0,0.01,0.01,0.78,98.2,64.8,81,43,18,28,
Contra Costa,8/3/2019,37.908362,-121.872941,2019-08-03T03:16:00Z,,757,Contra Costa,38.015372,-122.02028,170,0,0,0.01,1.32,93.8,58.4,74.2,91,30,58,
Shasta,8/4/2019,40.55924,-122.25409,2019-08-04T17:18:21Z,,30,Shasta,40.63,-122.31,224,0,0,0.41,4.58,96.4,62.6,79.5,84,17,43,
Riverside,8/5/2019,33.740219,-117.333728,2019-08-05T15:36:23Z,,94,Riverside,33.76,-117.2,240,0,0,0,0.65,99.8,54.1,77.9,93,10,32,
Kern,8/5/2019,35.287373,-118.623651,2019-08-05T13:56:02Z,,29,Kern,35.205583,-118.77841,125,0,0,0,2.86,99.7,70.5,85.9,59,25,38,
Contra Costa,8/7/2019,37.968494,-121.678172,2019-08-07T15:13:52Z,,58,Contra Costa,37.928258,-121.6599,47,0,0,0,1.26,95.5,56.6,74.6,99,20,47,
Lassen,8/7/2019,40.886677,-120.336977,2019-08-07T17:21:13Z,,130,Lassen,40.289799,-120.433948,57,0,0,0,1.25,94.1,54,75.7,64,16,30,
Lassen,8/7/2019,40.900458,-121.320838,2019-08-07T18:48:57Z,,107,Lassen,40.289799,-120.433948,57,0,0,0,1.25,94.1,54,75.7,64,16,30,
Lassen,8/8/2019,40.943799,-120.275298,2019-08-08T18:42:41Z,,1020,Lassen,40.289799,-120.433948,57,0,0,0,1.25,89.4,51,72.5,62,14,30,
Modoc,8/8/2019,41.79591,-121.260305,2019-08-08T14:55:59Z,,14217,Modoc,41.438214,-120.48031,90,0,0,0.05,1.4,85.9,46,67.5,86,20,39,
Tuolumne,8/8/2019,37.949747,-120.420058,2019-08-08T16:16:40Z,,21,Stanislaus,37.727194,-120.85086,194,0,0,0,2.12,87,58.8,74,82,36,50,Keep?
Alameda,8/9/2019,37.708743,-121.841879,2019-08-09T15:09:50Z,,240,Alameda,37.663969,-121.88503,191,0,0.02,0.02,1.97,79.5,57.1,67.9,84,45,63,
State of Oregon,8/9/2019,42.033,-122.175,2019-08-09T23:08:25Z,,1301,Siskiyou,41.802476,-121.996159,236,0,0.02,0.04,4.16,74.6,46.1,59.6,93,33,58,Keep?
Yolo,8/10/2019,39.171091,-121.423281,2019-08-10T18:47:02Z,,33,Yolo,38.599158,-121.54041,155,0,0,0,2.95,86.1,63.1,72.8,90,39,62,
Riverside,8/12/2019,33.909792,-117.004667,2019-08-12T10:53:10Z,,20,Riverside,33.76,-117.2,240,0,0,0,0.6,91.1,51.8,71.7,96,22,49,
Solano,8/12/2019,38.455,-121.969167,2019-08-12T14:16:53Z,,81,Solano,38.501258,-121.97853,139,0,0.01,0.03,2.52,95,61.8,79.3,71,24,41,
Mendocino,8/12/2019,39.005262,-123.195306,2019-08-12T17:10:00Z,,225,Mendocino,38.982581,-123.08928,106,0,0,0,4.31,92.8,50.3,70.3,88,30,54,
Los Angeles,8/13/2019,34.675542,-118.342239,2019-08-13T14:37:54Z,,105,Los Angeles,34.592222,-118.1275,220,0,0.01,0.01,0.35,98.9,55.2,80.2,58,13,23,
Shasta,8/13/2019,40.46968,-122.54364,2019-08-13T15:41:24Z,,46,Shasta,40.63,-122.31,224,0,0.59,1,5.17,98.7,57.6,78,91,22,46,
El Dorado,8/14/2019,38.703889,-120.890556,2019-08-14T16:07:49Z,,16,El Dorado,38.636111,-120.79305,228,0,0,0,4.92,95.9,68.5,82,46,19,32,
Colusa,8/14/2019,39.088333,-122.309167,2019-08-14T12:52:00Z,,20,Colusa,39.210667,-122.168889,250,0,0,0,0.82,98.7,63.1,80.9,92,33,59,
San Diego,8/15/2019,32.57394,-116.760465,2019-08-15T17:47:43Z,,80,San Diego,32.628208,-116.93928,147,0,0,0.01,0.91,84.7,60.9,69.7,98,51,77,
Santa Clara,8/15/2019,37.219717,-121.761974,2019-08-15T13:44:02Z,,60,Santa Clara,37.015026,-121.53704,211,0,0,0,1.23,101.1,54.9,74.8,94,25,53,
El Dorado,8/15/2019,38.652475,-120.826165,2019-08-15T16:24:24Z,,35,El Dorado,38.636111,-120.79305,228,0,0,0,3.64,97.3,70.8,83.7,47,18,30,
Shasta,8/15/2019,40.484329,-122.159393,2019-08-15T15:09:55Z,,156,Shasta,40.63,-122.31,224,0,0.59,1,3.82,105.6,63.2,85.4,83,16,35,
Mariposa,8/15/2019,37.532028,-120.208019,2019-08-15T15:15:56Z,,423,Merced,37.314139,-120.3867,148,0,0,0,1.41,103,56.1,79.3,95,18,48,Keep?
Mexico,8/16/2019,32.573437,-116.658735,2019-08-16T06:14:55Z,,1507,San Diego,32.628208,-116.93928,147,0,0,0.01,0.91,80.3,60,67,98,56,78,Keep?
Mariposa,8/16/2019,37.536069,-120.177018,2019-08-16T14:11:02Z,,1300,Merced,37.314139,-120.3867,148,0,0,0,1.37,104.8,56.2,80,96,14,45,Keep?
Alameda,8/21/2019,37.71734,-121.55867,2019-08-21T17:56:05Z,,139,Alameda,37.663969,-121.88503,191,0,0,0.02,0.07,90,54,70.8,95,32,62,
Riverside,8/22/2019,33.4506,-116.857817,2019-08-22T19:31:10Z,,34,Riverside,33.55281,-117.043302,237,0,0,0.01,0.11,91.4,58.3,74,90,27,42,
Shasta,8/22/2019,40.715556,-122.241944,2019-08-22T11:02:09Z,,600,Shasta,40.63,-122.31,224,0,0.59,1,1.61,95.7,71.2,82.4,63,21,37,
Lassen,8/24/2019,39.892222,-120.029722,2019-08-24T17:25:04Z,,2438,Lassen,40.289799,-120.433948,57,0,0,0,0.85,95.2,53.9,75.5,71,15,35,
Lassen,8/24/2019,40.562,-120.544,2019-08-24T16:33:58Z,,131,Lassen,40.289799,-120.433948,57,0,0,0,0.85,95.2,53.9,75.5,71,15,35,
San Diego,8/25/2019,32.557546,-116.873955,2019-08-25T16:15:15Z,,25,San Diego,32.628208,-116.93928,147,0,0,0,0.07,91.3,64.1,77.1,92,21,51,
Riverside,8/25/2019,33.77777348,-117.487578,2019-08-25T10:58:28Z,,80,Riverside,33.964942,-117.33698,44,0,0,0,0.01,95.2,65,79.1,84,26,49,
Santa Clara,8/25/2019,37.034183,-121.45597,2019-08-25T13:06:49Z,,35,Santa Clara,37.015026,-121.53704,211,0,0,0,0,91.8,55.8,69.1,94,40,68,
Mexico,8/25/2019,32.557546,-116.873955,2019-08-25T16:15:15Z,,25,San Diego,32.628208,-116.93928,147,0,0,0,0.07,91.3,64.1,77.1,92,21,51,Keep?
Riverside,8/27/2019,33.463991,-116.914799,2019-08-27T11:33:56Z,,12,Riverside,33.55281,-117.043302,237,0,0.01,0.02,0.04,96.9,59.7,79,75,28,42,
Lassen,8/28/2019,40.593,-120.581,2019-08-28T19:48:14Z,,3380,Lassen,40.289799,-120.433948,57,0.03,0.03,0.03,0.3,92.9,54,74.7,70,19,37,
Tulare,8/31/2019,36.40193,-119.030621,2019-08-31T15:31:59Z,,756,Tulare,36.376917,-119.037972,258,0,0,0,0,96,67.8,81,80,30,52,
Alameda,8/31/2019,37.718636,-121.657011,2019-08-31T12:55:15Z,,19,Alameda,37.663969,-121.88503,191,0,0,0.02,0.02,94.8,54,73.7,95,20,50,
Ventura,9/1/2019,34.71011,-119.3547,2019-09-01T17:37:43Z,,279,Ventura,34.324639,-119.10488,198,0,0,0,0.03,83.6,58,69.8,92,57,77,
Monterey,9/1/2019,35.906482,-120.992914,2019-09-01T16:35:55Z,,66,Monterey,36.121083,-121.08457,113,0,0,0,0.01,95.7,54.1,73.1,87,25,50,
San Benito,9/2/2019,36.600167,-120.8405,2019-09-02T15:40:37Z,,167,San Benito,36.854833,-121.36275,126,0,0,0,0.19,89.6,60.9,72.1,69,35,52,
Alameda,9/2/2019,37.545167,-121.596667,2019-09-02T14:36:35Z,,11,Alameda,37.663969,-121.88503,191,0,0,0.02,0.02,91.1,56.8,71.1,90,23,55,
El Dorado,9/2/2019,38.898915,-120.946657,2019-09-02T20:27:29Z,,85,El Dorado,38.753136,-120.7336,13,0,0,0.01,0.01,102.2,72.2,85.5,50,23,35,
San Bernardino,9/3/2019,34.353667,-117.343833,2019-09-03T15:36:45Z,,15,San Bernardino,34.475914,-117.26351,117,0,0,0,0,97.4,70.5,84.1,57,23,36,
Santa Cruz,9/3/2019,37.178353,-122.07743,2019-09-03T14:57:31Z,,10,Santa Cruz,36.997444,-121.99676,104,0,0,0.02,0.12,84.9,53.7,65.4,95,37,71,
Santa Barbara,9/4/2019,34.630919,-120.187368,2019-09-04T16:43:36Z,,200,Santa Barbara,34.583144,-120.07924,64,0,0.01,0.01,0.01,96.5,58,72.1,91,31,60,
San Benito,9/4/2019,36.732866,-121.39478,2019-09-04T20:33:59Z,,17,San Benito,36.822861,-121.46787,143,0,0,0,0,88.1,56,68.4,94,32,63,
San Joaquin,9/4/2019,38.017138,-120.945044,2019-09-04T16:26:00Z,,44,San Joaquin,37.834822,-121.22319,70,0,0,0,0.01,96,59.8,78.2,84,30,49,
Plumas,9/4/2019,40.061389,-120.680556,2019-09-04T15:17:31Z,,54612,Lassen,40.289799,-120.433948,57,0.16,0.19,0.19,0.19,89.9,49,67.7,84,21,50,Keep?
Tehama,9/5/2019,40.109,-122.789,2019-09-05T19:59:46Z,,5332,Tehama,40.040006,-122.154539,222,0,0,0,0,91.8,60.7,76.1,89,23,48,
Modoc,9/5/2019,41.748,-121.056,2019-09-05T13:19:56Z,,5737,Modoc,41.438214,-120.48031,90,0.06,0.63,0.68,0.68,87.8,50.4,68.3,88,31,55,
Lake,9/5/2019,38.910498,-122.642572,2019-09-05T14:33:01Z,,28,Mendocino,38.982581,-123.08928,106,0,0,0,0,90.4,51,73.3,88,36,55,Keep?
Trinity,9/5/2019,40.062304,-123.222196,2019-09-05T09:25:00Z,,244,Tehama,40.040006,-122.154539,222,0,0,0,0,91.8,60.7,76.1,89,23,48,Keep?
Tulare,9/6/2019,36.151,-118.185,2019-09-06T12:39:18Z,,381,Tulare,36.376917,-119.037972,258,0,0,0,0,96.6,66.2,81,79,26,47,
Inyo,9/6/2019,36.284,-118.228,2019-09-06T12:43:35Z,,1975,Inyo,36.358628,-117.94387,189,0,0.1,0.1,0.12,94.4,57.2,75,92,25,52,
Inyo,9/6/2019,37.034,-118.345,2019-09-06T12:23:00Z,,10296,Inyo,37.358514,-118.40553,35,0,0.02,0.03,0.13,91.3,52.7,71,91,28,56,
Butte,9/6/2019,39.470333,-121.412333,2019-09-06T15:18:52Z,,58,Butte,39.386632,-121.835278,244,0,0.03,0.03,0.03,88.9,51.6,69.9,94,36,64,
Tehama,9/6/2019,40.12,-122.64,2019-09-06T11:34:27Z,,8838,Tehama,40.040006,-122.154539,222,0,0,0,0,89.6,55.2,71.9,91,25,56,
Lassen,9/6/2019,44.734,-120.606,2019-09-06T13:20:00Z,,260,Lassen,40.289799,-120.433948,57,0,0.19,0.19,0.19,88.3,50.1,68.3,84,10,36,
Mono,9/6/2019,37.826,-118.872,2019-09-06T11:24:11Z,,4840,Inyo,37.358514,-118.40553,35,0,0.02,0.03,0.13,91.3,52.7,71,91,28,56,Keep?
Riverside,9/7/2019,33.496633,-116.631106,2019-09-07T18:19:16Z,,10,Riverside,33.664747,-116.955121,239,0,0.01,0.03,0.07,97.8,64.3,79.4,67,22,41,
Riverside,9/7/2019,33.9369,-117.3063,2019-09-07T14:00:00Z,,250,Riverside,33.964942,-117.33698,44,0,0,0,0.01,91.2,65.2,78,70,32,46,
Butte,9/7/2019,39.45296,-121.412619,2019-09-07T15:06:00Z,,496,Butte,39.386632,-121.835278,244,0,0.03,0.03,0.03,80.3,52.9,66.3,92,50,73,
Siskiyou,9/7/2019,41.4929742,-123.2129356,2019-09-07T08:47:46Z,,227,Siskiyou,41.577778,-122.838125,225,0,0.7,0.7,0.71,85.8,44.5,63.1,96,15,52,
Siskiyou,9/7/2019,41.862237,-122.662258,2019-09-07T08:36:32Z,,1872,Siskiyou,41.577778,-122.838125,225,0,0.7,0.7,0.71,85.8,44.5,63.1,96,15,52,
Lake,9/7/2019,38.955024,-122.833831,2019-09-07T20:31:46Z,,53,Mendocino,38.982581,-123.08928,106,0,0,0,0,76.5,51.2,65.4,86,57,68,Keep?
Trinity,9/7/2019,41.150392,-122.634108,2019-09-07T08:49:58Z,,280,Siskiyou,41.577778,-122.838125,225,0,0.7,0.7,0.71,85.8,44.5,63.1,96,15,52,Keep?
Riverside,9/9/2019,33.528469,-117.273157,2019-09-09T17:42:43Z,,1926,Riverside,33.48665,-117.22827,62,0,0.03,0.06,0.12,81.6,59.7,66.5,98,43,76,
Siskiyou,9/10/2019,41.512917,-122.740333,2019-09-10T10:43:58Z,,15,Siskiyou,41.577778,-122.838125,225,0,0.12,0.7,0.71,72.9,37.1,55.9,96,35,62,
Stanislaus,9/11/2019,37.32585,-121.110146,2019-09-11T11:25:43Z,,190,Stanislaus,37.645222,-121.18776,71,0,0,0,0,84.2,50.6,67.7,99,37,68,
Riverside,9/12/2019,33.854597,-117.270144,2019-09-12T20:30:41Z,,34,Riverside,33.76,-117.2,240,0,0,0,0,94.5,61.4,82.3,89,12,22,
Stanislaus,9/13/2019,37.492002,-120.401028,2019-09-13T20:00:29Z,,11,Stanislaus,37.545869,-120.75453,206,0,0,0,0,94.6,55.9,74,88,23,53,
Riverside,9/14/2019,33.4853,-117.043723,2019-09-14T17:53:00Z,,520,Riverside,33.55281,-117.043302,237,0,0.03,0.03,0.06,101.4,67.9,84.2,41,14,26,
Riverside,9/15/2019,33.900994,-117.170588,2019-09-15T20:13:05Z,,98,Riverside,33.76,-117.2,240,0,0,0,0,93.2,56,75.1,51,13,28,
Siskiyou,9/15/2019,41.749667,-123.000833,2019-09-15T15:52:00Z,,91,Siskiyou,41.577778,-122.838125,225,0.03,0.16,0.74,0.75,80.9,34.9,58.4,94,19,60,
Placer,9/20/2019,38.751648,-121.432636,2019-09-20T15:02:08Z,,604,Placer,38.887603,-121.10291,195,0,0.94,0.94,1.11,80.5,52.9,66.5,75,30,50,
Riverside,9/21/2019,33.635,-116.801111,2019-09-21T17:22:00Z,,167,Riverside,33.664747,-116.955121,239,0,0.08,0.1,0.1,94.6,54.3,73.3,83,11,34,
San Luis Obispo,9/21/2019,35.214364,-120.455883,2019-09-21T14:26:00Z,,220,San Luis Obispo,35.305442,-120.66178,52,0,0,0,0,90.2,58.9,73.3,58,19,35,
Shasta,9/21/2019,40.612556,-122.039167,2019-09-21T11:49:00Z,,16,Shasta,40.63,-122.31,224,0,0.62,1.21,1.62,87.9,54.6,70.9,79,20,43,
Calaveras,9/22/2019,38.20177,-120.827386,2019-09-22T18:25:56Z,,67,Amador,38.508333,-120.79972,227,0,1.18,1.18,1.18,81.9,53,67.9,77,25,45,Keep?
Santa Clara,9/23/2019,37.467744,-121.842751,2019-09-23T15:55:57Z,,128,Santa Clara,37.015026,-121.53704,211,0,0,0,0,86.6,49.5,67.8,90,33,58,
San Diego,9/24/2019,32.787656,-116.806941,2019-09-24T15:00:00Z,,200,San Diego,32.628208,-116.93928,147,0,0.02,0.02,0.02,88.3,54.3,69.4,93,36,68,
Tuolumne,9/24/2019,37.838333,-120.625556,2019-09-24T08:40:45Z,,83,Stanislaus,37.727194,-120.85086,194,0,0.14,0.14,0.14,93.3,55.7,74.8,87,34,60,Keep?
San Diego,9/25/2019,32.87833333,-116.88,2019-09-25T13:13:41Z,,52,San Diego,33.08105,-116.9757,153,0,0,0,0,105.2,60.6,78.6,96,68,,
Amador,9/25/2019,38.332083,-120.67131,2019-09-25T14:17:25Z,,10,Amador,38.508333,-120.79972,227,0,1.18,1.18,1.18,90.2,58.8,76,61,21,37,
Solano,9/26/2019,38.07944444,-122.2561111,2019-09-26T15:29:06Z,,30,Solano,38.278056,-121.74111,212,0,0.02,0.04,0.04,81.1,62.5,71.3,83,50,63,
Butte,9/28/2019,39.622137,-121.693472,2019-09-28T17:48:10Z,,300,Butte,39.608639,-121.82443,12,0,0.24,0.24,0.24,73.8,54.2,61.7,91,24,54,
El Dorado,9/29/2019,38.538467,-120.965105,2019-09-29T21:44:45Z,,22,El Dorado,38.636111,-120.79305,228,0,1.3,1.3,1.3,61.9,39.8,50.5,91,36,63,
Riverside,9/30/2019,33.703546,-117.033598,2019-09-30T07:07:00Z,,19,Riverside,33.663325,-117.09338,179,0,0.09,0.12,0.12,73.9,42.3,58.3,97,41,68,
Fresno,9/30/2019,36.154184,-120.634179,2019-09-30T17:39:00Z,,25,Fresno,36.175833,-120.36027,205,0,0,0,0,70.9,44.1,59.1,53,24,39,
San Luis Obispo,10/1/2019,35.189783,-120.1755,2019-10-01T22:35:52Z,,52,San Luis Obispo,35.028281,-120.56003,202,0,0.02,0.1,0.12,67.9,48.6,58,73,42,58,
Stanislaus,10/3/2019,37.429506,-121.336465,2019-10-03T13:36:04Z,,18,Stanislaus,37.645222,-121.18776,71,0,0.08,0.08,0.08,78.8,41,59.2,98,30,57,
Mendocino,10/4/2019,39.613783,-123.458782,2019-10-04T18:38:09Z,,10,Mendocino,38.982581,-123.08928,106,0,0.01,0.01,0.01,76.4,39.4,56.5,81,27,55,
Glenn,10/4/2019,41.70611111,-123.4375,2019-10-04T12:03:48Z,,63,Siskiyou,41.577778,-122.838125,225,0,0.44,1.02,1.02,63.7,28.2,45.2,94,31,58,Keep?
Tehama,10/6/2019,40.314187,-122.070055,2019-10-06T16:36:50Z,,11,Tehama,40.040006,-122.154539,222,0,0.31,0.31,0.31,92.6,48.5,66.8,83,18,39,
Mariposa,10/6/2019,37.604638,-119.96606,2019-10-06T16:15:12Z,,5563,Merced,37.314139,-120.3867,148,0,0.07,0.07,0.07,89.3,41.1,62,99,22,56,Keep?
Santa Clara,10/7/2019,37.066483,-121.219163,2019-10-07T11:03:29.963Z,,29,Santa Clara,37.015026,-121.53704,211,0,0,0,0,92.3,49.7,65.8,72,14,40,
Napa,10/7/2019,38.165873,-122.211671,2019-10-07T09:58:51.763Z,,526,Napa,38.219503,-122.35496,109,0,0.05,0.05,0.05,87.9,47.5,65,83,24,48,
Tehama,10/8/2019,39.847708,-122.160416,2019-10-08T17:25:12Z,,10,Tehama,40.040006,-122.154539,222,0,0.31,0.31,0.31,84.6,46.7,64.6,80,19,46,
Monterey,10/9/2019,35.79069,-120.73102,2019-10-09T06:52:14Z,,289,Monterey,36.121083,-121.08457,113,0,0,0,0,79.1,43.3,58.4,100,27,65,
San Luis Obispo,10/9/2019,35.79069,-120.73102,2019-10-09T06:52:14Z,,289,San Luis Obispo,35.472556,-120.64814,163,0,0,0.01,0.04,77,39.3,55.5,88,33,59,
Alameda,10/9/2019,37.606,-121.853,2019-10-09T09:52:52.477Z,,12,Alameda,37.663969,-121.88503,191,0,0.13,0.13,0.15,76.8,46.2,60.6,90,12,42,
Tehama,10/9/2019,39.847708,-122.1604,2019-10-09T08:31:40Z,,68,Tehama,40.040006,-122.154539,222,0,0.31,0.31,0.31,72.3,52.2,62.1,37,10,21,
Riverside,10/10/2019,33.827979,-117.499619,2019-10-10T15:49:07Z,,9,Riverside,33.964942,-117.33698,44,0,0.01,0.01,0.01,78.6,53.2,65.7,83,4,26,
Riverside,10/10/2019,33.8615,-116.897333,2019-10-10T18:36:46Z,,75,Riverside,33.664747,-116.955121,239,0,0.12,0.13,0.15,86.6,49.1,64.7,89,6,35,
Riverside,10/10/2019,33.975405,-117.207068,2019-10-10T14:18:17Z,,350,Riverside,33.964942,-117.33698,44,0,0.01,0.01,0.01,78.6,53.2,65.7,83,4,26,
Riverside,10/10/2019,33.9925,-117.059167,2019-10-10T15:38:44Z,,1011,Riverside,33.964942,-117.33698,44,0,0.01,0.01,0.01,78.6,53.2,65.7,83,4,26,
Ventura,10/10/2019,34.156389,-118.950833,2019-10-10T21:28:58Z,,91,Ventura,34.219386,-118.99244,152,0,0.07,0.1,0.11,81.1,50.6,67.9,99,3,24,
Los Angeles,10/10/2019,34.32988,-118.48161,2019-10-10T21:02:00Z,,8799,Los Angeles,34.291331,-118.57004,215,0.01,0.02,0.02,0.02,74.6,52.2,66.1,99,3,21,
Contra Costa,10/10/2019,37.828267,-122.103867,2019-10-10T06:42:19Z,,40,Contra Costa,37.837614,-122.14074,178,0,0,0,0,73.5,39.8,57,71,11,27,
Shasta,10/10/2019,40.4988,-122.19911,2019-10-10T12:08:00Z,,42,Shasta,40.63,-122.31,224,0,0.9,0.9,1.49,76.8,54.3,64.4,19,9,13,
Ventura,10/11/2019,34.23955,-119.20187,2019-10-11T15:57:10Z,,200,Ventura,34.324639,-119.10488,198,0,0.01,0.01,0.01,85.1,64.8,74.9,9,4,,
San Luis Obispo,10/11/2019,35.709176,-120.312856,2019-10-11T12:30:19Z,,30,San Luis Obispo,35.472556,-120.64814,163,0,0,0,0.04,84,31,54,88,6,36,
El Dorado,10/11/2019,38.724,-120.145,2019-10-11T12:47:59Z,,3435,El Dorado,38.753136,-120.7336,13,0,2.15,2.16,2.17,87.5,49,64.1,46,20,32,
Lassen,10/13/2019,40.387772,-120.304341,2019-10-13T14:45:37Z,,55,Lassen,40.289799,-120.433948,57,0,1.45,1.64,1.64,69.5,28.5,45.9,79,13,39,
Riverside,10/14/2019,33.45148,-116.05898,2019-10-14T15:32:20Z,,,Riverside,33.523694,-116.15575,136,0,0.01,0.04,0.07,90.4,56.9,72.4,68,13,39,
San Diego,10/15/2019,32.762706,-117.097441,2019-10-15T17:41:57Z,,10,San Diego,32.729578,-117.13934,184,0,0.11,0.15,0.22,78.2,55.5,65.2,96,50,79,
Contra Costa,10/15/2019,38.045866,-122.245186,2019-10-15T16:17:18Z,,15,Contra Costa,37.931539,-122.302714,213,0,0.19,0.21,0.22,66.7,47.8,53.7,100,61,87,
Santa Barbara,10/17/2019,34.484722,-120.190833,2019-10-17T16:31:00Z,,420,Santa Barbara,34.583144,-120.07924,64,0,0.06,0.07,0.07,75.9,49.6,59.4,95,44,67,
Lake,10/17/2019,38.88913,-122.604425,2019-10-17T20:06:00Z,,25,Mendocino,38.982581,-123.08928,106,0,0.01,0.01,0.01,68.9,41.9,55.1,94,41,67,Keep?
Fresno,10/18/2019,36.319291,-120.460189,2019-10-18T12:17:32Z,,137,Fresno,36.175833,-120.36027,205,0,0,0,0,75.1,45.6,60.5,55,27,42,
San Bernardino,10/21/2019,34.033117,-117.21545,2019-10-21T08:16:33Z,,11,San Bernardino,34.112042,-117.1857,251,0,0.06,0.14,0.43,92.4,53.9,72.6,47,13,24,
