Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,,,,,,
Glenn,7/13/2018,39.65578,-122.58666,2018-07-13T14:32:00Z,11,,75,,,,2019-01-04T09:47:00Z,,,,2018-07-13,2018,7,13
Riverside,7/13/2018,33.67815,-117.32281,2018-07-13T21:36:00Z,33,,73,,,,2019-01-04T09:48:00Z,,,,2018-07-13,2018,7,13
Santa Clara,7/12/2018,37.22545,-121.79189,2018-07-12T22:45:00Z,43,,70,,,,2019-01-04T09:48:00Z,,,,2018-07-12,2018,7,12
Santa Clara,7/11/2018,37.66074,-121.67144,2018-07-11T16:40:00Z,43,,70,,,,2019-01-04T09:49:00Z,,,,2018-07-11,2018,7,11
Tehama,7/12/2018,40.394073,-122.135924,2018-07-12T12:57:00Z,52,,70,,,,2019-01-04T09:49:00Z,,,,2018-07-12,2018,7,12
Riverside,7/10/2018,33.504964,-117.148204,2018-07-10T15:08:00Z,33,,70,,,,2019-01-04T09:50:00Z,,,,2018-07-10,2018,7,10
Merced,7/10/2018,37.08529,-121.09354,2018-07-10T17:31:00Z,24,,68,,,,2019-01-04T09:50:00Z,,,,2018-07-10,2018,7,10
El Dorado,7/9/2018,38.645,-120.874167,2018-07-09T16:46:00Z,9,,67,,,,2019-01-04T09:51:00Z,,,,2018-07-09,2018,7,9
Mendocino,7/10/2018,39.279833,-123.258319,2018-07-10T16:45:00Z,23,,67,,,,2019-01-04T09:51:00Z,,,,2018-07-10,2018,7,10
El Dorado,7/10/2018,38.82128,-121.03918,2018-07-10T12:42:00Z,9,,66,,,,2019-01-04T09:51:00Z,,,,2018-07-10,2018,7,10
San Benito,7/9/2018,36.64832,-121.03253,2018-07-09T18:30:00Z,35,,64,,,,2019-01-04T09:52:00Z,,,,2018-07-09,2018,7,9
Santa Clara,7/9/2018,37.1769444,-121.6869444,2018-07-09T17:54:00Z,43,,63,,,,2019-01-04T09:52:00Z,,,,2018-07-09,2018,7,9
Shasta,7/8/2018,40.741186,-122.649626,2018-07-08T17:38:00Z,45,,63,,,,2019-01-04T09:53:00Z,,,,2018-07-08,2018,7,8
Riverside,7/8/2018,33.56349,-116.732032,2018-07-08T16:45:00Z,33,,63,,,,2019-01-04T09:53:00Z,,,,2018-07-08,2018,7,8
Siskiyou,7/8/2018,41.83359,-122.99272,2018-07-08T14:41:00Z,47,,63,,,,2019-01-04T09:53:00Z,,,,2018-07-08,2018,7,8
Stanislaus,7/8/2018,37.32744,-121.10903,2018-07-08T13:36:00Z,50,,63,,,,2019-01-04T09:54:00Z,,,,2018-07-08,2018,7,8
Kern,7/6/2018,34.86022,-118.87881,2018-07-06T14:42:00Z,15,,62,,,,2019-01-04T09:54:00Z,,,,2018-07-06,2018,7,6
Los Angeles,7/6/2018,34.53765,-118.75495,2018-07-06T10:40:00Z,19,,62,,,,2019-01-04T09:54:00Z,,,,2018-07-06,2018,7,6
San Joaquin,7/6/2018,38.24033,-121.09199,2018-07-06T20:40:00Z,39,,62,,,,2019-01-04T09:54:00Z,,,,2018-07-06,2018,7,6
Tehama,7/8/2018,40.346652,-122.308479,2018-07-08T13:38:00Z,52,,60,,,,2019-01-04T09:54:00Z,,,,2018-07-08,2018,7,8
Lake,7/5/2018,38.8275,-122.3625,2018-07-05T12:31:00Z,17,,60,,,,2019-01-04T09:55:00Z,,,,2018-07-05,2018,7,5
Madera,7/6/2018,37.14663,-119.91223,2018-07-06T13:29:00Z,20,,60,,,,2019-01-04T09:55:00Z,,,,2018-07-06,2018,7,6
San Luis Obispo,7/6/2018,35.58354,-120.624135,2018-07-06T23:39:00Z,40,,60,,,,2019-01-04T09:55:00Z,,,,2018-07-06,2018,7,6
San Luis Obispo,7/6/2018,35.663607,-120.670311,2018-07-06T09:36:00Z,40,,60,,,,2019-01-04T09:55:00Z,,,,2018-07-06,2018,7,6
Santa Barbara,7/5/2018,34.74245,-120.18236,2018-07-05T15:12:00Z,42,,60,,,,2019-01-04T09:55:00Z,,,,2018-07-05,2018,7,5
San Diego,7/6/2018,33.35505,-117.03134,2018-07-06T10:11:00Z,37,,59,,,,2019-01-04T09:55:00Z,,,,2018-07-06,2018,7,6
San Luis Obispo,7/4/2018,35.17693,-120.48861,2018-07-04T17:09:00Z,40,,58,,,,2019-01-04T09:56:00Z,,,,2018-07-04,2018,7,4
Lassen,7/1/2018,40.95234,-121.21597,2018-07-01T18:13:00Z,18,,56,,,,2019-01-04T09:56:00Z,,,,2018-07-01,2018,7,1
Contra Costa,7/4/2018,37.79718,-121.85311,2018-07-04T13:30:00Z,7,,56,,,,2019-01-04T09:56:00Z,,,,2018-07-04,2018,7,4
Madera,7/4/2018,37.0979,-119.75307,2018-07-04T13:14:00Z,20,,56,,,,2019-01-04T09:56:00Z,,,,2018-07-04,2018,7,4
San Bernardino,7/4/2018,34.24138,-117.42431,2018-07-04T14:20:00Z,36,,53,,,,2019-01-04T09:56:00Z,,,,2018-07-04,2018,7,4
Lassen,6/30/2018,40.33642,-120.93005,2018-06-30T14:12:00Z,18,,53,,,,2019-01-04T09:57:00Z,,,,2018-06-30,2018,6,30
Mariposa,6/30/2018,37.47677,-119.84299,2018-06-30T14:12:00Z,22,,53,,,,2019-01-04T09:57:00Z,,,,2018-06-30,2018,6,30
Modoc,6/29/2018,41.50105,-120.61108,2018-06-29T17:53:00Z,25,,52,,,,2019-01-04T09:57:00Z,,,,2018-06-29,2018,6,29
San Luis Obispo,6/29/2018,35.30151,-120.64398,2018-06-29T20:59:00Z,40,,51,,,,2019-01-04T09:57:00Z,,,,2018-06-29,2018,6,29
Shasta,7/2/2018,40.824,-121.90215,2018-07-02T14:25:00Z,45,,51,,,,2019-01-04T09:57:00Z,,,,2018-07-02,2018,7,2
Santa Clara,6/30/2018,37.163594,-121.702547,2018-06-30T12:12:00Z,43,,51,,,,2019-01-04T09:57:00Z,,,,2018-06-30,2018,6,30
Lake,6/29/2018,38.91152,-122.86854,2018-06-29T15:11:00Z,17,,50,,,,2019-01-04T09:58:00Z,,,,2018-06-29,2018,6,29
Tehama,6/29/2018,40.27754,-122.11375,2018-06-29T16:06:00Z,52,,50,,,,2019-01-04T09:58:00Z,,,,2018-06-29,2018,6,29
Alameda,6/29/2018,37.69926,-122.02805,2018-06-29T15:46:00Z,1,,48,,,,2019-01-04T09:58:00Z,,,,2018-06-29,2018,6,29
Contra Costa,6/29/2018,37.86339,-122.12351,2018-06-29T11:44:00Z,7,,45,,,,2019-01-04T09:58:00Z,,,,2018-06-29,2018,6,29
Marin,6/27/2018,38.07135,-122.76751,2018-06-27T15:09:00Z,21,,45,,,,2019-01-04T09:59:00Z,,,,2018-06-27,2018,6,27
Butte,6/26/2018,39.57202,-121.43131,2018-06-26T12:56:00Z,4,,43,,,,2019-01-04T09:59:00Z,,,,2018-06-26,2018,6,26
Riverside,6/28/2018,33.56921,-116.154398,2018-06-28T18:01:00Z,33,,40,,,,2019-01-04T09:59:00Z,,,,2018-06-28,2018,6,28
Mariposa,6/27/2018,37.28365,-119.97546,2018-06-27T12:39:00Z,22,,40,,,,2019-01-04T09:59:00Z,,,,2018-06-27,2018,6,27
Contra Costa,6/27/2018,37.779209,-121.908976,2018-06-27T19:46:00Z,7,,40,,,,2019-01-04T09:59:00Z,,,,2018-06-27,2018,6,27
Butte,6/26/2018,39.549167,-121.521111,2018-06-26T11:16:00Z,4,,40,,,,2019-01-04T10:00:00Z,,,,2018-06-26,2018,6,26
San Benito,6/24/2018,36.796,-121.40604,2018-06-24T16:11:00Z,35,,39,,,,2019-01-04T10:00:00Z,,,,2018-06-24,2018,6,24
Shasta,6/23/2018,40.60866,-122.38366,2018-06-23T17:21:00Z,45,,38,,,,2019-01-04T10:01:00Z,,,,2018-06-23,2018,6,23
San Diego,6/24/2018,32.78031,-117.06782,2018-06-24T12:29:00Z,37,,38,,,,2019-01-04T10:01:00Z,,,,2018-06-24,2018,6,24
San Luis Obispo,6/24/2018,35.64917,-120.71907,2018-06-24T13:54:00Z,40,,37,,,,2019-01-04T10:01:00Z,,,,2018-06-24,2018,6,24
Siskiyou,6/24/2018,41.58233,-122.33769,2018-06-24T15:28:00Z,47,,37,,,,2019-01-04T10:01:00Z,,,,2018-06-24,2018,6,24
Lake,6/23/2018,38.981389,-122.97222,2018-06-23T19:39:00Z,17,,36,,,,2019-01-04T10:01:00Z,,,,2018-06-23,2018,6,23
Riverside,6/23/2018,33.640051,-117.085354,2018-06-23T11:38:00Z,33,,36,,,,2019-01-04T10:02:00Z,,,,2018-06-23,2018,6,23
Mendocino,6/23/2018,39.62194,-123.28774,2018-06-23T12:54:00Z,23,,35,,,,2019-01-04T10:02:00Z,,,,2018-06-23,2018,6,23
Riverside,6/23/2018,33.759722,-117.460278,2018-06-23T12:52:00Z,33,,35,,,,2019-01-04T10:02:00Z,,,,2018-06-23,2018,6,23
Shasta,6/23/2018,40.95673,-121.6002,2018-06-23T13:15:00Z,45,,35,,,,2019-01-04T10:02:00Z,,,,2018-06-23,2018,6,23
San Benito,6/11/2018,36.83036,-121.36446,2018-06-11T12:00:00Z,35,,35,,,,2019-01-04T10:03:00Z,,,,2018-06-11,2018,6,11
Kern,6/20/2018,35.17156,-118.51651,2018-06-20T18:22:00Z,15,,34,,,,2019-01-04T10:03:00Z,,,,2018-06-20,2018,6,20
Alameda,6/21/2018,37.71173,-121.55604,2018-06-21T16:45:00Z,1,,34,,,,2019-01-04T10:03:00Z,,,,2018-06-21,2018,6,21
Tulare,6/17/2018,36.42638,-118.70443,2018-06-17T15:09:00Z,54,,34,,,,2019-01-04T10:04:00Z,,,,2018-06-17,2018,6,17
Butte,6/18/2018,39.84151,-121.62168,2018-06-18T12:30:00Z,4,,33,,,,2019-01-04T10:04:00Z,,,,2018-06-18,2018,6,18
Tehama,6/19/2018,40.00293,-122.44008,2018-06-19T15:19:00Z,52,,33,,,,2019-01-04T10:04:00Z,,,,2018-06-19,2018,6,19
San Bernardino,6/17/2018,34.17711,-117.15381,2018-06-17T15:56:00Z,36,,33,,,,2019-01-04T10:04:00Z,,,,2018-06-17,2018,6,17
Fresno,6/19/2018,36.938674,-119.3127769,2018-06-19T16:06:00Z,10,,32,,,,2019-01-04T10:04:00Z,,,,2018-06-19,2018,6,19
Riverside,6/15/2018,33.97902,-117.20534,2018-06-15T13:37:00Z,33,,32,,,,2019-01-04T10:05:00Z,,,,2018-06-15,2018,6,15
Lassen,6/16/2018,41.08583,-121.05722,2018-06-16T11:47:00Z,18,,32,,,,2019-01-04T10:05:00Z,,,,2018-06-16,2018,6,16
Lake,6/16/2018,38.886518,-122.476381,2018-06-16T14:04:00Z,17,,32,,,,2019-01-04T10:05:00Z,,,,2018-06-16,2018,6,16
Shasta,6/16/2018,40.62693,-122.23449,2018-06-16T15:10:00Z,45,,31,,,,2019-01-04T10:05:00Z,,,,2018-06-16,2018,6,16
Santa Clara,6/17/2018,37.33563,-121.75815,2018-06-17T13:58:00Z,43,,30,,,,2019-01-04T10:05:00Z,,,,2018-06-17,2018,6,17
Contra Costa,6/15/2018,37.99618,-122.14097,2018-06-15T10:34:00Z,7,,30,,,,2019-01-04T10:06:00Z,,,,2018-06-15,2018,6,15
Alameda,6/14/2018,37.533026,-121.79733,2018-06-14T17:45:00Z,1,,30,,,,2019-01-04T10:06:00Z,,,,2018-06-14,2018,6,14
Riverside,6/15/2018,33.85852,-117.43521,2018-06-15T11:46:00Z,33,,30,,,,2019-01-04T10:06:00Z,,,,2018-06-15,2018,6,15
San Luis Obispo,6/14/2018,35.68539,-120.95157,2018-06-14T17:23:00Z,40,,30,,,,2019-01-04T10:06:00Z,,,,2018-06-14,2018,6,14
Sacramento,6/14/2018,38.595865,-121.17693,2018-06-14T17:02:00Z,34,,30,,,,2019-01-04T10:06:00Z,,,,2018-06-14,2018,6,14
San Diego,6/12/2018,32.557566,-116.8663,2018-06-12T15:06:00Z,37,,28,,,,2019-01-04T10:07:00Z,,,,2018-06-12,2018,6,12
Siskiyou,6/12/2018,41.791859,-122.513883,2018-06-12T14:22:00Z,47,,27,,,,2019-01-04T10:07:00Z,,,,2018-06-12,2018,6,12
Tulare,6/13/2018,35.826333,-118.9821,2018-06-13T21:06:00Z,54,,26,,,,2019-01-04T10:07:00Z,,,,2018-06-13,2018,6,13
Riverside,6/13/2018,33.80406,-116.93188,2018-06-13T12:38:00Z,33,,25,,,,2019-01-04T10:07:00Z,,,,2018-06-13,2018,6,13
Contra Costa,6/14/2018,38.015323,-121.998967,2018-06-14T15:18:00Z,7,,25,,,,2019-01-04T10:07:00Z,,,,2018-06-14,2018,6,14
San Luis Obispo,6/12/2018,35.71859,-120.64028,2018-06-12T14:56:00Z,40,,25,,,,2019-01-04T10:07:00Z,,,,2018-06-12,2018,6,12
Lake,6/9/2018,38.91842,-122.85276,2018-06-09T14:45:00Z,17,,24,,,,2019-01-04T10:08:00Z,,,,2018-06-09,2018,6,9
Riverside,6/11/2018,33.946896,-117.066643,2018-06-11T17:04:00Z,33,,23,,,,2019-01-04T10:08:00Z,,,,2018-06-11,2018,6,11
Contra Costa,6/9/2018,37.99113,-121.86473,2018-06-09T15:31:00Z,7,,23,,,,2019-01-04T10:08:00Z,,,,2018-06-09,2018,6,9
Tehama,6/11/2018,40.201826,-122.29388,2018-06-11T12:16:00Z,52,,23,,,,2019-01-04T10:08:00Z,,,,2018-06-11,2018,6,11
Mariposa,6/9/2018,37.69965,-120.0545,2018-06-09T15:32:00Z,22,,22,,,,2019-01-04T10:09:00Z,,,,2018-06-09,2018,6,9
Contra Costa,6/9/2018,37.81111,-121.7944,2018-06-09T15:30:00Z,7,,20,,,,2019-01-04T10:09:00Z,,,,2018-06-09,2018,6,9
Alameda,6/9/2018,37.61158,-121.94182,2018-06-09T14:10:00Z,1,,20,,,,2019-01-04T10:10:00Z,,,,2018-06-09,2018,6,9
Santa Clara,6/7/2018,37.07793,-121.600023,2018-06-07T18:04:00Z,43,,20,,,,2019-01-04T10:10:00Z,,,,2018-06-07,2018,6,7
Alameda,6/6/2018,37.627119,-121.806775,2018-06-06T09:46:00Z,1,,20,,,,2019-01-04T10:11:00Z,,,,2018-06-06,2018,6,6
Riverside,6/5/2018,33.524412,-116.821724,2018-06-05T13:45:00Z,33,,20,,,,2019-01-04T10:11:00Z,,,,2018-06-05,2018,6,5
Butte,6/5/2018,39.602703,-121.617698,2018-06-05T13:03:00Z,4,,20,,,,2019-01-04T10:12:00Z,,,,2018-06-05,2018,6,5
Los Angeles,6/4/2018,34.110516,-118.427886,2018-06-04T23:17:00Z,19,,20,,,,2019-01-04T10:13:00Z,,,,2018-06-04,2018,6,4
Plumas,6/4/2018,39.89075,-120.18499,2018-06-04T15:08:00Z,32,,20,,,,2019-01-04T10:13:00Z,,,,2018-06-04,2018,6,4
San Diego,6/4/2018,33.40178,-117.27467,2018-06-04T17:30:00Z,37,,18,,,,2019-01-04T10:14:00Z,,,,2018-06-04,2018,6,4
Santa Cruz,6/4/2018,37.0125,-122.046,2018-06-04T17:44:00Z,44,,17,,,,2019-01-04T10:14:00Z,,,,2018-06-04,2018,6,4
Amador,6/4/2018,38.265645,-120.892404,2018-06-04T12:40:00Z,3,,17,,,,2019-01-04T10:15:00Z,,,,2018-06-04,2018,6,4
Riverside,6/4/2018,33.742,-117.28189,2018-06-04T17:01:00Z,33,,17,,,,2019-01-04T10:15:00Z,,,,2018-06-04,2018,6,4
Nevada,6/3/2018,39.10494,-121.07039,2018-06-03T16:16:00Z,29,,16,,,,2019-01-04T10:16:00Z,,,,2018-06-03,2018,6,3
Humboldt,6/3/2018,41.34453,-123.85404,2018-06-03T18:23:00Z,12,,16,,,,2019-01-04T10:16:00Z,,,,2018-06-03,2018,6,3
Santa Clara,6/3/2018,37.21803,-121.76828,2018-06-03T16:14:00Z,43,,16,,,,2019-01-04T10:17:00Z,,,,2018-06-03,2018,6,3
Siskiyou,6/3/2018,41.94046,-122.43933,2018-06-03T15:09:00Z,47,,15,,,,2019-01-04T10:17:00Z,,,,2018-06-03,2018,6,3
Modoc,6/3/2018,41.52123,-120.72362,2018-06-03T14:17:00Z,25,,15,,,,2019-01-04T10:17:00Z,,,,2018-06-03,2018,6,3
Riverside,6/3/2018,33.467999,-117.003829,2018-06-03T16:11:00Z,33,,15,,,,2019-01-04T10:17:00Z,,,,2018-06-03,2018,6,3
San Diego,6/2/2018,33.05737,-116.77154,2018-06-02T09:55:00Z,37,,14,,,,2019-01-04T10:18:00Z,,,,2018-06-02,2018,6,2
San Luis Obispo,6/3/2018,35.70086,-120.97339,2018-06-03T13:38:00Z,40,,14,,,,2019-01-04T10:18:00Z,,,,2018-06-03,2018,6,3
Lassen,6/3/2018,39.99309,-120.02137,2018-06-03T08:55:00Z,18,,14,,,,2019-01-04T10:18:00Z,,,,2018-06-03,2018,6,3
Yolo,6/2/2018,38.64953,-122.01762,2018-06-02T15:53:00Z,57,,14,,,,2019-01-04T10:18:00Z,,,,2018-06-02,2018,6,2
Shasta,6/2/2018,40.678889,-122.400556,2018-06-02T13:07:00Z,45,,13,,,,2019-01-04T10:19:00Z,,,,2018-06-02,2018,6,2
San Diego,6/1/2018,33.04898,-116.78928,2018-06-01T15:20:00Z,37,,13,,,,2019-01-04T10:19:00Z,,,,2018-06-01,2018,6,1
Fresno,6/2/2018,36.10499,-120.55324,2018-06-02T12:42:00Z,10,,13,,,,2019-01-04T10:19:00Z,,,,2018-06-02,2018,6,2
Shasta,6/1/2018,40.49618,-122.51597,2018-06-01T16:07:00Z,45,,12,,,,2019-01-04T10:19:00Z,,,,2018-06-01,2018,6,1
El Dorado,5/30/2018,38.7448,-120.65672,2018-05-30T13:21:00Z,9,,12,,,,2019-01-04T10:20:00Z,,,,2018-05-30,2018,5,30
San Bernardino,5/29/2018,34.171786,-117.35606,2018-05-29T13:11:00Z,36,,12,,,,2019-01-04T10:20:00Z,,,,2018-05-29,2018,5,29
Madera,6/1/2018,37.22791,-119.50461,2018-06-01T13:31:00Z,20,,12,,,,2019-01-04T10:20:00Z,,,,2018-06-01,2018,6,1
Marin,5/28/2018,37.97638,-122.5275,2018-05-28T17:33:00Z,21,,12,,,,2019-01-04T10:21:00Z,,,,2018-05-28,2018,5,28
San Diego,5/29/2018,33.40769,-117.22974,2018-05-29T12:58:00Z,37,,12,,,,2019-01-04T10:21:00Z,,,,2018-05-29,2018,5,29
Siskiyou,5/28/2018,41.64805,-122.98442,2018-05-28T07:23:00Z,47,,12,,,,2019-01-04T10:21:00Z,,,,2018-05-28,2018,5,28
San Luis Obispo,5/26/2018,35.75737,-120.91793,2018-05-26T14:52:00Z,40,,12,,,,2019-01-04T10:22:00Z,,,,2018-05-26,2018,5,26
Napa,5/24/2018,38.16303,-122.23059,2018-05-24T10:43:00Z,28,,12,,,,2019-01-04T10:22:00Z,,,,2018-05-24,2018,5,24
Alameda,5/27/2018,37.73835,-121.6039,2018-05-27T17:05:00Z,1,,12,,,,2019-01-04T10:22:00Z,,,,2018-05-27,2018,5,27
San Diego,5/22/2018,33.12213,-116.58759,2018-05-22T14:13:00Z,37,,12,,,,2019-01-04T10:23:00Z,,,,2018-05-22,2018,5,22
Butte,5/23/2018,39.66492,-121.51772,2018-05-23T14:30:00Z,4,,11,,,,2019-01-04T10:23:00Z,,,,2018-05-23,2018,5,23
Madera,5/21/2018,37.19817,-119.80414,2018-05-21T11:56:00Z,20,,11,,,,2019-01-04T10:23:00Z,,,,2018-05-21,2018,5,21
Riverside,5/17/2018,33.47413,-117.31468,2018-05-17T14:19:00Z,33,,11,,,,2019-01-04T10:24:00Z,,,,2018-05-17,2018,5,17
Santa Cruz,5/18/2018,37.12857,-122.12036,2018-05-18T16:37:00Z,44,,10,,,,2019-01-04T10:24:00Z,,,,2018-05-18,2018,5,18
Humboldt,5/20/2018,40.888785,-124.001849,2018-05-20T13:07:00Z,12,,10,,,,2019-01-04T10:24:00Z,,,,2018-05-20,2018,5,20
Butte,5/19/2018,39.93427,-121.54103,2018-05-19T13:04:00Z,4,,10,,,,2019-01-04T10:24:00Z,,,,2018-05-19,2018,5,19
Riverside,5/18/2018,33.627006,-117.171731,2018-05-18T11:00:00Z,33,,10,,,,2019-01-04T10:24:00Z,,,,2018-05-18,2018,5,18
Napa,5/16/2018,38.27229,-122.26389,2018-05-16T16:30:00Z,28,,10,,,,2019-01-04T10:25:00Z,,,,2018-05-16,2018,5,16
Siskiyou,5/9/2018,41.632373,-122.37985,2018-05-09T18:11:00Z,47,,10,,,,2019-01-04T10:25:00Z,,,,2018-05-09,2018,5,9
San Diego,5/17/2018,32.619855,-116.764733,2018-05-17T12:53:00Z,37,,10,,,,2019-01-04T10:25:00Z,,,,2018-05-17,2018,5,17
Butte,5/14/2018,39.6139,-121.954098,2018-05-14T13:06:00Z,4,,10,,,,2019-01-04T10:25:00Z,,,,2018-05-14,2018,5,14
San Luis Obispo,5/10/2018,35.05747,-120.39295,2018-05-10T20:41:00Z,40,,10,,,,2019-01-04T10:25:00Z,,,,2018-05-10,2018,5,10
Monterey,5/2/2018,35.77017,-120.57833,2018-05-02T16:00:00Z,27,,10,,,,2019-01-04T10:26:00Z,,,,2018-05-02,2018,5,2
Sonoma,5/4/2018,38.245151,-122.44408,2018-05-04T11:44:00Z,49,,10,,,,2019-01-04T10:26:00Z,,,,2018-05-04,2018,5,4
San Diego,4/28/2018,32.75072,-116.92404,2018-04-28T14:26:00Z,37,,10,,,,2019-01-04T10:26:00Z,,,,2018-04-28,2018,4,28
Tehama,5/4/2018,39.80827,-122.3307,2018-05-04T14:48:00Z,52,,10,,,,2019-01-04T10:26:00Z,,,,2018-05-04,2018,5,4
Riverside,5/9/2018,33.45014,-117.22215,2018-05-09T22:00:00Z,33,,10,,,,2019-01-04T10:26:00Z,,,,2018-05-09,2018,5,9
Riverside,5/4/2018,33.53924,-116.10231,2018-05-04T18:53:00Z,33,,10,,,,2019-01-04T10:26:00Z,,,,2018-05-04,2018,5,4
Butte,4/26/2018,39.71217,-121.77385,2018-04-26T15:00:00Z,4,,0,,,,2019-01-04T10:27:00Z,,,,2018-04-26,2018,4,26
Humboldt,1/1/2019,40.61805556,-123.6755556,2019-01-01T14:14:00Z,12,,30,,,,2019-01-15T10:38:00Z,,,,2019-01-01,2019,1,1
Santa Barbara,12/4/2017,34.41521,-119.09124,2017-12-04T18:28:00Z,"42,56",,281893,,,,2019-03-14T11:24:00Z,,,,2017-12-04,2017,12,4
Ventura,12/4/2017,34.41521,-119.09124,2017-12-04T18:28:00Z,"42,56",,281893,,,,2019-03-14T11:24:00Z,,,,2017-12-04,2017,12,4
Riverside,4/9/2019,0,0,2019-04-09T22:18:00Z,33,,30,,,,2019-04-10T10:23:00Z,,,,2019-04-09,2019,4,9
Kern,4/30/2019,35.03855,-119.19454,2019-04-30T18:37:00Z,15,,172,,,,2019-05-08T08:47:00Z,,,,2019-04-30,2019,4,30
Kern,5/1/2019,35.65189,-118.92545,2019-05-01T16:46:00Z,15,,115,,,,2019-05-08T08:47:00Z,,,,2019-05-01,2019,5,1
Butte,4/30/2019,39.85484,-121.905,2019-04-30T12:20:00Z,4,,50,,,,2019-05-08T08:47:00Z,,,,2019-04-30,2019,4,30
Butte,5/3/2019,39.83958,-121.957,2019-05-03T15:04:00Z,4,,10,,,,2019-05-08T08:48:00Z,,,,2019-05-03,2019,5,3
Kern,5/7/2019,35.72057,-119.62762,2019-05-07T15:47:00Z,15,,2500,,,,2019-05-09T09:37:00Z,,,,2019-05-07,2019,5,7
San Diego,5/13/2019,32.557566,-116.8663,2019-05-13T18:46:00Z,37,,22,,,,2019-05-19T09:26:00Z,,,,2019-05-13,2019,5,13
Riverside,5/18/2019,33.650237,-116.172534,2019-05-18T22:53:00Z,33,,130,,,,2019-05-24T14:23:00Z,,,,2019-05-18,2019,5,18
Placer,5/20/2019,39.11536,-120.76088,2019-05-20T10:57:00Z,31,,65,,,,2019-05-24T14:23:00Z,,,,2019-05-20,2019,5,20
Tehama,5/20/2019,39.98097,-122.30737,2019-05-20T13:50:00Z,52,,63,,,,2019-05-24T14:23:00Z,,,,2019-05-20,2019,5,20
Riverside,5/10/2019,33.81678,-117.18194,2019-05-10T14:14:00Z,33,,26,,,,2019-05-24T14:28:00Z,,,,2019-05-10,2019,5,10
San Luis Obispo,5/29/2019,35.30759,-119.96498,2019-05-29T17:10:00Z,40,,835,,,,2019-06-03T08:44:00Z,,,,2019-05-29,2019,5,29
Riverside,5/30/2019,33.69078,-114.57265,2019-05-30T12:41:00Z,33,,45,,,,2019-06-03T08:48:00Z,,,,2019-05-30,2019,5,30
Tulare,6/3/2019,36.23012,-118.85712,2019-06-03T12:18:00Z,54,,33,,,,2019-06-04T16:03:00Z,,,,2019-06-03,2019,6,3
Fresno,5/29/2019,36.66909,-119.3046,2019-05-29T17:18:00Z,10,,121,,,,2019-06-05T15:07:00Z,,,,2019-05-29,2019,5,29
San Luis Obispo,5/30/2019,35.343761,-119.913717,2019-05-30T16:19:00Z,40,,1127,,,,2019-06-11T14:40:00Z,,,,2019-05-30,2019,5,30
Stanislaus,6/6/2019,37.25988,-121.09375,2019-06-06T14:24:00Z,50,,600,,,,2019-06-11T14:47:00Z,,,,2019-06-06,2019,6,6
Tulare,6/2/2019,36.18479,-118.99229,2019-06-02T16:12:00Z,54,,257,,,,2019-06-11T14:48:00Z,,,,2019-06-02,2019,6,2
Santa Clara,6/1/2019,37.21638,-121.70768,2019-06-01T15:49:00Z,43,,210,,,,2019-06-11T14:48:00Z,,,,2019-06-01,2019,6,1
Tulare,6/3/2019,36.28001,-119.10974,2019-06-03T12:18:00Z,54,,155,,,,2019-06-11T14:48:00Z,,,,2019-06-03,2019,6,3
Santa Clara,6/5/2019,37.45899,-121.22093,2019-06-05T10:49:00Z,43,,144,,,,2019-06-11T14:49:00Z,,,,2019-06-05,2019,6,5
San Luis Obispo,6/7/2019,35.57376,-120.11738,2019-06-07T12:59:00Z,40,,120,,,,2019-06-11T14:50:00Z,,,,2019-06-07,2019,6,7
Tulare,6/7/2019,35.89593,-118.94106,2019-06-07T16:55:00Z,54,,47,,,,2019-06-11T17:14:00Z,,,,2019-06-07,2019,6,7
Placer,6/9/2019,38.75263,-121.39259,2019-06-09T14:29:00Z,31,,27,,,,2019-06-11T17:17:00Z,,,,2019-06-09,2019,6,9
Tulare,6/10/2019,36.14246,-118.80582,2019-06-10T11:55:00Z,54,,25,,,,2019-06-11T17:18:00Z,,,,2019-06-10,2019,6,10
Contra Costa,6/10/2019,38.02503,-121.9763,2019-06-10T17:51:00Z,7,,23,,,,2019-06-11T17:18:00Z,,,,2019-06-10,2019,6,10
Yolo,6/8/2019,38.88978,-122.23922,2019-06-08T13:07:00Z,57,,2512,,,,2019-06-17T08:34:00Z,,,,2019-06-08,2019,6,8
Sutter,6/8/2019,39.28926,-121.85906,2019-06-08T14:37:00Z,51,,1350,,,,2019-06-17T08:46:00Z,,,,2019-06-08,2019,6,8
Yuba,6/12/2019,39.15641,-121.56363,2019-06-12T17:23:00Z,58,,70,,,,2019-06-17T08:46:00Z,,,,2019-06-12,2019,6,12
Napa,6/10/2019,38.63047,-122.47282,2019-06-10T15:16:00Z,28,,50,,,,2019-06-17T08:46:00Z,,,,2019-06-10,2019,6,10
Monterey,6/7/2019,35.97059,-120.88241,2019-06-07T12:59:00Z,27,,43,,,,2019-06-17T08:49:00Z,,,,2019-06-07,2019,6,7
Santa Clara,6/14/2019,37.44422,-121.84082,2019-06-14T16:14:00Z,43,,35,,,,2019-06-17T10:39:00Z,,,,2019-06-14,2019,6,14
Solano,6/8/2019,38.21416,-122.12214,2019-06-08T14:50:00Z,48,,24,,,,2019-06-17T10:40:00Z,,,,2019-06-08,2019,6,8
