Counties (Location),FormattedDate,Latitude,Longitude,Extinguished (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,Started
Tehama,1/4/2019,40.27754,-122.11375,2019-01-04T09:43:00Z,52,,50,,,,2019-01-04T09:58:00Z,,2018-06-29T16:06:00Z
Alameda,1/4/2019,37.69926,-122.02805,2019-01-04T09:14:00Z,1,,48,,,,2019-01-04T09:58:00Z,,2018-06-29T15:46:00Z
Contra Costa,1/4/2019,37.86339,-122.12351,2019-01-04T09:57:00Z,7,,45,,,,2019-01-04T09:58:00Z,,2018-06-29T11:44:00Z
Marin,1/4/2019,38.07135,-122.76751,2019-01-04T09:22:00Z,21,,45,,,,2019-01-04T09:59:00Z,,2018-06-27T15:09:00Z
Butte,1/4/2019,39.57202,-121.43131,2019-01-04T09:40:00Z,4,,43,,,,2019-01-04T09:59:00Z,,2018-06-26T12:56:00Z
Riverside,1/4/2019,33.56921,-116.154398,2019-01-04T09:36:00Z,33,,40,,,,2019-01-04T09:59:00Z,,2018-06-28T18:01:00Z
Mariposa,1/4/2019,37.28365,-119.97546,2019-01-04T09:39:00Z,22,,40,,,,2019-01-04T09:59:00Z,,2018-06-27T12:39:00Z
Contra Costa,1/4/2019,37.779209,-121.908976,2019-01-04T10:04:00Z,7,,40,,,,2019-01-04T09:59:00Z,,2018-06-27T19:46:00Z
Butte,1/4/2019,39.549167,-121.521111,2019-01-04T10:05:00Z,4,,40,,,,2019-01-04T10:00:00Z,,2018-06-26T11:16:00Z
San Benito,1/4/2019,36.796,-121.40604,2019-01-04T09:35:00Z,35,,39,,,,2019-01-04T10:00:00Z,,2018-06-24T16:11:00Z
Shasta,1/4/2019,40.60866,-122.38366,2019-01-04T08:53:00Z,45,,38,,,,2019-01-04T10:01:00Z,,2018-06-23T17:21:00Z
San Diego,1/4/2019,32.78031,-117.06782,2019-01-04T10:16:00Z,37,,38,,,,2019-01-04T10:01:00Z,,2018-06-24T12:29:00Z
San Luis Obispo,1/4/2019,35.64917,-120.71907,2019-01-04T09:38:00Z,40,,37,,,,2019-01-04T10:01:00Z,,2018-06-24T13:54:00Z
Siskiyou,1/4/2019,41.58233,-122.33769,2019-01-04T10:17:00Z,47,,37,,,,2019-01-04T10:01:00Z,,2018-06-24T15:28:00Z
Lake,1/4/2019,38.981389,-122.97222,2019-01-04T09:11:00Z,17,,36,,,,2019-01-04T10:01:00Z,,2018-06-23T19:39:00Z
Riverside,1/4/2019,33.640051,-117.085354,2019-01-04T09:13:00Z,33,,36,,,,2019-01-04T10:02:00Z,,2018-06-23T11:38:00Z
Mendocino,1/4/2019,39.62194,-123.28774,2019-01-04T08:49:00Z,23,,35,,,,2019-01-04T10:02:00Z,,2018-06-23T12:54:00Z
Riverside,1/4/2019,33.759722,-117.460278,2019-01-04T09:23:00Z,33,,35,,,,2019-01-04T10:02:00Z,,2018-06-23T12:52:00Z
Shasta,1/4/2019,40.95673,-121.6002,2019-01-04T09:29:00Z,45,,35,,,,2019-01-04T10:02:00Z,,2018-06-23T13:15:00Z
San Benito,1/4/2019,36.83036,-121.36446,2019-01-04T10:17:00Z,35,,35,,,,2019-01-04T10:03:00Z,,2018-06-11T12:00:00Z
Kern,1/4/2019,35.17156,-118.51651,2019-01-04T09:16:00Z,15,,34,,,,2019-01-04T10:03:00Z,,2018-06-20T18:22:00Z
Alameda,1/4/2019,37.71173,-121.55604,2019-01-04T09:34:00Z,1,,34,,,,2019-01-04T10:03:00Z,,2018-06-21T16:45:00Z
Tulare,1/4/2019,36.42638,-118.70443,2019-01-04T09:39:00Z,54,,34,,,,2019-01-04T10:04:00Z,,2018-06-17T15:09:00Z
Butte,1/4/2019,39.84151,-121.62168,2019-01-04T09:01:00Z,4,,33,,,,2019-01-04T10:04:00Z,,2018-06-18T12:30:00Z
Tehama,1/4/2019,40.00293,-122.44008,2019-01-04T09:46:00Z,52,,33,,,,2019-01-04T10:04:00Z,,2018-06-19T15:19:00Z
San Bernardino,1/4/2019,34.17711,-117.15381,2019-01-04T09:57:00Z,36,,33,,,,2019-01-04T10:04:00Z,,2018-06-17T15:56:00Z
Fresno,1/4/2019,36.938674,-119.3127769,2019-01-04T09:47:00Z,10,,32,,,,2019-01-04T10:04:00Z,,2018-06-19T16:06:00Z
Riverside,1/4/2019,33.97902,-117.20534,2019-01-04T09:15:00Z,33,,32,,,,2019-01-04T10:05:00Z,,2018-06-15T13:37:00Z
Lassen,1/4/2019,41.08583,-121.05722,2019-01-04T09:42:00Z,18,,32,,,,2019-01-04T10:05:00Z,,2018-06-16T11:47:00Z
Lake,1/4/2019,38.886518,-122.476381,2019-01-04T10:05:00Z,17,,32,,,,2019-01-04T10:05:00Z,,2018-06-16T14:04:00Z
Shasta,1/4/2019,40.62693,-122.23449,2019-01-04T09:53:00Z,45,,31,,,,2019-01-04T10:05:00Z,,2018-06-16T15:10:00Z
Santa Clara,1/4/2019,37.33563,-121.75815,2019-01-04T09:02:00Z,43,,30,,,,2019-01-04T10:05:00Z,,2018-06-17T13:58:00Z
Contra Costa,1/4/2019,37.99618,-122.14097,2019-01-04T09:17:00Z,7,,30,,,,2019-01-04T10:06:00Z,,2018-06-15T10:34:00Z
Alameda,1/4/2019,37.533026,-121.79733,2019-01-04T09:25:00Z,1,,30,,,,2019-01-04T10:06:00Z,,2018-06-14T17:45:00Z
Riverside,1/4/2019,33.85852,-117.43521,2019-01-04T09:30:00Z,33,,30,,,,2019-01-04T10:06:00Z,,2018-06-15T11:46:00Z
San Luis Obispo,1/4/2019,35.68539,-120.95157,2019-01-04T09:38:00Z,40,,30,,,,2019-01-04T10:06:00Z,,2018-06-14T17:23:00Z
Sacramento,1/4/2019,38.595865,-121.17693,2019-01-04T09:58:00Z,34,,30,,,,2019-01-04T10:06:00Z,,2018-06-14T17:02:00Z
San Diego,1/4/2019,32.557566,-116.8663,2019-01-04T09:41:00Z,37,,28,,,,2019-01-04T10:07:00Z,,2018-06-12T15:06:00Z
Siskiyou,1/4/2019,41.791859,-122.513883,2019-01-04T10:24:00Z,47,,27,,,,2019-01-04T10:07:00Z,,2018-06-12T14:22:00Z
Tulare,1/4/2019,35.826333,-118.9821,2019-01-04T10:24:00Z,54,,26,,,,2019-01-04T10:07:00Z,,2018-06-13T21:06:00Z
Riverside,1/4/2019,33.80406,-116.93188,2019-01-04T09:04:00Z,33,,25,,,,2019-01-04T10:07:00Z,,2018-06-13T12:38:00Z
Contra Costa,1/4/2019,38.015323,-121.998967,2019-01-04T10:05:00Z,7,,25,,,,2019-01-04T10:07:00Z,,2018-06-14T15:18:00Z
San Luis Obispo,1/4/2019,35.71859,-120.64028,2019-01-04T10:20:00Z,40,,25,,,,2019-01-04T10:07:00Z,,2018-06-12T14:56:00Z
Lake,1/4/2019,38.91842,-122.85276,2019-01-04T09:11:00Z,17,,24,,,,2019-01-04T10:08:00Z,,2018-06-09T14:45:00Z
Riverside,1/4/2019,33.946896,-117.066643,2019-01-04T09:15:00Z,33,,23,,,,2019-01-04T10:08:00Z,,2018-06-11T17:04:00Z
Contra Costa,1/4/2019,37.99113,-121.86473,2019-01-04T10:19:00Z,7,,23,,,,2019-01-04T10:08:00Z,,2018-06-09T15:31:00Z
Tehama,1/4/2019,40.201826,-122.29388,2019-01-04T10:19:00Z,52,,23,,,,2019-01-04T10:08:00Z,,2018-06-11T12:16:00Z
Mariposa,1/4/2019,37.69965,-120.0545,2019-01-04T09:24:00Z,22,,22,,,,2019-01-04T10:09:00Z,,2018-06-09T15:32:00Z
Contra Costa,1/4/2019,37.81111,-121.7944,2019-01-04T08:44:00Z,7,,20,,,,2019-01-04T10:09:00Z,,2018-06-09T15:30:00Z
Alameda,1/4/2019,37.61158,-121.94182,2019-01-04T08:45:00Z,1,,20,,,,2019-01-04T10:10:00Z,,2018-06-09T14:10:00Z
Santa Clara,1/4/2019,37.07793,-121.600023,2019-01-04T09:33:00Z,43,,20,,,,2019-01-04T10:10:00Z,,2018-06-07T18:04:00Z
Alameda,1/4/2019,37.627119,-121.806775,2019-01-04T10:04:00Z,1,,20,,,,2019-01-04T10:11:00Z,,2018-06-06T09:46:00Z
Riverside,1/4/2019,33.524412,-116.821724,2019-01-04T10:06:00Z,33,,20,,,,2019-01-04T10:11:00Z,,2018-06-05T13:45:00Z
Butte,1/4/2019,39.602703,-121.617698,2019-01-04T10:07:00Z,4,,20,,,,2019-01-04T10:12:00Z,,2018-06-05T13:03:00Z
Los Angeles,1/4/2019,34.110516,-118.427886,2019-01-04T10:07:00Z,19,,20,,,,2019-01-04T10:13:00Z,,2018-06-04T23:17:00Z
Plumas,1/4/2019,39.89075,-120.18499,2019-01-04T10:27:00Z,32,,20,,,,2019-01-04T10:13:00Z,,2018-06-04T15:08:00Z
San Diego,1/4/2019,33.40178,-117.27467,2019-01-04T10:26:00Z,37,,18,,,,2019-01-04T10:14:00Z,,2018-06-04T17:30:00Z
Santa Cruz,1/4/2019,37.0125,-122.046,2019-01-04T08:50:00Z,44,,17,,,,2019-01-04T10:14:00Z,,2018-06-04T17:44:00Z
Amador,1/4/2019,38.265645,-120.892404,2019-01-04T10:05:00Z,3,,17,,,,2019-01-04T10:15:00Z,,2018-06-04T12:40:00Z
Riverside,1/4/2019,33.742,-117.28189,2019-01-04T10:17:00Z,33,,17,,,,2019-01-04T10:15:00Z,,2018-06-04T17:01:00Z
Nevada,1/4/2019,39.10494,-121.07039,2019-01-04T09:19:00Z,29,,16,,,,2019-01-04T10:16:00Z,,2018-06-03T16:16:00Z
Humboldt,1/4/2019,41.34453,-123.85404,2019-01-04T09:43:00Z,12,,16,,,,2019-01-04T10:16:00Z,,2018-06-03T18:23:00Z
Santa Clara,1/4/2019,37.21803,-121.76828,2019-01-04T10:22:00Z,43,,16,,,,2019-01-04T10:17:00Z,,2018-06-03T16:14:00Z
Siskiyou,1/4/2019,41.94046,-122.43933,2019-01-04T08:55:00Z,47,,15,,,,2019-01-04T10:17:00Z,,2018-06-03T15:09:00Z
Modoc,1/4/2019,41.52123,-120.72362,2019-01-04T09:11:00Z,25,,15,,,,2019-01-04T10:17:00Z,,2018-06-03T14:17:00Z
Riverside,1/4/2019,33.467999,-117.003829,2019-01-04T10:26:00Z,33,,15,,,,2019-01-04T10:17:00Z,,2018-06-03T16:11:00Z
San Diego,1/4/2019,33.05737,-116.77154,2019-01-04T09:24:00Z,37,,14,,,,2019-01-04T10:18:00Z,,2018-06-02T09:55:00Z
San Luis Obispo,1/4/2019,35.70086,-120.97339,2019-01-04T09:41:00Z,40,,14,,,,2019-01-04T10:18:00Z,,2018-06-03T13:38:00Z
Lassen,1/4/2019,39.99309,-120.02137,2019-01-04T09:45:00Z,18,,14,,,,2019-01-04T10:18:00Z,,2018-06-03T08:55:00Z
Yolo,1/4/2019,38.64953,-122.01762,2019-01-04T10:20:00Z,57,,14,,,,2019-01-04T10:18:00Z,,2018-06-02T15:53:00Z
Shasta,1/4/2019,40.678889,-122.400556,2019-01-04T09:08:00Z,45,,13,,,,2019-01-04T10:19:00Z,,2018-06-02T13:07:00Z
San Diego,1/4/2019,33.04898,-116.78928,2019-01-04T09:39:00Z,37,,13,,,,2019-01-04T10:19:00Z,,2018-06-01T15:20:00Z
Fresno,1/4/2019,36.10499,-120.55324,2019-01-04T10:18:00Z,10,,13,,,,2019-01-04T10:19:00Z,,2018-06-02T12:42:00Z
Shasta,1/4/2019,40.49618,-122.51597,2019-01-04T08:54:00Z,45,,12,,,,2019-01-04T10:19:00Z,,2018-06-01T16:07:00Z
El Dorado,1/4/2019,38.7448,-120.65672,2019-01-04T09:03:00Z,9,,12,,,,2019-01-04T10:20:00Z,,2018-05-30T13:21:00Z
San Bernardino,1/4/2019,34.171786,-117.35606,2019-01-04T09:47:00Z,36,,12,,,,2019-01-04T10:20:00Z,,2018-05-29T13:11:00Z
Madera,1/4/2019,37.22791,-119.50461,2019-01-04T09:50:00Z,20,,12,,,,2019-01-04T10:20:00Z,,2018-06-01T13:31:00Z
Marin,1/4/2019,37.97638,-122.5275,2019-01-04T10:09:00Z,21,,12,,,,2019-01-04T10:21:00Z,,2018-05-28T17:33:00Z
San Diego,1/4/2019,33.40769,-117.22974,2019-01-04T10:11:00Z,37,,12,,,,2019-01-04T10:21:00Z,,2018-05-29T12:58:00Z
Siskiyou,1/4/2019,41.64805,-122.98442,2019-01-04T10:13:00Z,47,,12,,,,2019-01-04T10:21:00Z,,2018-05-28T07:23:00Z
San Luis Obispo,1/4/2019,35.75737,-120.91793,2019-01-04T10:17:00Z,40,,12,,,,2019-01-04T10:22:00Z,,2018-05-26T14:52:00Z
Napa,1/4/2019,38.16303,-122.23059,2019-01-04T10:23:00Z,28,,12,,,,2019-01-04T10:22:00Z,,2018-05-24T10:43:00Z
Alameda,1/4/2019,37.73835,-121.6039,2019-01-04T10:25:00Z,1,,12,,,,2019-01-04T10:22:00Z,,2018-05-27T17:05:00Z
San Diego,1/4/2019,33.12213,-116.58759,2019-01-04T10:25:00Z,37,,12,,,,2019-01-04T10:23:00Z,,2018-05-22T14:13:00Z
Butte,1/4/2019,39.66492,-121.51772,2019-01-04T09:51:00Z,4,,11,,,,2019-01-04T10:23:00Z,,2018-05-23T14:30:00Z
Madera,1/4/2019,37.19817,-119.80414,2019-01-04T09:52:00Z,20,,11,,,,2019-01-04T10:23:00Z,,2018-05-21T11:56:00Z
Riverside,1/4/2019,33.47413,-117.31468,2019-01-04T10:18:00Z,33,,11,,,,2019-01-04T10:24:00Z,,2018-05-17T14:19:00Z
Santa Cruz,1/4/2019,37.12857,-122.12036,2019-01-04T08:44:00Z,44,,10,,,,2019-01-04T10:24:00Z,,2018-05-18T16:37:00Z
Humboldt,1/4/2019,40.888785,-124.001849,2019-01-04T08:46:00Z,12,,10,,,,2019-01-04T10:24:00Z,,2018-05-20T13:07:00Z
Butte,1/4/2019,39.93427,-121.54103,2019-01-04T08:52:00Z,4,,10,,,,2019-01-04T10:24:00Z,,2018-05-19T13:04:00Z
Riverside,1/4/2019,33.627006,-117.171731,2019-01-04T09:16:00Z,33,,10,,,,2019-01-04T10:24:00Z,,2018-05-18T11:00:00Z
Napa,1/4/2019,38.27229,-122.26389,2019-01-04T09:20:00Z,28,,10,,,,2019-01-04T10:25:00Z,,2018-05-16T16:30:00Z
Siskiyou,1/4/2019,41.632373,-122.37985,2019-01-04T09:40:00Z,47,,10,,,,2019-01-04T10:25:00Z,,2018-05-09T18:11:00Z
San Diego,1/4/2019,32.619855,-116.764733,2019-01-04T09:55:00Z,37,,10,,,,2019-01-04T10:25:00Z,,2018-05-17T12:53:00Z
Butte,1/4/2019,39.6139,-121.954098,2019-01-04T09:58:00Z,4,,10,,,,2019-01-04T10:25:00Z,,2018-05-14T13:06:00Z
San Luis Obispo,1/4/2019,35.05747,-120.39295,2019-01-04T10:03:00Z,40,,10,,,,2019-01-04T10:25:00Z,,2018-05-10T20:41:00Z
Monterey,1/4/2019,35.77017,-120.57833,2019-01-04T10:04:00Z,27,,10,,,,2019-01-04T10:26:00Z,,2018-05-02T16:00:00Z
Sonoma,1/4/2019,38.245151,-122.44408,2019-01-04T10:12:00Z,49,,10,,,,2019-01-04T10:26:00Z,,2018-05-04T11:44:00Z
San Diego,1/4/2019,32.75072,-116.92404,2019-01-04T10:16:00Z,37,,10,,,,2019-01-04T10:26:00Z,,2018-04-28T14:26:00Z
Tehama,1/4/2019,39.80827,-122.3307,2019-01-04T10:18:00Z,52,,10,,,,2019-01-04T10:26:00Z,,2018-05-04T14:48:00Z
Riverside,1/4/2019,33.45014,-117.22215,2019-01-04T10:18:00Z,33,,10,,,,2019-01-04T10:26:00Z,,2018-05-09T22:00:00Z
Riverside,1/4/2019,33.53924,-116.10231,2019-01-04T10:21:00Z,33,,10,,,,2019-01-04T10:26:00Z,,2018-05-04T18:53:00Z
Butte,1/4/2019,39.71217,-121.77385,2019-01-04T08:42:00Z,4,,0,,,,2019-01-04T10:27:00Z,,2018-04-26T15:00:00Z
Humboldt,1/15/2019,40.61805556,-123.6755556,2019-01-15T10:38:00Z,12,,30,,,,2019-01-15T10:38:00Z,,2019-01-01T14:14:00Z
Santa Barbara,3/14/2019,34.41521,-119.09124,2019-03-14T11:24:00Z,"42,56",,281893,,,,2019-03-14T11:24:00Z,,2017-12-04T18:28:00Z
Ventura,3/14/2019,34.41521,-119.09124,2019-03-14T11:24:00Z,"42,56",,281893,,,,2019-03-14T11:24:00Z,,2017-12-04T18:28:00Z
Riverside,4/10/2019,0,0,2019-04-10T10:23:00Z,33,,30,,,,2019-04-10T10:23:00Z,,2019-04-09T22:18:00Z
Kern,5/8/2019,35.03855,-119.19454,2019-05-08T08:48:00Z,15,,172,,,,2019-05-08T08:47:00Z,,2019-04-30T18:37:00Z
Kern,5/8/2019,35.65189,-118.92545,2019-05-08T08:47:00Z,15,,115,,,,2019-05-08T08:47:00Z,,2019-05-01T16:46:00Z
Butte,5/8/2019,39.85484,-121.905,2019-05-08T08:47:00Z,4,,50,,,,2019-05-08T08:47:00Z,,2019-04-30T12:20:00Z
Butte,5/8/2019,39.83958,-121.957,2019-05-08T08:47:00Z,4,,10,,,,2019-05-08T08:48:00Z,,2019-05-03T15:04:00Z
Kern,5/9/2019,35.72057,-119.62762,2019-05-09T09:37:00Z,15,,2500,,,,2019-05-09T09:37:00Z,,2019-05-07T15:47:00Z
San Diego,5/19/2019,32.557566,-116.8663,2019-05-19T09:26:00Z,37,,22,,,,2019-05-19T09:26:00Z,,2019-05-13T18:46:00Z
Riverside,5/24/2019,33.650237,-116.172534,2019-05-24T14:23:00Z,33,,130,,,,2019-05-24T14:23:00Z,,2019-05-18T22:53:00Z
Placer,5/24/2019,39.11536,-120.76088,2019-05-24T14:28:00Z,31,,65,,,,2019-05-24T14:23:00Z,,2019-05-20T10:57:00Z
Tehama,5/24/2019,39.98097,-122.30737,2019-05-24T14:23:00Z,52,,63,,,,2019-05-24T14:23:00Z,,2019-05-20T13:50:00Z
Riverside,5/24/2019,33.81678,-117.18194,2019-05-24T14:23:00Z,33,,26,,,,2019-05-24T14:28:00Z,,2019-05-10T14:14:00Z
San Luis Obispo,6/3/2019,35.30759,-119.96498,2019-06-03T08:44:00Z,40,,835,,,,2019-06-03T08:44:00Z,,2019-05-29T17:10:00Z
Riverside,6/3/2019,33.69078,-114.57265,2019-06-03T08:48:00Z,33,,45,,,,2019-06-03T08:48:00Z,,2019-05-30T12:41:00Z
Tulare,6/4/2019,36.23012,-118.85712,2019-06-04T16:03:00Z,54,,33,,,,2019-06-04T16:03:00Z,,2019-06-03T12:18:00Z
Fresno,6/5/2019,36.66909,-119.3046,2019-06-05T15:07:00Z,10,,121,,,,2019-06-05T15:07:00Z,,2019-05-29T17:18:00Z
San Luis Obispo,6/11/2019,35.343761,-119.913717,2019-06-11T14:49:00Z,40,,1127,,,,2019-06-11T14:40:00Z,,2019-05-30T16:19:00Z
Stanislaus,6/11/2019,37.25988,-121.09375,2019-06-11T17:14:00Z,50,,600,,,,2019-06-11T14:47:00Z,,2019-06-06T14:24:00Z
Tulare,6/11/2019,36.18479,-118.99229,2019-06-11T14:48:00Z,54,,257,,,,2019-06-11T14:48:00Z,,2019-06-02T16:12:00Z
Santa Clara,6/11/2019,37.21638,-121.70768,2019-06-11T17:17:00Z,43,,210,,,,2019-06-11T14:48:00Z,,2019-06-01T15:49:00Z
Tulare,6/11/2019,36.28001,-119.10974,2019-06-11T14:48:00Z,54,,155,,,,2019-06-11T14:48:00Z,,2019-06-03T12:18:00Z
Santa Clara,6/11/2019,37.45899,-121.22093,2019-06-11T14:40:00Z,43,,144,,,,2019-06-11T14:49:00Z,,2019-06-05T10:49:00Z
San Luis Obispo,6/11/2019,35.57376,-120.11738,2019-06-11T17:18:00Z,40,,120,,,,2019-06-11T14:50:00Z,,2019-06-07T12:59:00Z
Tulare,6/11/2019,35.89593,-118.94106,2019-06-11T17:18:00Z,54,,47,,,,2019-06-11T17:14:00Z,,2019-06-07T16:55:00Z
Placer,6/11/2019,38.75263,-121.39259,2019-06-11T14:50:00Z,31,,27,,,,2019-06-11T17:17:00Z,,2019-06-09T14:29:00Z
Tulare,6/11/2019,36.14246,-118.80582,2019-06-11T14:48:00Z,54,,25,,,,2019-06-11T17:18:00Z,,2019-06-10T11:55:00Z
Contra Costa,6/11/2019,38.02503,-121.9763,2019-06-11T14:47:00Z,7,,23,,,,2019-06-11T17:18:00Z,,2019-06-10T17:51:00Z
Yolo,6/17/2019,38.88978,-122.23922,2019-06-17T10:40:00Z,57,,2512,,,,2019-06-17T08:34:00Z,,2019-06-08T13:07:00Z
Sutter,6/17/2019,39.28926,-121.85906,2019-06-17T15:16:00Z,51,,1350,,,,2019-06-17T08:46:00Z,,2019-06-08T14:37:00Z
Yuba,6/17/2019,39.15641,-121.56363,2019-06-17T08:34:00Z,58,,70,,,,2019-06-17T08:46:00Z,,2019-06-12T17:23:00Z
Napa,6/17/2019,38.63047,-122.47282,2019-06-17T08:46:00Z,28,,50,,,,2019-06-17T08:46:00Z,,2019-06-10T15:16:00Z
Monterey,6/17/2019,35.97059,-120.88241,2019-06-17T08:46:00Z,27,,43,,,,2019-06-17T08:49:00Z,,2019-06-07T12:59:00Z
Santa Clara,6/17/2019,37.44422,-121.84082,2019-06-17T08:46:00Z,43,,35,,,,2019-06-17T10:39:00Z,,2019-06-14T16:14:00Z
Solano,6/17/2019,38.21416,-122.12214,2019-06-17T08:49:00Z,48,,24,,,,2019-06-17T10:40:00Z,,2019-06-08T14:50:00Z
Siskiyou,6/17/2019,41.64895,-122.35962,2019-06-17T10:39:00Z,47,,17,,,,2019-06-17T15:16:00Z,,2019-06-08T14:37:00Z
Monterey,6/21/2019,35.95515,-120.86256,2019-06-21T08:51:41Z,27,,375,,,,2019-06-21T08:51:41Z,,2018-06-26T07:11:00Z
San Diego,6/21/2019,33.39684,-117.29665,2019-06-21T14:22:00Z,37,,120,,,,2019-06-21T14:22:00Z,,2019-06-20T14:56:00Z
Siskiyou,6/21/2019,41.94622,-122.40157,2019-06-21T14:23:00Z,47,,10,,,,2019-06-21T14:23:00Z,,2019-06-16T20:33:00Z
San Luis Obispo,6/24/2019,35.66318,-120.41128,2019-06-24T10:25:00Z,40,,1764,,,,2019-06-24T10:25:00Z,,2019-06-12T12:48:00Z
Riverside,6/24/2019,33.919507,-117.103765,2019-06-24T11:43:00Z,33,,525,,,,2019-06-24T11:06:00Z,,2019-06-21T14:42:00Z
Siskiyou,6/24/2019,39.28926,-121.85906,2019-06-24T16:56:00Z,47,,207,,,,2019-06-24T11:06:00Z,,2019-06-15T15:29:00Z
Kings,6/24/2019,35.81778,-120.09715,2019-06-24T11:45:00Z,16,,161,,,,2019-06-24T11:43:00Z,,2019-06-21T13:02:00Z
Yuba,6/24/2019,39.24678,-121.32399,2019-06-24T18:30:00Z,58,,80,,,,2019-06-24T11:43:00Z,,2019-06-22T03:12:00Z
Riverside,6/24/2019,33.57039,-116.1466,2019-06-24T11:46:00Z,33,,55,,,,2019-06-24T11:44:00Z,,2019-06-10T14:25:00Z
Tehama,6/24/2019,39.97083,-122.48277,2019-06-24T11:43:00Z,52,,46,,,,2019-06-24T11:45:00Z,,2019-04-28T22:20:00Z
Alameda,6/24/2019,37.75427,-121.57382,2019-06-24T11:06:00Z,1,,30,,,,2019-06-24T11:46:00Z,,2019-05-29T21:06:00Z
Butte,6/24/2019,39.76242,-121.73659,2019-06-24T11:06:00Z,4,,17,,,,2019-06-24T16:56:00Z,,2019-06-17T17:50:00Z
San Diego,6/24/2019,33.30267,-116.97772,2019-06-24T11:44:00Z,37,,15,,,,2019-06-24T18:30:00Z,,2019-06-24T11:57:00Z
Yuba,6/25/2019,39.24678,-121.32399,2019-06-25T13:50:00Z,58,,80,,,,2019-06-25T13:50:00Z,,2019-06-25T13:51:09Z
Monterey,6/26/2019,36.28426,-120.94771,2019-06-26T18:02:00Z,27,,2546,,,,2019-06-26T06:00:00Z,,2019-06-26T15:35:00Z
Shasta,6/26/2019,40.41404,-122.66779,2019-06-26T06:00:00Z,45,,90,,,,2019-06-26T18:02:00Z,,2019-06-26T09:18:22Z
Stanislaus,6/27/2019,37.46577,-121.28312,2019-06-27T19:06:00Z,50,,2422,,,,2019-06-27T08:26:00Z,,2019-06-26T22:43:07Z
Placer,6/27/2019,38.73817,-121.39419,2019-06-27T08:26:00Z,31,,148,,,,2019-06-27T08:48:00Z,,2019-06-26T18:06:54Z
Riverside,6/27/2019,33.80493,-117.15738,2019-06-27T17:36:00Z,33,,20,,,,2019-06-27T17:36:00Z,,2019-06-27T16:14:25Z
Santa Clara,6/27/2019,37.494136,-121.534827,2019-06-27T08:48:00Z,43,,17,,,,2019-06-27T19:06:00Z,,2019-06-26T08:54:24Z
Nevada,6/28/2019,39.40972222,-121.0005556,2019-06-28T17:33:00Z,29,,2,,,,2019-06-28T17:33:00Z,,2019-06-28T15:03:04Z
Butte,6/29/2019,39.32889,-121.23431,2019-06-29T18:20:00Z,4,,12,,,,2019-06-29T18:20:00Z,,2019-06-29T22:07:59Z
Riverside,6/30/2019,33.911,-116.980528,2019-06-30T15:51:00Z,33,,214,,,,2019-06-30T15:51:00Z,,2019-06-29T12:54:13Z
San Diego,6/30/2019,32.62305556,-116.9141667,2019-06-30T16:50:00Z,37,,28,,,,2019-06-30T16:50:00Z,,2019-06-29T11:11:55Z
Merced,7/2/2019,37.312877,-120.242411,2019-07-02T15:51:00Z,24,,210,,,,2019-07-02T15:51:00Z,,2019-06-29T15:09:52Z
Santa Clara,7/2/2019,37.18904,-121.694968,2019-07-02T18:32:00Z,43,,74,,,,2019-07-02T18:32:00Z,,2019-07-02T16:10:02Z
San Joaquin,7/5/2019,37.63206,-121.538382,2019-07-05T07:50:00Z,39,,283,,,,2019-07-05T03:20:00Z,,2019-07-05T09:46:01.973Z
Alameda,7/5/2019,37.469,-121.3697,2019-07-05T03:20:00Z,1,,25,,,,2019-07-05T07:50:00Z,,2019-07-03T15:34:12Z
Contra Costa,7/5/2019,37.99837,-122.16201,2019-07-05T14:58:00Z,7,,24,,,,2019-07-05T14:58:00Z,,2019-07-05T13:33:56Z
Lassen,7/6/2019,40.679318,-120.392768,2019-07-06T07:49:00Z,18,,263,,,,2019-07-06T07:49:00Z,,2019-07-05T16:37:04Z
Shasta,7/6/2019,40.41741,-122.767256,2019-07-06T20:03:00Z,45,,30,,,,2019-07-06T20:03:00Z,,2019-07-05T14:46:33Z
San Luis Obispo,7/9/2019,35.63111111,-120.2691667,2019-07-09T18:22:00Z,40,,974,,,,2019-07-09T18:22:00Z,,2019-07-08T16:44:08Z
Monterey,7/10/2019,35.95191,-120.8092,2019-07-10T16:04:00Z,27,,190,,,,2019-07-10T16:04:00Z,,2019-07-09T21:43:36Z
Riverside,7/11/2019,33.69055556,-116.953889,2019-07-11T08:26:00Z,33,,20,,,,2019-07-11T08:26:00Z,,2019-07-11T16:27:17Z
Alameda,7/12/2019,37.093243,-121.586846,2019-07-12T19:20:00Z,1,,22,,,,2019-07-12T19:20:00Z,,2019-07-12T18:40:09Z
Riverside,7/13/2019,33.8128372,-117.1228851,2019-07-13T15:13:00Z,33,,96,,,,2019-07-13T15:13:00Z,,2019-07-13T10:36:00Z
Ventura,7/15/2019,34.366111,-118.96,2019-07-15T14:10:00Z,56,,131,,,,2019-07-15T14:10:00Z,,2019-07-14T11:45:00Z
San Diego,7/15/2019,32.566389,-116.7525,2019-07-15T17:10:00Z,37,,100,,,,2019-07-15T17:10:00Z,,2019-07-12T13:20:39Z
Santa Clara,7/15/2019,37.32555556,-121.7644444,2019-07-15T18:19:00Z,43,,47,,,,2019-07-15T18:19:00Z,,2019-07-15T11:12:00Z
