Counties (Location),FormattedDate,Latitude,Longitude,Extinguished (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,Started
Yolo,8/12/2016,38.52513,-122.06788,2016-08-12T15:00:00Z,57,,5731,,,,2016-08-12T15:00:00Z,,2016-08-02T16:36:00Z
Santa Clara,8/14/2016,37.06531,-121.68577,2016-08-14T19:50:00Z,43,,25,,,,2016-08-14T19:50:00Z,,2016-08-12T16:00:00Z
San Bernardino,8/16/2016,34.28771,-117.27338,2016-08-16T08:00:00Z,36,,8110,,,,2016-08-16T08:00:00Z,,2016-08-07T12:18:00Z
Humboldt,8/16/2016,40.4572,-124.05804,2016-08-16T08:45:00Z,12,,23,,,,2016-08-16T08:45:00Z,,2016-08-11T14:57:00Z
Fresno,8/18/2016,36.09974,-120.51057,2016-08-18T19:00:00Z,10,,7050,,,,2016-08-18T19:00:00Z,,2016-08-09T13:08:00Z
Yuba,8/18/2016,36.16965,-121.38775,2016-08-18T21:30:00Z,58,,400,,,,2016-08-18T19:50:00Z,,2016-08-17T15:19:00Z
Santa Clara,8/18/2016,0,0,2016-08-18T19:50:00Z,43,,100,,,,2016-08-18T21:30:00Z,,2016-08-18T15:35:00Z
Humboldt,8/19/2016,40.9878,-123.77832,2016-08-19T08:30:00Z,12,,21,,,,2016-08-19T08:30:00Z,,2016-08-12T17:23:00Z
San Joaquin,8/20/2016,37.62215,-121.36665,2016-08-20T18:45:00Z,39,,147,,,,2016-08-20T18:45:00Z,,2016-08-20T08:35:00Z
San Bernardino,8/23/2016,34.30372,-117.49342,2016-08-23T07:45:00Z,36,,36274,,,,2016-08-23T07:45:00Z,,2016-08-16T10:44:00Z
Lake,8/26/2016,38.89741,-122.60664,2016-08-26T18:00:00Z,17,,3929,,,,2016-08-26T18:00:00Z,,2016-08-13T18:03:00Z
Siskiyou,8/28/2016,41.851,-123.118,2016-08-28T18:15:00Z,47,,33867,,,,2016-08-28T18:15:00Z,,2016-08-27T18:00:00Z
Kern,8/28/2016,35.4976,-118.5097,2016-08-28T18:50:00Z,15,,304,,,,2016-08-28T18:50:00Z,,2016-08-28T18:50:00Z
Kern,8/29/2016,35.2013,-118.7212,2016-08-29T10:30:00Z,15,,518,,,,2016-08-29T10:30:00Z,,2016-08-26T10:10:00Z
Riverside,8/29/2016,0,0,2016-08-29T15:00:00Z,33,,40,,,,2016-08-29T15:00:00Z,,2016-08-28T15:23:00Z
Siskiyou,8/30/2016,41.7813,-122.611,2016-08-30T06:45:00Z,47,,710,,,,2016-08-30T06:45:00Z,,2016-08-24T14:55:00Z
Butte,8/30/2016,39.79547,-121.71662,2016-08-30T18:40:00Z,4,,88,,,,2016-08-30T12:05:00Z,,2016-08-18T12:05:00Z
Alpine,8/30/2016,38.57554,-120.00606,2016-08-30T12:05:00Z,2,,0,,,,2016-08-30T18:40:00Z,,2016-08-26T15:30:00Z
Calaveras,8/31/2016,38.1874,-120.6381,2016-08-31T18:50:00Z,5,,450,,,,2016-08-31T07:05:00Z,,2016-08-30T16:54:00Z
Mendocino,8/31/2016,39.8748511,-123.4267011,2016-08-31T07:15:00Z,23,,36,,,,2016-08-31T07:05:00Z,,2016-08-30T16:52:00Z
Lake,8/31/2016,39.1408865,-122.9148951,2016-08-31T07:05:00Z,17,,20,,,,2016-08-31T07:15:00Z,,2016-08-30T13:35:00Z
Amador,8/31/2016,0,0,2016-08-31T07:05:00Z,3,,19,,,,2016-08-31T18:50:00Z,,2016-08-28T13:07:00Z
Riverside,9/2/2016,0,0,2016-09-02T18:10:00Z,33,,1470,,,,2016-09-02T06:55:00Z,,2016-09-01T14:36:00Z
Santa Clara,9/2/2016,37.11831,-121.69784,2016-09-02T06:55:00Z,43,,25,,,,2016-09-02T18:10:00Z,,2016-08-30T12:25:00Z
Humboldt,9/4/2016,41.28486,-123.82268,2016-09-04T06:55:00Z,12,,599,,,,2016-09-04T06:55:00Z,,2016-08-22T16:03:00Z
San Bernardino,9/4/2016,34.25858,-117.4415,2016-09-04T18:55:00Z,36,,20,,,,2016-09-04T18:55:00Z,,2016-09-03T21:51:00Z
Orange,9/5/2016,33.6542,-117.5221,2016-09-05T06:55:00Z,30,,150,,,,2016-09-05T06:55:00Z,,2016-08-31T04:10:00Z
San Luis Obispo,9/6/2016,35.70595,-120.98316,2016-09-06T07:30:00Z,40,,46344,,,,2016-09-06T07:30:00Z,,2016-08-13T16:03:00Z
Fresno,9/6/2016,36.84479,-119.34487,2016-09-06T18:15:00Z,10,,158,,,,2016-09-06T18:15:00Z,,2016-09-03T14:44:00Z
San Bernardino,9/9/2016,34.3183,-117.3189,2016-09-09T06:00:00Z,36,,50,,,,2016-09-09T06:00:00Z,,2016-09-07T16:53:00Z
Butte,9/12/2016,39.6871,-121.571,2016-09-12T14:51:00Z,4,,850,,,,2016-09-12T14:51:00Z,,2016-09-05T16:28:00Z
Shasta,9/12/2016,40.68192,-122.4096,2016-09-12T19:00:00Z,45,,75,,,,2016-09-12T19:00:00Z,,2016-09-10T15:45:00Z
Sacramento,9/12/2016,38.558,-121.1309,2016-09-12T19:00:00Z,34,,40,,,,2016-09-12T19:00:00Z,,2016-09-11T11:25:00Z
Tehama,9/13/2016,40.30594,-122.1295,2016-09-13T14:30:00Z,52,,360,,,,2016-09-13T14:30:00Z,,2016-09-13T23:10:00Z
Siskiyou,9/13/2016,41.6314,-122.7933,2016-09-13T18:30:00Z,47,,32,,,,2016-09-13T18:30:00Z,,2016-09-12T16:28:00Z
Modoc,9/14/2016,41.4657,-120.9066,2016-09-14T18:00:00Z,25,,380,,,,2016-09-14T18:00:00Z,,2016-09-11T14:15:00Z
Santa Barbara,9/15/2016,0,0,2016-09-15T15:20:00Z,42,,32606,,,,2016-09-15T09:10:00Z,,2016-09-10T14:06:00Z
Mendocino,9/15/2016,39.7299,-123.5044,2016-09-15T09:10:00Z,23,,50,,,,2016-09-15T15:20:00Z,,2016-08-18T17:57:00Z
Del Norte,9/17/2016,37.75972,-120.029626,2016-09-17T18:00:00Z,8,,150,,,,2016-09-17T18:00:00Z,,2016-09-13T13:55:00Z
Inyo,9/18/2016,37.75985,-118.95309,2016-09-18T08:10:00Z,14,,5443,,,,2016-09-18T08:10:00Z,,2016-09-17T13:49:00Z
Butte,9/19/2016,39.8851,-121.6998,2016-09-19T18:30:00Z,4,,30,,,,2016-09-19T18:30:00Z,,2016-09-16T23:28:00Z
Sutter,9/20/2016,39.188321,-121.78003,2016-09-20T18:00:00Z,51,,300,,,,2016-09-20T18:00:00Z,,2016-09-20T09:30:00Z
Nevada,9/20/2016,39.20427,-121.05948,2016-09-20T18:00:00Z,29,,47,,,,2016-09-20T18:00:00Z,,2016-09-17T13:40:00Z
Kern,9/21/2016,0,0,2016-09-21T09:30:00Z,15,,306,,,,2016-09-21T09:30:00Z,,2016-09-19T14:13:00Z
Lassen,9/22/2016,40.3915,-120.7845,2016-09-22T07:00:00Z,18,,2575,,,,2016-09-22T07:00:00Z,,2016-09-11T11:33:00Z
Butte,9/23/2016,39.4403,-121.42647,2016-09-23T10:30:00Z,4,,130,,,,2016-09-23T10:30:00Z,,2016-09-22T11:45:00Z
Fresno,9/24/2016,36.6543,-119.5327,2016-09-24T20:00:00Z,10,,70,,,,2016-09-24T20:00:00Z,,2016-09-23T12:40:00Z
Shasta,9/25/2016,40,-121.93923,2016-09-25T13:15:00Z,45,,100,,,,2016-09-25T13:15:00Z,,2016-09-25T07:15:00Z
Amador,9/25/2016,38.5212,-120.8416,2016-09-25T17:45:00Z,3,,45,,,,2016-09-25T17:45:00Z,,2016-09-23T13:12:00Z
Santa Barbara,9/27/2016,34.63445,-120.54421,2016-09-27T14:00:00Z,42,,12518,,,,2016-09-27T14:00:00Z,,2016-09-17T17:20:00Z
Santa Barbara,9/27/2016,34.75134,-120.55297,2016-09-27T14:00:00Z,42,,215,,,,2016-09-27T14:00:00Z,,2016-09-22T14:20:00Z
Sonoma,9/29/2016,38.80017,-122.82895,2016-09-29T17:00:00Z,49,,1547,,,,2016-09-29T17:00:00Z,,2016-09-25T10:43:00Z
Kern,10/1/2016,35.7506,-118.5678,2016-10-01T06:00:00Z,15,,29322,,,,2016-10-01T06:00:00Z,,2016-08-16T16:35:00Z
Tuolumne,10/4/2016,37.79635,-120.32484,2016-10-04T22:00:00Z,55,,1080,,,,2016-10-04T22:00:00Z,,2016-09-26T12:20:00Z
Plumas,10/6/2016,39.92,-121.32,2016-10-06T17:15:00Z,32,,248,,,,2016-10-06T17:15:00Z,,2016-09-26T13:23:00Z
Napa,10/12/2016,38.40958,-122.43172,2016-10-12T18:00:00Z,28,,65,,,,2016-10-12T18:00:00Z,,2016-10-10T16:13:00Z
Monterey,10/13/2016,36.45994,-121.89938,2016-10-13T11:30:00Z,27,,132127,,,,2016-10-13T11:30:00Z,,2016-07-22T08:48:00Z
Modoc,10/13/2016,41.2649,-120.3178,2016-10-13T11:30:00Z,25,,2652,,,,2016-10-13T11:30:00Z,,2016-09-17T14:37:00Z
El Dorado,10/17/2016,38.93449,-120.10744,2016-10-17T11:45:00Z,9,,176,,,,2016-10-17T11:45:00Z,,2016-10-14T01:28:00Z
Fresno,10/20/2016,36.94536,-119.25959,2016-10-20T07:00:00Z,10,,2100,,,,2016-10-20T07:00:00Z,,2016-10-11T12:58:00Z
Siskiyou,11/8/2016,41.623,-123.557,2016-11-08T10:15:00Z,47,,2860,,,,2016-11-08T10:15:00Z,,2016-06-07T02:45:00Z
Tulare,11/8/2016,36.1648,-118.73906,2016-11-08T10:15:00Z,54,,395,,,,2016-11-08T10:15:00Z,,2016-08-22T22:00:00Z
Los Angeles,11/14/2016,34.31,-118.335,2016-11-14T14:00:00Z,19,,4824,,,,2016-11-14T14:00:00Z,,2016-11-14T05:45:00Z
San Diego,11/14/2016,33.254355,-117.158475,2016-11-14T18:00:00Z,37,,28,,,,2016-11-14T18:00:00Z,,2016-11-13T11:14:00Z
Tulare,12/19/2016,35.984,-118.551,2016-12-19T13:30:00Z,54,,4347,,,,2016-12-19T13:30:00Z,,2016-10-29T11:15:00Z
Tulare,12/19/2016,36.217,-118.551,2016-12-19T13:30:00Z,54,,10,,,,2016-12-19T13:30:00Z,,2016-10-20T17:00:00Z
Santa Clara,9/19/2017,37.10632,-121.85318,2017-09-19T10:30:00Z,43,,4474,,,,2017-09-19T10:30:00Z,,2016-09-26T14:42:00Z
Lassen,1/9/2018,40.07045,-120.14013,2018-01-09T11:52:00Z,18,,83733,,,,2018-01-09T09:24:00Z,,2017-02-07T14:00:00Z
Modoc,1/9/2018,0,0,2018-01-09T12:05:00Z,25,,83120,,,,2018-01-09T09:40:00Z,,2017-04-03T16:00:00Z
Mariposa,1/9/2018,37.61757,-120.21321,2018-01-09T11:57:00Z,22,,81826,,,,2018-01-09T09:41:00Z,,2017-04-03T16:00:00Z
Siskiyou,1/9/2018,41.841,-123.474,2018-01-09T12:43:00Z,47,,78698,,,,2018-01-09T09:50:00Z,,2017-04-13T02:30:00Z
Kings,1/9/2018,35.93273,-120.20014,2018-01-09T11:51:00Z,16,,48889,,,,2018-01-09T09:51:00Z,,2017-04-20T15:40:00Z
Siskiyou,1/9/2018,42.039,-123.218,2018-01-09T12:42:00Z,47,,39715,,,,2018-01-09T09:51:00Z,,2017-04-24T12:06:00Z
Tulare,1/9/2018,36.15356,-118.74103,2018-01-09T12:47:00Z,54,,36556,,,,2018-01-09T09:52:00Z,,2017-04-28T15:40:00Z
San Luis Obispo,1/9/2018,35.0179,-120.3223,2018-01-09T11:46:00Z,40,,28687,,,,2018-01-09T09:52:00Z,,2017-04-29T17:15:00Z
Siskiyou,1/9/2018,41.59,-123.501,2018-01-09T12:07:00Z,47,,27276,,,,2018-01-09T09:53:00Z,,2017-04-30T15:23:00Z
Trinity,1/9/2018,40.76025,-123.10003,2018-01-09T12:49:00Z,53,,21846,,,,2018-01-09T09:53:00Z,,2017-04-30T16:03:00Z
Tulare,1/9/2018,36.27138,-118.48555,2018-01-09T13:27:00Z,54,,18900,,,,2018-01-09T09:54:00Z,,2017-05-02T14:32:00Z
Lassen,1/9/2018,40.69573,-119.93499,2018-01-09T12:48:00Z,18,,18618,,,,2018-01-09T09:54:00Z,,2017-05-01T12:44:00Z
Santa Barbara,1/9/2018,34.55096,-119.9494,2018-01-09T11:49:00Z,42,,18430,,,,2018-01-09T09:54:00Z,,2017-04-30T19:43:00Z
Tulare,1/9/2018,0,0,2018-01-09T11:01:00Z,54,,16031,,,,2018-01-09T09:55:00Z,,2017-05-10T15:27:00Z
Trinity,1/9/2018,40.2275,-123.03583,2018-01-09T13:21:00Z,53,,13417,,,,2018-01-09T09:55:00Z,,2017-05-12T05:05:00Z
Madera,1/9/2018,37.44663,-119.64622,2018-01-09T12:46:00Z,20,,12407,,,,2018-01-09T09:55:00Z,,2017-05-07T16:41:00Z
Fresno,1/9/2018,36.12089,-120.37116,2018-01-09T10:04:00Z,10,,10343,,,,2018-01-09T09:56:00Z,,2017-05-12T15:30:00Z
Mono,1/9/2018,38.655,-119.55425,2018-01-09T12:47:00Z,26,,8925,,,,2018-01-09T09:56:00Z,,2017-05-14T12:00:00Z
Mariposa,1/9/2018,37.644,-119.618,2018-01-09T12:16:00Z,22,,8094,,,,2018-01-09T09:56:00Z,,2017-05-14T12:51:00Z
Modoc,1/9/2018,41.466,-120.321,2018-01-09T12:18:00Z,25,,7697,,,,2018-01-09T09:57:00Z,,2017-05-15T13:58:00Z
Los Angeles,1/9/2018,34.22957,-118.2674,2018-01-09T12:49:00Z,19,,7194,,,,2018-01-09T09:57:00Z,,2017-05-14T14:00:00Z
Mariposa,1/9/2018,37.538,-119.598,2018-01-09T12:39:00Z,22,,7000,,,,2018-01-09T09:58:00Z,,2017-05-15T14:05:00Z
Riverside,1/9/2018,33.530045,-116.594422,2018-01-09T11:08:00Z,33,,6309,,,,2018-01-09T09:58:00Z,,2017-05-16T16:10:00Z
Lassen,1/9/2018,40.43962,-120.22215,2018-01-09T12:47:00Z,18,,6042,,,,2018-01-09T09:59:00Z,,2017-05-17T15:18:00Z
Butte,1/9/2018,39.45352,-121.41222,2018-01-09T11:47:00Z,4,,6033,,,,2018-01-09T10:01:00Z,,2017-05-17T15:30:00Z
Fresno,1/9/2018,36.07228,-120.26561,2018-01-09T09:51:00Z,10,,5738,,,,2018-01-09T10:03:00Z,,2017-05-18T08:48:00Z
Stanislaus,1/9/2018,38.329,-119.782,2018-01-09T12:15:00Z,50,,5247,,,,2018-01-09T10:04:00Z,,2017-05-18T13:11:00Z
Trinity,1/9/2018,40.17598,-123.36882,2018-01-09T12:27:00Z,53,,4736,,,,2018-01-09T10:04:00Z,,2017-05-18T12:54:00Z
Plumas,1/9/2018,39.9034,-120.9761,2018-01-09T12:08:00Z,32,,4310,,,,2018-01-09T10:05:00Z,,2017-05-19T23:28:00Z
San Diego,1/9/2018,33.3237,-117.163,2018-01-09T13:47:00Z,37,,4100,,,,2018-01-09T10:05:00Z,,2017-05-18T17:25:00Z
Riverside,1/9/2018,33.97471,-117.09984,2018-01-09T12:50:00Z,33,,3874,,,,2018-01-09T10:05:00Z,,1969-12-31T16:00:00Z
Siskiyou,1/9/2018,41.853,-123.676,2018-01-09T12:26:00Z,47,,3142,,,,2018-01-09T10:05:00Z,,2017-05-19T13:10:00Z
Kern,1/9/2018,35.77896,-118.89627,2018-01-09T11:46:00Z,15,,2940,,,,2018-01-09T10:06:00Z,,2017-05-20T23:19:00Z
Plumas,1/9/2018,39.75312,-120.75485,2018-01-09T13:18:00Z,32,,2575,,,,2018-01-09T10:06:00Z,,2017-05-19T14:45:00Z
Kings,1/9/2018,36.05187,-120.05404,2018-01-09T12:44:00Z,16,,2312,,,,2018-01-09T10:06:00Z,,2017-05-20T13:11:00Z
Tulare,1/9/2018,36.257,-118.296,2018-01-09T12:17:00Z,54,,2295,,,,2018-01-09T10:07:00Z,,2017-05-20T14:23:00Z
Tulare,1/9/2018,36.0226,-118.94252,2018-01-09T12:15:00Z,54,,2289,,,,2018-01-09T10:07:00Z,,2017-05-20T17:54:00Z
Yolo,1/9/2018,38.49521,-122.0251,2018-01-09T11:45:00Z,57,,2269,,,,2018-01-09T10:07:00Z,,2017-05-21T16:12:00Z
San Diego,1/9/2018,32.65597,-116.80527,2018-01-09T10:06:00Z,37,,2056,,,,2018-01-09T10:07:00Z,,2017-05-22T04:50:00Z
Sonoma,1/9/2018,0,0,2018-01-09T13:33:00Z,49,,1868,,,,2018-01-09T10:08:00Z,,2017-05-23T13:13:00Z
Monterey,1/9/2018,35.86949,-120.57894,2018-01-09T11:50:00Z,"27,40",,1816,,,,2018-01-09T10:10:00Z,,2017-05-24T15:30:00Z
San Luis Obispo,1/9/2018,35.86949,-120.57894,2018-01-09T11:50:00Z,"27,40",,1816,,,,2018-01-09T10:16:00Z,,2017-05-25T14:48:00Z
Merced,1/9/2018,36.96655,-120.89261,2018-01-09T09:56:00Z,24,,1800,,,,2018-01-09T10:17:00Z,,2017-05-25T18:15:00Z
Stanislaus,1/9/2018,38.12,-119.941,2018-01-09T12:50:00Z,50,,1749,,,,2018-01-09T10:17:00Z,,2017-05-28T07:49:00Z
Sonoma,1/9/2018,38.14242,-122.47301,2018-01-09T13:34:00Z,49,,1660,,,,2018-01-09T10:17:00Z,,2017-05-28T10:59:00Z
Fresno,1/9/2018,35.95911,-120.55579,2018-01-09T11:58:00Z,10,,1649,,,,2018-01-09T10:21:00Z,,2017-05-28T15:27:00Z
Kern,1/9/2018,35.59904,-119.08312,2018-01-09T11:45:00Z,15,,1626,,,,2018-01-09T10:21:00Z,,2017-05-28T16:16:00Z
San Luis Obispo,1/9/2018,35.4025,-120.4992,2018-01-09T11:08:00Z,40,,1598,,,,2018-01-09T10:21:00Z,,2017-05-28T15:30:00Z
Fresno,1/9/2018,36.269125,-120.620791,2018-01-09T11:41:00Z,10,,1538,,,,2018-01-09T10:22:00Z,,2017-06-01T15:38:00Z
Kern,1/9/2018,35.53456,-118.66733,2018-01-09T10:41:00Z,15,,1522,,,,2018-01-09T10:22:00Z,,2017-05-29T01:20:00Z
San Bernardino,1/9/2018,34.2976,-116.826,2018-01-09T11:00:00Z,36,,1503,,,,2018-01-09T10:22:00Z,,2017-05-29T15:31:00Z
Madera,1/9/2018,37.0825,-119.8011,2018-01-09T10:30:00Z,20,,1431,,,,2018-01-09T10:23:00Z,,2017-05-31T11:30:00Z
Kern,1/9/2018,35.543,-118.654,2018-01-09T12:14:00Z,15,,1350,,,,2018-01-09T10:23:00Z,,2017-06-01T16:12:00Z
Riverside,1/9/2018,34.00566,-117.30693,2018-01-09T09:53:00Z,33,,1350,,,,2018-01-09T10:23:00Z,,2017-06-02T18:55:00Z
Kern,1/9/2018,35.76,-118.406,2018-01-09T12:50:00Z,15,,1319,,,,2018-01-09T10:24:00Z,,2017-06-03T13:09:00Z
Sacramento,1/9/2018,38.5181,-121.104,2018-01-09T12:06:00Z,34,,1286,,,,2018-01-09T10:24:00Z,,2017-06-04T22:11:00Z
Kern,1/9/2018,35.38298,-118.80123,2018-01-09T11:16:00Z,15,,1200,,,,2018-01-09T10:24:00Z,,2017-06-03T12:09:00Z
San Diego,1/9/2018,33.402411,-117.402445,2018-01-09T13:41:00Z,37,,1088,,,,2018-01-09T10:24:00Z,,2017-06-03T15:39:00Z
Kern,1/9/2018,34.94373,-119.44751,2018-01-09T11:59:00Z,15,,1083,,,,2018-01-09T10:25:00Z,,2017-06-04T16:22:00Z
Riverside,1/9/2018,33.98212,-117.30819,2018-01-09T12:38:00Z,33,,1044,,,,2018-01-09T10:25:00Z,,2017-06-04T11:04:00Z
Madera,1/9/2018,37.21616,-119.48067,2018-01-09T13:18:00Z,20,,1035,,,,2018-01-09T10:26:00Z,,2017-06-04T16:12:00Z
Plumas,1/9/2018,39.75371,-120.1397,2018-01-09T12:20:00Z,32,,1020,,,,2018-01-09T10:26:00Z,,2017-06-05T13:17:00Z
San Diego,1/9/2018,33.34988,-117.39818,2018-01-09T10:17:00Z,37,,1000,,,,2018-01-09T10:26:00Z,,2017-06-04T16:48:00Z
Shasta,1/9/2018,40.98352,-121.81623,2018-01-09T13:21:00Z,45,,995,,,,2018-01-09T10:27:00Z,,2017-06-06T12:43:00Z
Fresno,1/9/2018,36.530836,-120.206592,2018-01-09T09:52:00Z,10,,976,,,,2018-01-09T10:27:00Z,,2017-06-06T16:38:00Z
Mendocino,1/9/2018,39.30125,-123.28825,2018-01-09T11:56:00Z,23,,900,,,,2018-01-09T10:27:00Z,,2017-06-05T14:02:00Z
Yuba,1/9/2018,39.1234,-121.32957,2018-01-09T12:43:00Z,58,,867,,,,2018-01-09T10:28:00Z,,2017-06-07T11:55:00Z
Riverside,1/9/2018,33.60247,-117.34192,2018-01-09T13:45:00Z,33,,866,,,,2018-01-09T10:28:00Z,,2017-06-07T21:00:00Z
Lassen,1/9/2018,39.888,-120.066,2018-01-09T12:21:00Z,18,,859,,,,2018-01-09T10:29:00Z,,2017-06-10T12:17:00Z
Los Angeles,1/9/2018,34.55607,-118.60703,2018-01-09T10:34:00Z,19,,800,,,,2018-01-09T10:29:00Z,,2017-06-09T04:53:00Z
San Luis Obispo,1/9/2018,35.7908,-120.77485,2018-01-09T12:36:00Z,40,,775,,,,2018-01-09T10:29:00Z,,2017-06-09T16:15:00Z
Los Angeles,1/9/2018,34.37443,-118.49343,2018-01-09T11:08:00Z,19,,760,,,,2018-01-09T10:30:00Z,,2017-06-10T13:19:00Z
Sierra,1/9/2018,39.439722,-120.027222,2018-01-09T11:51:00Z,46,,747,,,,2018-01-09T10:30:00Z,,2017-06-11T17:15:00Z
Tuolumne,1/9/2018,37.905545,-120.408135,2018-01-09T12:09:00Z,55,,690,,,,2018-01-09T10:30:00Z,,2017-06-11T10:46:00Z
Mariposa,1/9/2018,37.37397,-119.83556,2018-01-09T12:51:00Z,22,,680,,,,2018-01-09T10:30:00Z,,2017-06-11T18:12:00Z
San Bernardino,1/9/2018,34.14575,-117.17813,2018-01-09T11:09:00Z,36,,670,,,,2018-01-09T10:31:00Z,,2017-06-11T22:45:00Z
Mariposa,1/9/2018,37.3762,-119.9646,2018-01-09T11:10:00Z,22,,630,,,,2018-01-09T10:31:00Z,,2017-06-11T18:49:00Z
Modoc,1/9/2018,41.85763,-121.29581,2018-01-09T11:10:00Z,25,,562,,,,2018-01-09T10:31:00Z,,2017-06-13T10:18:00Z
Riverside,1/9/2018,33.95036,-116.88066,2018-01-09T12:42:00Z,33,,545,,,,2018-01-09T10:32:00Z,,2017-06-13T17:00:00Z
Lassen,1/9/2018,41.11989,-120.74968,2018-01-09T12:20:00Z,18,,530,,,,2018-01-09T10:32:00Z,,2017-06-13T14:31:00Z
Kern,1/9/2018,35.4605,-118.85896,2018-01-09T10:07:00Z,15,,506,,,,2018-01-09T10:32:00Z,,2017-06-13T12:00:00Z
San Diego,1/9/2018,33.3906,-117.32348,2018-01-09T10:06:00Z,37,,486,,,,2018-01-09T10:32:00Z,,2017-06-13T12:47:00Z
Siskiyou,1/9/2018,41.3975,-122.8428,2018-01-09T11:44:00Z,47,,469,,,,2018-01-09T10:32:00Z,,2017-06-13T17:21:00Z
San Luis Obispo,1/9/2018,35.40357,-120.28037,2018-01-09T12:17:00Z,40,,460,,,,2018-01-09T10:33:00Z,,2017-06-14T11:44:00Z
Fresno,1/9/2018,36.616986,-120.369347,2018-01-09T10:30:00Z,10,,450,,,,2018-01-09T10:33:00Z,,2017-06-15T11:36:00Z
Santa Barbara,1/9/2018,34.67403,-120.4393,2018-01-09T13:28:00Z,42,,444,,,,2018-01-09T10:33:00Z,,2017-06-15T07:30:00Z
Madera,1/9/2018,37.14624,-120.015509,2018-01-09T13:21:00Z,20,,429,,,,2018-01-09T10:33:00Z,,2017-06-15T15:51:00Z
El Dorado,1/9/2018,38.848,-120.287,2018-01-09T13:36:00Z,9,,426,,,,2018-01-09T10:34:00Z,,2017-06-17T13:55:00Z
Tulare,1/9/2018,36.22265,-119.06598,2018-01-09T12:02:00Z,54,,416,,,,2018-01-09T10:34:00Z,,2017-06-16T09:27:00Z
Modoc,1/9/2018,41.72163,-121.30451,2018-01-09T11:54:00Z,25,,410,,,,2018-01-09T10:34:00Z,,2017-06-16T15:49:00Z
San Diego,1/9/2018,32.84796,-116.85396,2018-01-09T11:52:00Z,37,,400,,,,2018-01-09T10:34:00Z,,2017-06-16T14:51:00Z
Fresno,1/9/2018,36.45491,-120.2445,2018-01-09T09:55:00Z,10,,400,,,,2018-01-09T10:35:00Z,,2017-06-18T07:15:00Z
Nevada,1/9/2018,39.34292,-121.12004,2018-01-09T12:48:00Z,29,,392,,,,2018-01-09T10:35:00Z,,2017-06-18T14:04:00Z
Santa Cruz,1/9/2018,37.18356,-122.07012,2018-01-09T13:41:00Z,44,,391,,,,2018-01-09T10:35:00Z,,2017-06-18T12:28:00Z
Modoc,1/9/2018,41.16716,-120.58342,2018-01-09T09:40:00Z,25,,380,,,,2018-01-09T10:41:00Z,,2017-06-18T14:22:00Z
Mono,1/9/2018,38.46111,-119.48284,2018-01-09T13:46:00Z,26,,370,,,,2018-01-09T10:46:00Z,,2017-06-18T15:10:00Z
Contra Costa,1/9/2018,38.02929,-122.25544,2018-01-09T11:48:00Z,7,,370,,,,2018-01-09T10:59:00Z,,2017-06-21T14:45:00Z
Fresno,1/9/2018,36.27306,-120.65185,2018-01-09T11:01:00Z,10,,357,,,,2018-01-09T10:59:00Z,,2017-06-18T15:45:00Z
San Luis Obispo,1/9/2018,35.42433,-120.47322,2018-01-09T11:51:00Z,40,,340,,,,2018-01-09T10:59:00Z,,2017-06-18T16:03:00Z
Tulare,1/9/2018,36.45809,-118.87676,2018-01-09T10:28:00Z,54,,339,,,,2018-01-09T11:00:00Z,,2017-06-19T15:05:00Z
Kern,1/9/2018,34.92907,-118.9267,2018-01-09T12:31:00Z,15,,338,,,,2018-01-09T11:00:00Z,,2017-06-19T21:41:00Z
San Bernardino,1/9/2018,34.08492,-117.03826,2018-01-09T12:18:00Z,36,,325,,,,2018-01-09T11:00:00Z,,2017-06-21T18:02:00Z
Del Norte,1/9/2018,41.478,-123.506,2018-01-09T12:01:00Z,8,,319,,,,2018-01-09T11:00:00Z,,2017-06-22T09:49:00Z
Riverside,1/9/2018,33.59257,-117.14979,2018-01-09T13:47:00Z,33,,300,,,,2018-01-09T11:01:00Z,,2017-06-24T16:16:00Z
Kern,1/9/2018,35.41283,-118.84466,2018-01-09T09:58:00Z,15,,288,,,,2018-01-09T11:01:00Z,,2017-06-23T16:00:00Z
San Bernardino,1/9/2018,34.16564,-117.33334,2018-01-09T13:47:00Z,36,,260,,,,2018-01-09T11:01:00Z,,2017-06-22T11:10:00Z
San Luis Obispo,1/9/2018,35.12269,-120.39387,2018-01-09T13:23:00Z,40,,245,,,,2018-01-09T11:01:00Z,,2017-06-22T13:08:00Z
Fresno,1/9/2018,36.24653,-120.31598,2018-01-09T13:23:00Z,10,,237,,,,2018-01-09T11:01:00Z,,2017-06-23T22:32:00Z
El Dorado,1/9/2018,38.538332,-121.039267,2018-01-09T12:14:00Z,9,,236,,,,2018-01-09T11:07:00Z,,2017-06-24T11:15:00Z
Contra Costa,1/9/2018,37.87808,-121.78677,2018-01-09T11:48:00Z,7,,231,,,,2018-01-09T11:07:00Z,,2017-06-25T12:09:00Z
Mariposa,1/9/2018,37.4591,-119.921,2018-01-09T11:17:00Z,22,,225,,,,2018-01-09T11:07:00Z,,2017-06-25T17:00:00Z
San Luis Obispo,1/9/2018,35.34541,-120.76464,2018-01-09T10:03:00Z,40,,225,,,,2018-01-09T11:08:00Z,,2017-06-26T15:10:00Z
