Counties (Location),FormattedDate,Wildfire_Probability,County (Actual Location),Stn Id,Norm Precip (in),Norm precip30 (in),Norm precip60 (in),Norm precip90 (in),Norm Avg Air Temp (F),Norm Avg Rel Hum (%),,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,6/6/2017,1,Shasta,43,0,0.033851784,0.07764624,0.128922816,0.534693878,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/7/2017,1,Riverside,62,0,0.004574565,0.033426184,0.031099802,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,6/7/2017,1,Yuba,84,0,0.022872827,0.063022284,0.190274244,0.644897959,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,6/9/2017,1,Los Angeles,204,0,0.013723696,0.009749304,0.015832627,0.56462585,0.627659574,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,6/9/2017,1,San Luis Obispo,163,0,0.037511436,0.057103064,0.090189426,0.488435374,0.765957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,6/10/2017,1,Lassen,57,0,0.001829826,0.021239554,0.0743568,0.40952381,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,6/10/2017,1,Los Angeles,204,0,0.013723696,0.009749304,0.015832627,0.507482993,0.734042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,6/11/2017,1,Merced,148,0.114583333,0.015553522,0.034818942,0.078032231,0.434013605,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,6/11/2017,1,Madera,188,0,0.000914913,0.012883008,0.024879842,0.473469388,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,6/11/2017,1,San Bernardino,251,0,0.05946935,0.044916435,0.042974272,0.582312925,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,6/11/2017,1,Alpine,246,0.041666667,0.053979872,0.482938719,0.825558383,0.284353741,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,6/11/2017,1,Stanislaus,194,0,0.016468435,0.045612813,0.100084818,0.446258503,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,6/13/2017,1,Kern,125,0,0,0.001044568,0.000848176,0.593197279,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,6/13/2017,1,Lassen,57,0,0.03568161,0.026462396,0.085383093,0.439455782,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,6/13/2017,1,Modoc,90,0,0.082342177,0.066155989,0.10121572,0.346938776,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/13/2017,1,Riverside,238,0,0,0,0.000282725,0.674829932,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,6/13/2017,1,San Diego,153,0,0.000914913,0.036559889,0.030817077,0.541496599,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,6/13/2017,1,Siskiyou,225,0,0.048490393,0.050139276,0.116765621,0.42585034,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,6/14/2017,1,San Luis Obispo,163,0.010416667,0.032021958,0.048746518,0.090472152,0.74829932,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,6/15/2017,1,Fresno,105,0,0.010064044,0.014623955,0.024031665,0.74829932,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,6/15/2017,1,Madera,188,0,0.000914913,0.008356546,0.024879842,0.665306122,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,6/15/2017,1,Santa Barbara,231,0,0,0.009401114,0.010743568,0.434013605,0.776595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,6/16/2017,1,Modoc,90,0,0.063129003,0.060236769,0.100932994,0.541496599,0.627659574,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,6/16/2017,1,San Diego,147,0.020833333,0.010064044,0.062325905,0.057393271,0.623129252,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,6/16/2017,1,Tulare,86,0,0.003659652,0.020543175,0.054848742,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,6/17/2017,1,El Dorado,13,0,0.043000915,0.051532033,0.240599378,0.751020408,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,6/18/2017,1,Fresno,190,0,0.004574565,0.003481894,0.032230704,0.880272109,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,6/18/2017,1,Fresno,205,0,0,0.003133705,0.027141645,0.87755102,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,6/18/2017,1,Modoc,90,0,0.063129003,0.056406685,0.098388465,0.613605442,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,6/18/2017,1,Alpine,246,0,0.043915828,0.368384401,0.824710206,0.60952381,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,6/18/2017,1,Yuba,84,0,0.088746569,0.043175487,0.211195929,0.848979592,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Luis Obispo,6/18/2017,1,San Luis Obispo,163,0,0.024702653,0.030640669,0.090189426,0.707482993,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Santa Cruz,6/18/2017,1,Santa Cruz,104,0,0.016468435,0.008704735,0.227876732,0.587755102,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,6/19/2017,1,Kern,125,0,0,0.001044568,0.000848176,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,6/19/2017,1,Tulare,86,0,0.003659652,0.006267409,0.054848742,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,6/21/2017,1,Contra Costa,213,0,0.031107045,0.015320334,0.10178117,0.470748299,0.765957447,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,6/21/2017,1,San Bernardino,251,0.072916667,0.07136322,0.052576602,0.045236076,0.903401361,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,6/22/2017,1,Siskiyou,225,0,0.043915828,0.032033426,0.080294034,0.614965986,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,6/22/2017,1,San Bernardino,192,0,0,0.014972145,0.03307888,0.571428571,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,6/22/2017,1,San Luis Obispo,202,0.020833333,0.069533394,0.070334262,0.097257563,0.429931973,0.946808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,6/23/2017,1,Fresno,205,0,0,0.003133705,0.021204411,0.910204082,0.180851064,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,6/23/2017,1,Kern,125,0,0,0.001044568,0.000848176,0.91292517,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,6/24/2017,1,El Dorado,228,0,0.043000915,0.027506964,0.155216285,0.779591837,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/24/2017,1,Riverside,179,0,0,0.002437326,0.001979078,0.730612245,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,6/25/2017,1,Contra Costa,47,0.010416667,0.006404392,0.002437326,0.03873339,0.653061224,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,6/25/2017,1,Kern,125,0,0,0.001044568,0.000848176,0.885714286,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,6/25/2017,1,Merced,148,0,0.015553522,0.00591922,0.042974272,0.74829932,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,6/26/2017,1,Mendocino,106,0,0.088746569,0.040041783,0.15493356,0.556462585,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/26/2017,1,Riverside,44,0,0,0.002089136,0.002827255,0.819047619,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,6/26/2017,1,San Luis Obispo,160,0,0,0.012534819,0.010178117,0.485714286,0.734042553,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,6/26/2017,1,San Luis Obispo,202,0.041666667,0.065873742,0.071030641,0.093299406,0.488435374,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,6/27/2017,1,Alameda,191,0,0.033851784,0.016364903,0.085948544,0.527891156,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/27/2017,1,Riverside,240,0,0,0.001044568,0.000848176,0.757823129,0.170212766,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,6/27/2017,1,San Diego,147,0.020833333,0.010978957,0.061629526,0.052304213,0.662585034,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,6/27/2017,1,Tehama,222,0,0.049405306,0.019150418,0.085948544,0.696598639,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,6/28/2017,1,Fresno,105,0,0.010064044,0.004874652,0.014701725,0.714285714,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,6/28/2017,1,Kern,125,0,0,0.001044568,0.000848176,0.775510204,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,6/28/2017,1,Lassen,57,0,0.041171089,0.025766017,0.075487701,0.616326531,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,6/28/2017,1,Santa Barbara,88,0,0.001829826,0.016713092,0.017811705,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/29/2017,1,Riverside,238,0,0,0,0,0.689795918,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,6/29/2017,1,San Bernardino,117,0,0,0.003133705,0.002544529,0.717006803,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,6/29/2017,1,Shasta,224,0,0.061299177,0.054665738,0.210065027,0.752380952,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Sierra,6/29/2017,1,Lassen,57,0,0.041171089,0.025766017,0.068136839,0.628571429,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Butte,6/30/2017,1,Butte,244,0,0.064958829,0.024721448,0.082555838,0.789115646,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Lassen,7/1/2017,1,Lassen,57,0,0.041171089,0.025766017,0.068136839,0.681632653,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Butte,7/2/2017,1,Butte,12,0,0.054894785,0.026462396,0.110262935,0.718367347,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Madera,7/2/2017,1,Madera,188,0,0,0.000696379,0.016115352,0.703401361,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/2/2017,1,Riverside,238,0,0,0,0,0.74829932,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/2/2017,1,San Luis Obispo,163,0,0.006404392,0.026810585,0.065026859,0.492517007,0.691489362,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,7/2/2017,1,Siskiyou,236,0,0.202195791,0.090877437,0.108849307,0.570068027,0.425531915,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,7/3/2017,1,Madera,188,0,0,0.000696379,0.016115352,0.741496599,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/3/2017,1,San Luis Obispo,163,0,0.004574565,0.025766017,0.064461408,0.545578231,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,7/3/2017,1,Shasta,224,0,0.045745654,0.054665738,0.210065027,0.756462585,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,7/4/2017,1,Butte,12,0,0.054894785,0.026462396,0.110262935,0.692517007,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,7/4/2017,1,Amador,227,0,0.010978957,0.054317549,0.17613797,0.67755102,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,7/4/2017,1,El Dorado,228,0,0.021957914,0.023328691,0.14051456,0.721088435,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,7/4/2017,1,El Dorado,228,0,0.021957914,0.023328691,0.14051456,0.721088435,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,7/4/2017,1,Los Angeles,204,0,0,0.009401114,0.010460843,0.737414966,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,7/4/2017,1,Mendocino,106,0,0.094236048,0.04735376,0.160588069,0.6,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/4/2017,1,San Bernardino,192,0,0,0,0.031947979,0.578231293,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,7/4/2017,1,Tulare,169,0,0,0,0.017246254,0.76462585,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,7/5/2017,1,Butte,12,0,0.054894785,0.026462396,0.110262935,0.691156463,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,7/5/2017,1,Merced,148,0,0.010064044,0.00591922,0.04184337,0.751020408,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,7/5/2017,1,San Diego,147,0,0.010064044,0.060236769,0.051738762,0.616326531,0.723404255,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/5/2017,1,San Luis Obispo,163,0,0.004574565,0.024721448,0.063613232,0.66122449,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,7/6/2017,1,Fresno,105,0,0,0.003830084,0.014701725,0.831292517,0.223404255,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/6/2017,1,Riverside,44,0,0,0.000696379,0.002827255,0.775510204,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,7/6/2017,1,Shasta,224,0,0.045745654,0.054665738,0.139666384,0.765986395,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,7/6/2017,1,Stanislaus,194,0,0,0.006267409,0.053435115,0.77414966,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,7/7/2017,1,Alameda,191,0.010416667,0.029277219,0.019498607,0.046649703,0.775510204,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,7/7/2017,1,Amador,227,0,0.010978957,0.052924791,0.127226463,0.806802721,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,7/7/2017,1,Fresno,190,0,0,0.001740947,0.013005372,0.998639456,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,7/7/2017,1,Napa,77,0,0,0,0.000282725,0.741496599,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/7/2017,1,Riverside,238,0,0,0,0,0.926530612,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/7/2017,1,Riverside,238,0,0,0,0,0.926530612,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/7/2017,1,San Luis Obispo,52,0,0,0.000696379,0.036754312,0.734693878,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,7/8/2017,1,Butte,244,0,0.054894785,0.024721448,0.049759683,0.872108844,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,7/8/2017,1,Fresno,142,0,0,0,0.021769861,0.888435374,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,7/8/2017,1,Colusa,250,0,0.022872827,0.011142061,0.023466214,0.782312925,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/8/2017,1,San Bernardino,199,0.052083333,0.028362306,0.010793872,0.010178117,0.534693878,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,7/8/2017,1,San Diego,147,0,0.010064044,0.005222841,0.051738762,0.67755102,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/8/2017,1,San Luis Obispo,52,0,0,0.000696379,0.031382528,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/8/2017,1,Santa Clara,211,0,0.001829826,0.001740947,0.002261804,0.731972789,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/8/2017,1,Santa Clara,211,0,0.001829826,0.001740947,0.002261804,0.731972789,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,7/8/2017,1,Solano,139,0,0.010064044,0.004526462,0.018377156,0.853061224,0.138297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,7/9/2017,1,Fresno,205,0,0,0,0.007068137,0.882993197,0.106382979,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/9/2017,1,San Bernardino,192,0,0,0,0.028272547,0.628571429,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,7/10/2017,1,Butte,12,0,0,0.026462396,0.069833192,0.719727891,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,7/10/2017,1,Madera,188,0,0,0.000348189,0.010460843,0.812244898,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/10/2017,1,Santa Clara,211,0,0,0.001740947,0.001413627,0.583673469,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,7/11/2017,1,Fresno,80,0,0,0.000348189,0.017528979,0.812244898,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,7/11/2017,1,Colusa,250,0,0.014638609,0.011142061,0.022335312,0.695238095,0.627659574,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/11/2017,1,Riverside,239,0,0,0,0.003675431,0.73877551,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,7/12/2017,1,Shasta,224,0,0,0.026810585,0.104608425,0.753741497,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,7/12/2017,1,Monterey,113,0,0.001829826,0.001740947,0.009329941,0.542857143,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/12/2017,1,Riverside,44,0,0,0,0.001696353,0.731972789,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/12/2017,1,Santa Clara,211,0,0,0.001740947,0.001413627,0.540136054,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,7/12/2017,1,Ventura,156,0,0,0,0.001130902,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,7/13/2017,1,El Dorado,13,0,0,0.029247911,0.067571388,0.736054422,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/13/2017,1,San Bernardino,192,0,0,0,0.025162567,0.565986395,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,7/13/2017,1,San Diego,153,0,0,0.000348189,0.029686175,0.632653061,0.861702128,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/14/2017,1,San Bernardino,251,0,0.116193962,0.065807799,0.072660447,0.775510204,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/15/2017,1,Santa Clara,211,0,0,0.000696379,0.001413627,0.650340136,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,7/16/2017,1,Lassen,57,0,0.005489478,0.015668524,0.022900763,0.692517007,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,7/16/2017,1,Tehama,222,0,0,0.018802228,0.01809443,0.814965986,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,7/16/2017,1,Tulare,169,0,0,0,0.009329941,0.836734694,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,7/17/2017,1,Colusa,250,0,0,0.011142061,0.01187447,0.767346939,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,7/17/2017,1,El Dorado,13,0,0,0.016364903,0.04184337,0.775510204,0.14893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,7/17/2017,1,Fresno,142,0,0,0,0.016680803,0.874829932,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/17/2017,1,San Bernardino,251,0,0.114364135,0.063718663,0.074074074,0.76462585,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/17/2017,1,San Luis Obispo,163,0,0.004574565,0.01183844,0.036188861,0.691156463,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/17/2017,1,San Luis Obispo,163,0,0.004574565,0.01183844,0.036188861,0.691156463,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Luis Obispo,7/17/2017,1,San Luis Obispo,163,0,0.004574565,0.01183844,0.036188861,0.691156463,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Santa Clara,7/17/2017,1,Santa Clara,211,0,0,0.000696379,0.001413627,0.681632653,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Fresno,7/18/2017,1,Fresno,142,0,0,0,0.00310998,0.820408163,0.159574468,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Lassen,7/18/2017,1,Lassen,57,0,0.005489478,0.015668524,0.022335312,0.621768707,0.20212766,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Riverside,7/18/2017,1,Riverside,240,0,0,0,0.000848176,0.733333333,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Sacramento,7/18/2017,1,Sacramento,131,0,0,0.016364903,0.016398077,0.711564626,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Stanislaus,7/18/2017,1,Stanislaus,194,0,0,0.006267409,0.00621996,0.726530612,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Butte,7/19/2017,1,Butte,12,0,0,0.026462396,0.022900763,0.650340136,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Fresno,7/19/2017,1,Fresno,105,0.020833333,0.002744739,0.004874652,0.004806333,0.744217687,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Mariposa,7/19/2017,1,Merced,148,0,0,0.00591922,0.004806333,0.68707483,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Lake,7/20/2017,1,Mendocino,106,0,0.079597438,0.061629526,0.054848742,0.612244898,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Riverside,7/20/2017,1,Riverside,240,0,0,0,0.000848176,0.719727891,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Tehama,7/21/2017,1,Tehama,222,0,0,0.018802228,0.015549901,0.73877551,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Diego,7/22/2017,1,San Diego,207,0,0,0,0,0.945578231,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Diego,7/22/2017,1,San Diego,207,0,0,0,0,0.945578231,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Stanislaus,7/22/2017,1,Stanislaus,206,0,0,0.008356546,0.006785411,0.710204082,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Calaveras,7/23/2017,1,Amador,227,0,0.001829826,0.017409471,0.047215154,0.772789116,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,7/23/2017,1,Fresno,142,0,0,0,0.00310998,0.844897959,0.223404255,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,7/23/2017,1,Tulare,169,0,0,0,0,0.834013605,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,7/24/2017,1,Mendocino,106,0,0.065873742,0.058844011,0.053435115,0.601360544,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/24/2017,1,San Luis Obispo,52,0,0,0,0.009895392,0.552380952,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,7/24/2017,1,Tulare,86,0,0,0.001392758,0.005089059,0.82585034,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,7/25/2017,1,Siskiyou,236,0.020833333,0.003659652,0.082869081,0.076053152,0.593197279,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,7/25/2017,1,Tehama,222,0,0,0.018802228,0.015549901,0.711564626,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,7/26/2017,1,Fresno,142,0,0,0,0.00310998,0.797278912,0.265957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,7/26/2017,1,Los Angeles,99,0,0,0.002785515,0.005371784,0.593197279,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/26/2017,1,Santa Clara,211,0,0,0.000696379,0.001413627,0.559183673,0.670212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,7/26/2017,1,Siskiyou,236,0,0.003659652,0.082869081,0.074639525,0.579591837,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,7/27/2017,1,Solano,139,0,0,0.004526462,0.003675431,0.742857143,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/28/2017,1,Santa Clara,211,0,0,0.000696379,0.001413627,0.531972789,0.712765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,7/28/2017,1,Siskiyou,225,0,0,0.016713092,0.024031665,0.636734694,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,7/28/2017,1,Siskiyou,225,0,0,0.016713092,0.024031665,0.636734694,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,7/29/2017,1,Kern,125,0,0,0,0.000848176,0.880272109,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,7/29/2017,1,Los Angeles,159,0,0,0,0.013570823,0.678911565,0.638297872,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/29/2017,1,Riverside,238,0,0,0,0,0.77414966,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,7/29/2017,1,Alameda,171,0,0,0,0,-0.340136054,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,7/30/2017,1,Kern,125,0,0,0,0.000848176,0.862585034,0.244680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/30/2017,1,Riverside,238,0,0,0,0,0.757823129,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,7/30/2017,1,Santa Barbara,165,0,0,0,0.013288097,0.523809524,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,7/30/2017,1,Yuba,84,0,0,0.033774373,0.027989822,0.795918367,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Madera,7/31/2017,1,Madera,188,0,0,0,0.000565451,0.778231293,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Benito,7/31/2017,1,San Benito,126,0,0,0.011490251,0.02374894,0.563265306,0.627659574,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Diego,7/31/2017,1,San Diego,153,0,0.018298262,0.006963788,0.035340684,0.669387755,0.734042553,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Ventura,7/31/2017,1,Ventura,152,0,0,0,0.004806333,0.56462585,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
