Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,,,,,
Madera,9/29/2018,37.571,-119.118,2018-09-29T09:30:00Z,20,,4064,,,,,,,,
Tehama,9/28/2018,40.22027778,-122.18,2018-09-28T14:44:00Z,52,,3889,,,,,,,,
Tehama,9/28/2018,40.35068,-121.77867,2018-09-28T13:08:00Z,52,,3716,,,,,,,,
Humboldt,9/26/2018,41.07944,-123.688056,2018-09-26T10:56:00Z,12,,3674,,,,,,,,
Los Angeles,9/24/2018,34.48229,-118.60858,2018-09-24T00:41:00Z,19,,3380,,,,,,,,
Kings,9/23/2018,35.97896,-119.98329,2018-09-23T16:23:00Z,16,,2995,,,,,,,,
Tehama,9/22/2018,39.94355,-122.3571,2018-09-22T14:30:00Z,52,,2956,,,,,,,,
Kern,9/22/2018,35.37444,-118.83556,2018-09-22T15:44:00Z,15,,2950,,,,,,,,
Inyo,9/22/2018,36.6734,-118.21881,2018-09-22T14:41:00Z,14,,2883,,,,,,,,
Napa,9/20/2018,38.69601,-122.44468,2018-09-20T12:39:00Z,28,,2490,,,,,,,,
Glenn,9/13/2018,39.64978,-122.58218,2018-09-13T15:37:00Z,11,,2290,,,,,,,,
Monterey,9/16/2018,35.847778,-120.343056,2018-09-16T08:34:00Z,27,,2225,,,,,,,,
Solano,9/14/2018,38.431278,-122.043747,2018-09-14T19:32:00Z,48,,2162,,,,,,,,
Modoc,9/9/2018,41.29363,-120.11461,2018-09-09T12:10:00Z,25,,2100,,,,,,,,
Shasta,9/10/2018,40.99344,-121.52225,2018-09-10T19:00:00Z,45,,1900,,,,,,,,
Merced,9/8/2018,36.85156,-120.77206,2018-09-08T14:29:00Z,24,,1756,,,,,,,,
Trinity,9/8/2018,40.616251,-123.52019,2018-09-08T13:34:00Z,53,,1751,,,,,,,,
Shasta,9/12/2018,40.50318,-122.42308,2018-09-12T11:25:00Z,45,,1678,,,,,,,,
Solano,9/5/2018,38.21396,-121.9424,2018-09-05T12:51:00Z,48,,1500,,,,,,,,
San Luis Obispo,9/5/2018,35.73629,-120.75593,2018-09-05T12:51:00Z,40,,1500,,,,,,,,
Los Angeles,9/4/2018,34.5486,-118.31138,2018-09-04T15:20:00Z,19,,1352,,,,,,,,
San Bernardino,9/4/2018,34.095568,-116.958806,2018-09-04T14:43:00Z,36,,1350,,,,,,,,
San Benito,9/4/2018,36.40755,-120.99322,2018-09-04T14:26:00Z,35,,1314,,,,,,,,
Riverside,9/4/2018,33.62924,-117.05992,2018-09-04T15:03:00Z,33,,1261,,,,,,,,
Sutter,9/3/2018,39.186144,-121.792885,2018-09-03T16:38:00Z,51,,1200,,,,,,,,
Placer,9/2/2018,39.268611,-120.658333,2018-09-02T14:02:00Z,31,,1120,,,,,,,,
Santa Barbara,9/3/2018,35.11416667,-120.0922222,2018-09-03T13:58:00Z,42,,1014,,,,,,,,
Kern,9/2/2018,35.387408,-118.817934,2018-09-02T14:53:00Z,15,,993,,,,,,,,
Mendocino,9/1/2018,39.82877,-123.08489,2018-09-01T14:22:00Z,23,,972,,,,,,,,
Butte,8/31/2018,39.77124,-121.76859,2018-08-31T17:58:00Z,4,,962,,,,,,,,
Tehama,8/30/2018,40.33682,-121.93908,2018-08-30T15:44:00Z,52,,856,,,,,,,,
Amador,8/27/2018,38.42623,-120.95408,2018-08-27T23:19:00Z,3,,825,,,,,,,,
Yolo,8/27/2018,38.59694444,-121.9938889,2018-08-27T10:49:00Z,57,,822,,,,,,,,
Placer,8/26/2018,38.82426,-121.451307,2018-08-26T18:04:00Z,31,,700,,,,,,,,
Tulare,8/26/2018,35.79012,-118.7393,2018-08-26T14:23:00Z,54,,668,,,,,,,,
Monterey,8/23/2018,36.00912,-120.82226,2018-08-23T15:40:00Z,27,,650,,,,,,,,
Lassen,8/25/2018,40.3768,-120.36403,2018-08-25T11:58:00Z,18,,646,,,,,,,,
Alameda,8/22/2018,37.75646,-121.60646,2018-08-22T13:45:00Z,1,,640,,,,,,,,
Tuolumne,8/19/2018,37.83388,-120.61746,2018-08-19T13:37:00Z,55,,573,,,,,,,,
Butte,8/18/2018,39.36529,-121.51707,2018-08-18T15:17:00Z,4,,550,,,,,,,,
San Benito,8/19/2018,36.378333,-120.901167,2018-08-19T07:32:00Z,35,,513,,,,,,,,
San Diego,8/17/2018,32.833674,-116.7311,2018-08-17T18:47:00Z,37,,504,,,,,,,,
Alameda,8/19/2018,37.75375,-121.57918,2018-08-19T15:55:00Z,1,,484,,,,,,,,
Lassen,8/16/2018,40.316137,-120.45053,2018-08-16T09:18:00Z,18,,441,,,,,,,,
Monterey,8/16/2018,36.35502,-121.1563,2018-08-16T16:06:00Z,27,,400,,,,,,,,
Kern,8/17/2018,35.51777778,-118.6525,2018-08-17T19:19:00Z,15,,367,,,,,,,,
San Diego,7/27/2018,33.07892,-116.91845,2018-07-27T13:01:00Z,37,,365,,,,,,,,
Madera,7/27/2018,37.38789,-119.68912,2018-07-27T13:01:00Z,20,,360,,,,,,,,
Butte,7/27/2018,39.59872,-121.78208,2018-07-27T13:01:00Z,4,,347,,,,,,,,
Inyo,8/15/2018,37.735461,-118.970443,2018-08-15T17:14:00Z,14,,338,,,,,,,,
Shasta,8/13/2018,40.52909,-122.17457,2018-08-13T14:58:00Z,45,,328,,,,,,,,
Santa Clara,8/12/2018,37.449425,-121.88807,2018-08-12T14:20:00Z,43,,320,,,,,,,,
El Dorado,8/15/2018,38.539806,-121.059979,2018-08-15T18:05:00Z,9,,316,,,,,,,,
Trinity,8/10/2018,40.60402,-122.9144,2018-08-10T16:57:00Z,53,,300,,,,,,,,
Madera,8/11/2018,37.10181,-119.623981,2018-08-11T14:12:00Z,20,,300,,,,,,,,
San Diego,8/9/2018,33.389425,-117.502405,2018-08-09T14:21:00Z,37,,300,,,,,,,,
Kern,8/9/2018,0,0,2018-08-09T01:55:00Z,15,,293,,,,,,,,
Calaveras,8/9/2018,38.061298,-120.872244,2018-08-09T14:34:00Z,5,,290,,,,,,,,
Madera,8/9/2018,37.197039,-120.002619,2018-08-09T13:09:00Z,20,,289,,,,,,,,
Riverside,8/7/2018,33.836101,-117.607577,2018-08-07T02:11:00Z,33,,282,,,,,,,,
San Benito,12/31/1969,36.65351,-121.0454,1969-12-31T16:00:00Z,35,,278,,,,,,,,
Contra Costa,8/6/2018,37.94714,-121.9921,2018-08-06T13:20:00Z,7,,268,,,,,,,,
Tehama,8/6/2018,40.18395,-122.27574,2018-08-06T17:29:00Z,52,,268,,,,,,,,
San Diego,8/6/2018,32.63046,-116.46674,2018-08-06T12:59:00Z,37,,265,,,,,,,,
Tehama,8/6/2018,40.34256,-121.43025,2018-08-06T16:26:00Z,52,,261,,,,,,,,
San Luis Obispo,8/6/2018,35.33916,-120.71488,2018-08-06T14:19:00Z,40,,260,,,,,,,,
San Diego,8/5/2018,33.076239,-116.902985,2018-08-05T04:19:00Z,37,,250,,,,,,,,
Contra Costa,8/4/2018,37.89612,-121.85847,2018-08-04T13:57:00Z,7,,247,,,,,,,,
Siskiyou,8/6/2018,41.70877,-122.47293,2018-08-06T10:31:00Z,47,,224,,,,,,,,
Siskiyou,8/4/2018,41.085,-123.051,2018-08-04T17:32:00Z,47,,215,,,,,,,,
San Benito,8/1/2018,36.37532,-120.862579,2018-08-01T17:48:00Z,35,,215,,,,,,,,
San Diego,8/3/2018,33.41476,-117.24044,2018-08-03T14:48:00Z,37,,207,,,,,,,,
Riverside,8/1/2018,33.571763,-116.500058,2018-08-01T15:53:00Z,33,,205,,,,,,,,
Kern,8/1/2018,34.91482,-118.92485,2018-08-01T14:40:00Z,15,,200,,,,,,,,
Merced,7/31/2018,37.33924,-120.24315,2018-07-31T17:34:00Z,24,,200,,,,,,,,
Butte,8/1/2018,39.491737,-121.637759,2018-08-01T13:11:00Z,4,,191,,,,,,,,
Ventura,8/1/2018,34.26734825,-118.6438159,2018-08-01T13:57:00Z,56,,186,,,,,,,,
Merced,7/31/2018,37.05876,-121.176354,2018-07-31T15:28:00Z,24,,185,,,,,,,,
Los Angeles,7/31/2018,37.97638,-122.5275,2018-07-31T15:07:00Z,19,,175,,,,,,,,
Orange,7/29/2018,33.55132,-117.72044,2018-07-29T16:22:00Z,30,,175,,,,,,,,
Santa Barbara,7/28/2018,34.576944,-119.61416,2018-07-28T16:30:00Z,42,,172,,,,,,,,
Tehama,7/28/2018,40.12791,-122.19792,2018-07-28T15:38:00Z,52,,170,,,,,,,,
Monterey,7/28/2018,36.18401,-120.69955,2018-07-28T15:14:00Z,27,,167,,,,,,,,
Lassen,7/27/2018,40.34822,-120.82497,2018-07-27T13:32:00Z,18,,167,,,,,,,,
Los Angeles,7/27/2018,34.2325,-117.846111,2018-07-27T16:12:00Z,19,,166,,,,,,,,
Tuolumne,7/27/2018,37.80785,-120.30187,2018-07-27T13:28:00Z,55,,163,,,,,,,,
Solano,7/27/2018,38.45673,-121.94658,2018-07-27T12:05:00Z,48,,160,,,,,,,,
Shasta,7/27/2018,40.36888889,-122.8905556,2018-07-27T12:05:00Z,45,,155,,,,,,,,
Orange,7/27/2018,33.787838,-117.746625,2018-07-27T12:05:00Z,30,,155,,,,,,,,
Riverside,7/27/2018,33.925862,-117.654299,2018-07-27T12:05:00Z,33,,154,,,,,,,,
Marin,7/26/2018,38.02447,-122.727,2018-07-26T10:12:00Z,21,,152,,,,,,,,
Ventura,7/27/2018,34.30166667,-119.0991667,2018-07-27T12:14:00Z,56,,150,,,,,,,,
Monterey,7/25/2018,35.97677,-121.24898,2018-07-25T16:14:00Z,27,,150,,,,,,,,
El Dorado,7/25/2018,38.94388,-120.92611,2018-07-25T14:41:00Z,9,,150,,,,,,,,
San Bernardino,7/25/2018,34.18075,-117.43184,2018-07-25T16:05:00Z,36,,147,,,,,,,,
Calaveras,7/24/2018,38.08424,-120.46078,2018-07-24T16:02:00Z,5,,136,,,,,,,,
Napa,7/25/2018,38.51943,-122.18353,2018-07-25T14:11:00Z,28,,135,,,,,,,,
Los Angeles,7/25/2018,34.38039,-118.60441,2018-07-25T11:41:00Z,19,,128,,,,,,,,
Glenn,7/24/2018,39.46543,-122.65582,2018-07-24T15:24:00Z,11,,127,,,,,,,,
Siskiyou,7/23/2018,41.65935,-122.48556,2018-07-23T14:55:00Z,47,,127,,,,,,,,
San Bernardino,7/23/2018,34.15475,-117.244366,2018-07-23T13:15:00Z,36,,125,,,,,,,,
Tulare,7/23/2018,36.47766,-119.10433,2018-07-23T13:15:00Z,54,,120,,,,,,,,
Plumas,7/22/2018,39.996944,-121.27,2018-07-22T13:06:00Z,32,,117,,,,,,,,
San Benito,7/23/2018,36.59036,-120.82355,2018-07-23T12:55:00Z,35,,116,,,,,,,,
Santa Clara,7/21/2018,37.06367,-121.53586,2018-07-21T16:22:00Z,43,,116,,,,,,,,
Mariposa,7/20/2018,37.707234,-120.199162,2018-07-20T14:23:00Z,22,,115,,,,,,,,
Kern,7/20/2018,35.56888889,-118.8013889,2018-07-20T13:26:00Z,15,,114,,,,,,,,
Santa Barbara,7/21/2018,34.463889,-119.831389,2018-07-21T14:40:00Z,42,,113,,,,,,,,
Santa Barbara,7/21/2018,34.62412,-120.22298,2018-07-21T15:01:00Z,42,,110,,,,,,,,
Fresno,7/21/2018,36.75581,-119.42172,2018-07-21T15:50:00Z,10,,108,,,,,,,,
Mendocino,7/19/2018,38.8802,-123.0496,2018-07-19T17:22:00Z,23,,106,,,,,,,,
Lake,7/19/2018,39.02017,-122.57496,2018-07-19T13:07:00Z,17,,103,,,,,,,,
Tehama,7/19/2018,40.31759,-122.21032,2018-07-19T16:25:00Z,52,,103,,,,,,,,
San Diego,7/20/2018,33.0971179,-117.0242529,2018-07-20T13:07:00Z,37,,100,,,,,,,,
Tulare,7/18/2018,36.21634,-118.82989,2018-07-18T14:24:00Z,54,,100,,,,,,,,
San Bernardino,7/18/2018,34.22526,-117.40967,2018-07-18T11:55:00Z,36,,100,,,,,,,,
San Luis Obispo,7/19/2018,35.56922,-120.12441,2018-07-19T12:00:00Z,40,,100,,,,,,,,
Monterey,7/17/2018,35.9352,-121.11936,2018-07-17T19:03:00Z,27,,96,,,,,,,,
Kern,7/17/2018,35.1234,-118.72905,2018-07-17T14:05:00Z,15,,95,,,,,,,,
Mendocino,7/17/2018,39.038859,-123.38493,2018-07-17T11:13:00Z,23,,90,,,,,,,,
Lassen,7/15/2018,40.94666,-121.27049,2018-07-15T18:54:00Z,18,,89,,,,,,,,
Lassen,7/15/2018,40.83116,-120.19336,2018-07-15T16:45:00Z,18,,88,,,,,,,,
Madera,7/15/2018,37.179167,-119.431667,2018-07-15T17:15:00Z,20,,88,,,,,,,,
Merced,7/15/2018,37.056944,-121.01638,2018-07-15T16:14:00Z,24,,88,,,,,,,,
San Luis Obispo,7/15/2018,-120.258,-120.258,2018-07-15T09:58:00Z,40,,80,,,,,,,,
Lake,7/15/2018,39.06715,-122.59789,2018-07-15T11:55:00Z,17,,80,,,,,,,,
Calaveras,7/14/2018,37.95766,-120.68902,2018-07-14T15:00:00Z,5,,80,,,,,,,,
Santa Barbara,7/13/2018,34.54305556,-120.3180556,2018-07-13T22:03:00Z,42,,77,,,,,,,,
Shasta,7/14/2018,40.5939,-122.17173,2018-07-14T20:46:00Z,45,,76,,,,,,,,
Fresno,7/14/2018,36.696879,-119.304499,2018-07-14T20:40:00Z,10,,76,,,,,,,,
Colusa,10/2/2018,39.2976,-122.512012,2018-10-02T15:45:00Z,6,,75,,,,,,,,
Glenn,7/13/2018,39.65578,-122.58666,2018-07-13T14:32:00Z,11,,75,,,,,,,,
Riverside,7/13/2018,33.67815,-117.32281,2018-07-13T21:36:00Z,33,,73,,,,,,,,
Santa Clara,7/12/2018,37.22545,-121.79189,2018-07-12T22:45:00Z,43,,70,,,,,,,,
Santa Clara,7/11/2018,37.66074,-121.67144,2018-07-11T16:40:00Z,43,,70,,,,,,,,
Tehama,7/12/2018,40.394073,-122.135924,2018-07-12T12:57:00Z,52,,70,,,,,,,,
Riverside,7/10/2018,33.504964,-117.148204,2018-07-10T15:08:00Z,33,,70,,,,,,,,
Merced,7/10/2018,37.08529,-121.09354,2018-07-10T17:31:00Z,24,,68,,,,,,,,
El Dorado,7/9/2018,38.645,-120.874167,2018-07-09T16:46:00Z,9,,67,,,,,,,,
Mendocino,7/10/2018,39.279833,-123.258319,2018-07-10T16:45:00Z,23,,67,,,,,,,,
El Dorado,7/10/2018,38.82128,-121.03918,2018-07-10T12:42:00Z,9,,66,,,,,,,,
San Benito,7/9/2018,36.64832,-121.03253,2018-07-09T18:30:00Z,35,,64,,,,,,,,
Santa Clara,7/9/2018,37.1769444,-121.6869444,2018-07-09T17:54:00Z,43,,63,,,,,,,,
Shasta,7/8/2018,40.741186,-122.649626,2018-07-08T17:38:00Z,45,,63,,,,,,,,
Riverside,7/8/2018,33.56349,-116.732032,2018-07-08T16:45:00Z,33,,63,,,,,,,,
Siskiyou,7/8/2018,41.83359,-122.99272,2018-07-08T14:41:00Z,47,,63,,,,,,,,
Stanislaus,7/8/2018,37.32744,-121.10903,2018-07-08T13:36:00Z,50,,63,,,,,,,,
Kern,7/6/2018,34.86022,-118.87881,2018-07-06T14:42:00Z,15,,62,,,,,,,,
Los Angeles,7/6/2018,34.53765,-118.75495,2018-07-06T10:40:00Z,19,,62,,,,,,,,
San Joaquin,7/6/2018,38.24033,-121.09199,2018-07-06T20:40:00Z,39,,62,,,,,,,,
Tehama,7/8/2018,40.346652,-122.308479,2018-07-08T13:38:00Z,52,,60,,,,,,,,
Lake,7/5/2018,38.8275,-122.3625,2018-07-05T12:31:00Z,17,,60,,,,,,,,
Madera,7/6/2018,37.14663,-119.91223,2018-07-06T13:29:00Z,20,,60,,,,,,,,
San Luis Obispo,7/6/2018,35.58354,-120.624135,2018-07-06T23:39:00Z,40,,60,,,,,,,,
San Luis Obispo,7/6/2018,35.663607,-120.670311,2018-07-06T09:36:00Z,40,,60,,,,,,,,
Santa Barbara,7/5/2018,34.74245,-120.18236,2018-07-05T15:12:00Z,42,,60,,,,,,,,
San Diego,7/6/2018,33.35505,-117.03134,2018-07-06T10:11:00Z,37,,59,,,,,,,,
San Luis Obispo,7/4/2018,35.17693,-120.48861,2018-07-04T17:09:00Z,40,,58,,,,,,,,
Lassen,7/1/2018,40.95234,-121.21597,2018-07-01T18:13:00Z,18,,56,,,,,,,,
Contra Costa,7/4/2018,37.79718,-121.85311,2018-07-04T13:30:00Z,7,,56,,,,,,,,
Madera,7/4/2018,37.0979,-119.75307,2018-07-04T13:14:00Z,20,,56,,,,,,,,
San Bernardino,7/4/2018,34.24138,-117.42431,2018-07-04T14:20:00Z,36,,53,,,,,,,,
Lassen,6/30/2018,40.33642,-120.93005,2018-06-30T14:12:00Z,18,,53,,,,,,,,
Mariposa,6/30/2018,37.47677,-119.84299,2018-06-30T14:12:00Z,22,,53,,,,,,,,
Modoc,6/29/2018,41.50105,-120.61108,2018-06-29T17:53:00Z,25,,52,,,,,,,,
San Luis Obispo,6/29/2018,35.30151,-120.64398,2018-06-29T20:59:00Z,40,,51,,,,,,,,
Shasta,7/2/2018,40.824,-121.90215,2018-07-02T14:25:00Z,45,,51,,,,,,,,
Santa Clara,6/30/2018,37.163594,-121.702547,2018-06-30T12:12:00Z,43,,51,,,,,,,,
Lake,6/29/2018,38.91152,-122.86854,2018-06-29T15:11:00Z,17,,50,,,,,,,,
Tehama,6/29/2018,40.27754,-122.11375,2018-06-29T16:06:00Z,52,,50,,,,,,,,
Alameda,6/29/2018,37.69926,-122.02805,2018-06-29T15:46:00Z,1,,48,,,,,,,,
Contra Costa,6/29/2018,37.86339,-122.12351,2018-06-29T11:44:00Z,7,,45,,,,,,,,
Marin,6/27/2018,38.07135,-122.76751,2018-06-27T15:09:00Z,21,,45,,,,,,,,
Butte,6/26/2018,39.57202,-121.43131,2018-06-26T12:56:00Z,4,,43,,,,,,,,
Riverside,6/28/2018,33.56921,-116.154398,2018-06-28T18:01:00Z,33,,40,,,,,,,,
Mariposa,6/27/2018,37.28365,-119.97546,2018-06-27T12:39:00Z,22,,40,,,,,,,,
Contra Costa,6/27/2018,37.779209,-121.908976,2018-06-27T19:46:00Z,7,,40,,,,,,,,
Butte,6/26/2018,39.549167,-121.521111,2018-06-26T11:16:00Z,4,,40,,,,,,,,
San Benito,6/24/2018,36.796,-121.40604,2018-06-24T16:11:00Z,35,,39,,,,,,,,
Shasta,6/23/2018,40.60866,-122.38366,2018-06-23T17:21:00Z,45,,38,,,,,,,,
San Diego,6/24/2018,32.78031,-117.06782,2018-06-24T12:29:00Z,37,,38,,,,,,,,
San Luis Obispo,6/24/2018,35.64917,-120.71907,2018-06-24T13:54:00Z,40,,37,,,,,,,,
Siskiyou,6/24/2018,41.58233,-122.33769,2018-06-24T15:28:00Z,47,,37,,,,,,,,
Lake,6/23/2018,38.981389,-122.97222,2018-06-23T19:39:00Z,17,,36,,,,,,,,
Riverside,6/23/2018,33.640051,-117.085354,2018-06-23T11:38:00Z,33,,36,,,,,,,,
Mendocino,6/23/2018,39.62194,-123.28774,2018-06-23T12:54:00Z,23,,35,,,,,,,,
Riverside,6/23/2018,33.759722,-117.460278,2018-06-23T12:52:00Z,33,,35,,,,,,,,
Shasta,6/23/2018,40.95673,-121.6002,2018-06-23T13:15:00Z,45,,35,,,,,,,,
San Benito,6/11/2018,36.83036,-121.36446,2018-06-11T12:00:00Z,35,,35,,,,,,,,
Kern,6/20/2018,35.17156,-118.51651,2018-06-20T18:22:00Z,15,,34,,,,,,,,
Alameda,6/21/2018,37.71173,-121.55604,2018-06-21T16:45:00Z,1,,34,,,,,,,,
Tulare,6/17/2018,36.42638,-118.70443,2018-06-17T15:09:00Z,54,,34,,,,,,,,
Butte,6/18/2018,39.84151,-121.62168,2018-06-18T12:30:00Z,4,,33,,,,,,,,
Tehama,6/19/2018,40.00293,-122.44008,2018-06-19T15:19:00Z,52,,33,,,,,,,,
San Bernardino,6/17/2018,34.17711,-117.15381,2018-06-17T15:56:00Z,36,,33,,,,,,,,
Fresno,6/19/2018,36.938674,-119.3127769,2018-06-19T16:06:00Z,10,,32,,,,,,,,
Riverside,6/15/2018,33.97902,-117.20534,2018-06-15T13:37:00Z,33,,32,,,,,,,,
Lassen,6/16/2018,41.08583,-121.05722,2018-06-16T11:47:00Z,18,,32,,,,,,,,
Lake,6/16/2018,38.886518,-122.476381,2018-06-16T14:04:00Z,17,,32,,,,,,,,
Shasta,6/16/2018,40.62693,-122.23449,2018-06-16T15:10:00Z,45,,31,,,,,,,,
Santa Clara,6/17/2018,37.33563,-121.75815,2018-06-17T13:58:00Z,43,,30,,,,,,,,
Contra Costa,6/15/2018,37.99618,-122.14097,2018-06-15T10:34:00Z,7,,30,,,,,,,,
Alameda,6/14/2018,37.533026,-121.79733,2018-06-14T17:45:00Z,1,,30,,,,,,,,
Riverside,6/15/2018,33.85852,-117.43521,2018-06-15T11:46:00Z,33,,30,,,,,,,,
San Luis Obispo,6/14/2018,35.68539,-120.95157,2018-06-14T17:23:00Z,40,,30,,,,,,,,
Sacramento,6/14/2018,38.595865,-121.17693,2018-06-14T17:02:00Z,34,,30,,,,,,,,
San Diego,6/12/2018,32.557566,-116.8663,2018-06-12T15:06:00Z,37,,28,,,,,,,,
Siskiyou,6/12/2018,41.791859,-122.513883,2018-06-12T14:22:00Z,47,,27,,,,,,,,
Tulare,6/13/2018,35.826333,-118.9821,2018-06-13T21:06:00Z,54,,26,,,,,,,,
Riverside,6/13/2018,33.80406,-116.93188,2018-06-13T12:38:00Z,33,,25,,,,,,,,
Contra Costa,6/14/2018,38.015323,-121.998967,2018-06-14T15:18:00Z,7,,25,,,,,,,,
San Luis Obispo,6/12/2018,35.71859,-120.64028,2018-06-12T14:56:00Z,40,,25,,,,,,,,
Lake,6/9/2018,38.91842,-122.85276,2018-06-09T14:45:00Z,17,,24,,,,,,,,
Riverside,6/11/2018,33.946896,-117.066643,2018-06-11T17:04:00Z,33,,23,,,,,,,,
Contra Costa,6/9/2018,37.99113,-121.86473,2018-06-09T15:31:00Z,7,,23,,,,,,,,
Tehama,6/11/2018,40.201826,-122.29388,2018-06-11T12:16:00Z,52,,23,,,,,,,,
Mariposa,6/9/2018,37.69965,-120.0545,2018-06-09T15:32:00Z,22,,22,,,,,,,,
Contra Costa,6/9/2018,37.81111,-121.7944,2018-06-09T15:30:00Z,7,,20,,,,,,,,
Alameda,6/9/2018,37.61158,-121.94182,2018-06-09T14:10:00Z,1,,20,,,,,,,,
Santa Clara,6/7/2018,37.07793,-121.600023,2018-06-07T18:04:00Z,43,,20,,,,,,,,
Alameda,6/6/2018,37.627119,-121.806775,2018-06-06T09:46:00Z,1,,20,,,,,,,,
Riverside,6/5/2018,33.524412,-116.821724,2018-06-05T13:45:00Z,33,,20,,,,,,,,
Butte,6/5/2018,39.602703,-121.617698,2018-06-05T13:03:00Z,4,,20,,,,,,,,
Los Angeles,6/4/2018,34.110516,-118.427886,2018-06-04T23:17:00Z,19,,20,,,,,,,,
Plumas,6/4/2018,39.89075,-120.18499,2018-06-04T15:08:00Z,32,,20,,,,,,,,
San Diego,6/4/2018,33.40178,-117.27467,2018-06-04T17:30:00Z,37,,18,,,,,,,,
Santa Cruz,6/4/2018,37.0125,-122.046,2018-06-04T17:44:00Z,44,,17,,,,,,,,
Amador,6/4/2018,38.265645,-120.892404,2018-06-04T12:40:00Z,3,,17,,,,,,,,
Riverside,6/4/2018,33.742,-117.28189,2018-06-04T17:01:00Z,33,,17,,,,,,,,
Nevada,6/3/2018,39.10494,-121.07039,2018-06-03T16:16:00Z,29,,16,,,,,,,,
Humboldt,6/3/2018,41.34453,-123.85404,2018-06-03T18:23:00Z,12,,16,,,,,,,,
Santa Clara,6/3/2018,37.21803,-121.76828,2018-06-03T16:14:00Z,43,,16,,,,,,,,
Siskiyou,6/3/2018,41.94046,-122.43933,2018-06-03T15:09:00Z,47,,15,,,,,,,,
Modoc,6/3/2018,41.52123,-120.72362,2018-06-03T14:17:00Z,25,,15,,,,,,,,
Riverside,6/3/2018,33.467999,-117.003829,2018-06-03T16:11:00Z,33,,15,,,,,,,,
San Diego,6/2/2018,33.05737,-116.77154,2018-06-02T09:55:00Z,37,,14,,,,,,,,
San Luis Obispo,6/3/2018,35.70086,-120.97339,2018-06-03T13:38:00Z,40,,14,,,,,,,,
Lassen,6/3/2018,39.99309,-120.02137,2018-06-03T08:55:00Z,18,,14,,,,,,,,
Yolo,6/2/2018,38.64953,-122.01762,2018-06-02T15:53:00Z,57,,14,,,,,,,,
Shasta,6/2/2018,40.678889,-122.400556,2018-06-02T13:07:00Z,45,,13,,,,,,,,
San Diego,6/1/2018,33.04898,-116.78928,2018-06-01T15:20:00Z,37,,13,,,,,,,,
Fresno,6/2/2018,36.10499,-120.55324,2018-06-02T12:42:00Z,10,,13,,,,,,,,
Shasta,6/1/2018,40.49618,-122.51597,2018-06-01T16:07:00Z,45,,12,,,,,,,,
El Dorado,5/30/2018,38.7448,-120.65672,2018-05-30T13:21:00Z,9,,12,,,,,,,,
San Bernardino,5/29/2018,34.171786,-117.35606,2018-05-29T13:11:00Z,36,,12,,,,,,,,
Madera,6/1/2018,37.22791,-119.50461,2018-06-01T13:31:00Z,20,,12,,,,,,,,
Marin,5/28/2018,37.97638,-122.5275,2018-05-28T17:33:00Z,21,,12,,,,,,,,
San Diego,5/29/2018,33.40769,-117.22974,2018-05-29T12:58:00Z,37,,12,,,,,,,,
Siskiyou,5/28/2018,41.64805,-122.98442,2018-05-28T07:23:00Z,47,,12,,,,,,,,
San Luis Obispo,5/26/2018,35.75737,-120.91793,2018-05-26T14:52:00Z,40,,12,,,,,,,,
Napa,5/24/2018,38.16303,-122.23059,2018-05-24T10:43:00Z,28,,12,,,,,,,,
Alameda,5/27/2018,37.73835,-121.6039,2018-05-27T17:05:00Z,1,,12,,,,,,,,
San Diego,5/22/2018,33.12213,-116.58759,2018-05-22T14:13:00Z,37,,12,,,,,,,,
Butte,5/23/2018,39.66492,-121.51772,2018-05-23T14:30:00Z,4,,11,,,,,,,,
Madera,5/21/2018,37.19817,-119.80414,2018-05-21T11:56:00Z,20,,11,,,,,,,,
Riverside,5/17/2018,33.47413,-117.31468,2018-05-17T14:19:00Z,33,,11,,,,,,,,
Santa Cruz,5/18/2018,37.12857,-122.12036,2018-05-18T16:37:00Z,44,,10,,,,,,,,
Humboldt,5/20/2018,40.888785,-124.001849,2018-05-20T13:07:00Z,12,,10,,,,,,,,
Butte,5/19/2018,39.93427,-121.54103,2018-05-19T13:04:00Z,4,,10,,,,,,,,
Riverside,5/18/2018,33.627006,-117.171731,2018-05-18T11:00:00Z,33,,10,,,,,,,,
Napa,5/16/2018,38.27229,-122.26389,2018-05-16T16:30:00Z,28,,10,,,,,,,,
Siskiyou,5/9/2018,41.632373,-122.37985,2018-05-09T18:11:00Z,47,,10,,,,,,,,
San Diego,5/17/2018,32.619855,-116.764733,2018-05-17T12:53:00Z,37,,10,,,,,,,,
Butte,5/14/2018,39.6139,-121.954098,2018-05-14T13:06:00Z,4,,10,,,,,,,,
San Luis Obispo,5/10/2018,35.05747,-120.39295,2018-05-10T20:41:00Z,40,,10,,,,,,,,
Monterey,5/2/2018,35.77017,-120.57833,2018-05-02T16:00:00Z,27,,10,,,,,,,,
Sonoma,5/4/2018,38.245151,-122.44408,2018-05-04T11:44:00Z,49,,10,,,,,,,,
San Diego,4/28/2018,32.75072,-116.92404,2018-04-28T14:26:00Z,37,,10,,,,,,,,
Tehama,5/4/2018,39.80827,-122.3307,2018-05-04T14:48:00Z,52,,10,,,,,,,,
Riverside,5/9/2018,33.45014,-117.22215,2018-05-09T22:00:00Z,33,,10,,,,,,,,
